id,status,dom,res,debt,goal,inv,lump,confidence
SP5-00234,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00235,ok,debt,971.76,2267.45,0.00,0.00,4606.35,2
SP5-00236,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00237,ok,goals+,0.00,0.00,518.65,0.00,968648.76,4
SP5-00238,ok,goals+,0.00,0.00,209845.02,169228.24,5056824.20,4
SP5-00239,ok,reserve,23735.44,0.00,13442.02,2381.61,73340.93,5
SP5-00240,ok,debt,4250.27,9917.29,0.00,0.00,34184.68,3
SP5-00241,deficit,none,0.00,0.00,0.00,0.00,120790.03,4
SP5-00242,deficit,none,0.00,0.00,0.00,0.00,2049119.37,4
SP5-00243,ok,reserve,25889.53,0.00,0.00,0.00,0.00,3
SP5-00244,ok,reserve,33270.84,0.00,0.00,0.00,0.00,4
SP5-00245,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00246,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00247,ok,reserve,3261.77,0.00,0.00,0.00,0.00,4
SP5-00248,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00249,ok,reserve,2016.43,1344.28,0.00,0.00,0.00,2
SP5-00250,deficit,none,0.00,0.00,0.00,0.00,118280.63,4
SP5-00251,ok,reserve,24641.98,0.00,15165.80,1262.19,0.00,4
SP5-00252,ok,reserve,12784.88,0.00,0.00,0.00,0.00,4
SP5-00253,deficit,none,0.00,0.00,0.00,0.00,16741320.88,4
SP5-00254,ok,reserve,2151.71,0.00,0.00,0.00,0.00,4
SP5-00255,ok,reserve,40798.64,27199.09,0.00,0.00,0.00,2
SP5-00256,deficit,none,0.00,0.00,0.00,0.00,686836.00,4
SP5-00257,deficit,none,0.00,0.00,0.00,0.00,32931.25,4
SP5-00258,ok,reserve,3225.47,2150.31,0.00,0.00,0.00,4
SP5-00259,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00260,ok,reserve,1149946.63,766631.08,0.00,0.00,0.00,2
SP5-00261,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00262,ok,goals+,0.00,325714.84,438479.29,122143.07,43249183.30,4
SP5-00263,ok,debt,0.00,2518.56,2518.55,0.00,50476.45,4
SP5-00264,ok,goals+,0.00,0.00,9452.18,0.00,74546.36,5
SP5-00265,ok,goals+,0.00,13200.18,10446.67,2753.52,97875.17,5
SP5-00266,deficit,none,0.00,0.00,0.00,0.00,224766.08,4
SP5-00267,ok,goals+,0.00,0.00,1964.05,280.58,37992.96,5
SP5-00268,ok,goals+,0.00,2074121.24,1980254.16,1244472.74,22575126.88,3
SP5-00269,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00270,ok,reserve,1462.55,0.00,975.04,0.00,0.00,4
SP5-00271,ok,reserve,2016.43,1344.28,0.00,0.00,0.00,2
SP5-00272,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00273,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00274,deficit,none,0.00,0.00,0.00,0.00,183211.61,4
SP5-00275,ok,reserve,3280.45,2186.97,0.00,0.00,0.00,4
SP5-00276,deficit,none,0.00,0.00,0.00,0.00,321688.75,4
SP5-00277,ok,reserve,11414.28,0.00,0.00,0.00,0.00,4
SP5-00278,ok,reserve,1457461.27,971640.84,0.00,0.00,0.00,3
SP5-00279,ok,reserve,5033.12,0.00,3355.42,0.00,0.00,3
SP5-00280,ok,reserve,16868.90,2430.76,0.00,0.00,0.00,3
SP5-00281,ok,reserve,3507.80,0.00,0.00,0.00,0.00,3
SP5-00282,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00230,ok,reserve,61760.82,41173.88,0.00,0.00,0.00,4
SP5-00284,ok,goals+,0.00,0.00,233278.03,239728.12,12576261.02,4
SP5-00285,ok,reserve,1526.24,0.00,1017.49,0.00,0.00,4
SP5-00286,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00287,deficit,none,0.00,0.00,0.00,0.00,208549.78,4
SP5-00288,ok,reserve,12070.94,0.00,6111.14,1936.15,0.00,3
SP5-00289,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00290,ok,debt,2165899.32,2496674.06,330774.74,0.00,0.00,2
SP5-00291,ok,debt,12830.42,29937.66,0.00,0.00,157524.54,3
SP5-00292,ok,reserve,4972.84,0.00,0.00,0.00,0.00,4
SP5-00293,ok,goals+,0.00,0.00,16059.33,9790.76,37815.39,5
SP5-00294,ok,reserve,30805.05,0.00,0.00,0.00,0.00,4
SP5-00295,deficit,none,0.00,0.00,0.00,0.00,6966417.28,4
SP5-00296,ok,goals+,0.00,0.00,13142.05,0.00,202676.46,4
SP5-00297,ok,reserve,7997.81,0.00,5331.88,0.00,0.00,4
SP5-00298,ok,goals+,0.00,13710.02,16534.36,5141.26,160000.11,4
SP5-00299,ok,goals+,0.00,0.00,8958.75,1732.26,110869.76,4
SP5-00300,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00301,ok,debt,303.03,707.07,0.00,0.00,5517.35,2
SP5-00302,deficit,none,0.00,0.00,0.00,0.00,17457699.11,4
SP5-00303,ok,reserve,8989.38,7445.39,0.00,0.00,17961.75,2
SP5-00304,ok,goals+,0.00,0.00,818356.65,0.00,12502366.64,3
SP5-00305,ok,reserve,12819.18,0.00,426.50,0.00,0.00,4
SP5-00306,ok,reserve,10913.53,0.00,7275.68,0.00,0.00,4
SP5-00307,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00308,ok,goals+,0.00,0.00,3627994.45,429501.65,97476661.36,4
SP5-00309,ok,reserve,906998.20,604665.47,0.00,0.00,0.00,3
SP5-00310,ok,reserve,922763.90,713923.12,571463.59,292742.24,0.00,2
SP5-00311,deficit,none,0.00,0.00,0.00,0.00,1802637.30,4
SP5-00312,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00313,ok,reserve,7042.48,0.00,0.00,0.00,0.00,2
SP5-00314,ok,reserve,1825.71,0.00,0.00,0.00,0.00,4
SP5-00315,ok,reserve,960415.24,191265.27,377287.08,71724.47,0.00,4
SP5-00316,ok,reserve,65775.26,0.00,13963.95,29886.22,0.00,2
SP5-00317,ok,reserve,26550.22,0.00,0.00,0.00,0.00,4
SP5-00318,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00319,ok,debt,3174.52,7407.22,0.00,0.00,6420.23,2
SP5-00320,deficit,none,0.00,0.00,0.00,0.00,57533.61,4
SP5-00321,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00322,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00323,ok,reserve,18262.87,0.00,10740.28,1434.96,83978.74,5
SP5-00324,ok,reserve,1528275.27,637394.59,341797.47,39658.12,0.00,3
SP5-00325,ok,goals+,0.00,0.00,865516.94,383720.42,54990617.24,5
SP5-00326,ok,reserve,2851975.89,1901317.26,0.00,0.00,0.00,2
SP5-00327,ok,goals+,0.00,0.00,0.00,9032.50,18833.92,5
SP5-00328,ok,goals+,0.00,0.00,3861690.95,1101034.58,25396931.53,4
SP5-00329,ok,reserve,11156.53,0.00,7437.68,0.00,0.00,4
SP5-00330,ok,reserve,44403.16,0.00,28273.10,0.00,0.00,4
SP5-00331,ok,reserve,4039.03,0.00,2692.68,0.00,0.00,4
SP5-00332,deficit,none,0.00,0.00,0.00,0.00,1608771.80,4
SP5-00333,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00334,ok,debt,0.00,17489.19,0.00,17489.19,148338.28,3
SP5-00335,ok,goals+,0.00,137100.23,165343.59,51412.58,4201176.60,4
SP5-00336,deficit,none,0.00,0.00,0.00,0.00,42737.73,4
SP5-00337,ok,reserve,6435.95,4290.63,0.00,0.00,0.00,2
SP5-00338,ok,debt,12020.26,28047.28,0.00,0.00,13028.32,2
SP5-00339,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00340,ok,goals+,0.00,0.00,9034.76,2175.59,11580.19,3
SP5-00341,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00342,deficit,none,0.00,0.00,0.00,0.00,3280218.60,4
SP5-00343,ok,reserve,23323.08,0.00,0.00,0.00,0.00,4
SP5-00344,ok,debt,1378.86,3217.34,0.00,0.00,4962.46,2
SP5-00345,deficit,none,0.00,0.00,0.00,0.00,184603.97,4
SP5-00346,ok,reserve,50146.34,33430.90,0.00,0.00,0.00,2
SP5-00347,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00348,ok,reserve,1363.65,909.10,0.00,0.00,0.00,3
SP5-00349,ok,reserve,119618.23,0.00,79745.49,0.00,0.00,4
SP5-00350,ok,reserve,2756.32,0.00,0.00,0.00,0.00,2
SP5-00351,ok,debt,0.00,904.77,904.76,0.00,6914.29,4
SP5-00352,ok,goals+,0.00,0.00,0.00,15324.53,52914.14,5
SP5-00353,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00354,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00355,ok,reserve,5304.95,3536.64,0.00,0.00,0.00,2
SP5-00356,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00357,ok,goals+,0.00,0.00,1801183.00,0.00,27531538.85,3
SP5-00358,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00359,deficit,none,0.00,0.00,0.00,0.00,73777.86,4
SP5-00360,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00361,ok,reserve,2079634.28,1386422.85,0.00,0.00,0.00,2
SP5-00362,ok,reserve,27944.84,0.00,7497.34,4762.72,0.00,4
SP5-00363,ok,reserve,6182.59,0.00,4121.73,0.00,0.00,4
SP5-00364,ok,goals+,0.00,0.00,9398.55,0.00,1777817.73,5
SP5-00365,ok,reserve,19087.82,0.00,10348.43,0.00,0.00,4
SP5-00366,ok,goals+,0.00,0.00,8825.60,4267.41,18585204.41,4
SP5-00367,ok,goals+,0.00,0.00,18647.55,15485.16,61406.81,4
SP5-00368,ok,reserve,1772.93,0.00,1181.95,0.00,0.00,4
SP5-00369,ok,debt,1102.11,2571.59,0.00,0.00,3961.84,2
SP5-00370,ok,debt,1587251.27,2149437.19,432238.36,129947.56,0.00,2
SP5-00371,deficit,none,0.00,0.00,0.00,0.00,80917.57,4
SP5-00372,ok,debt,3787.42,8837.32,0.00,0.00,0.00,3
