id,status,dom,res,debt,goal,inv,lump
SP3-00065,ok,debt,12270,31904,4908,0,21070
SP3-00066,deficit,none,0,0,0,0,12425776
SP3-00067,ok,debt,6284,16342,2513,0,129103
SP3-00068,ok,reserve,9433,0,6288,0,0
SP3-00069,deficit,none,0,0,0,0,51895
SP3-00070,ok,reserve,13358,0,8904,0,0
SP3-00071,invalid,none,0,0,0,0,0
SP3-00072,deficit,none,0,0,0,0,985220
SP3-00073,deficit,none,0,0,0,0,0
SP3-00074,deficit,none,0,0,0,0,0
SP3-00075,deficit,none,0,0,0,0,0
SP3-00076,ok,goals+,0,0,24087,4296,0
SP3-00077,deficit,none,0,0,0,0,2482679
SP3-00078,deficit,none,0,0,0,0,124713
SP3-00079,ok,goals+,0,0,230,18946,0
SP3-00080,ok,goals+,0,0,0,175916,1042964
SP3-00081,ok,reserve,1314,0,876,0,0
SP3-00082,ok,goals+,0,0,33683,50076,11194630
SP3-00083,deficit,none,0,0,0,0,0
SP3-00084,ok,goals+,0,0,18258,25697,540311
SP3-00085,ok,debt,436,1134,0,174,0
SP3-00086,ok,goals+,0,0,4823,21752,103589
SP3-00087,deficit,none,0,0,0,0,0
SP3-00088,deficit,none,0,0,0,0,512504
SP3-00089,deficit,none,0,0,0,0,0
SP3-00090,ok,debt,135,353,54,0,0
SP3-00091,deficit,none,0,0,0,0,0
SP3-00092,deficit,none,0,0,0,0,4556320
SP3-00093,deficit,none,0,0,0,0,0
SP3-00094,ok,debt,540,1405,216,0,316923
SP3-00095,deficit,none,0,0,0,0,0
SP3-00096,deficit,none,0,0,0,0,0
SP3-00097,ok,debt,5587,6285,2095,0,81191
SP3-00098,ok,debt,935,1054,350,0,0
SP3-00099,ok,reserve,235911,0,0,157274,10209760
SP3-00100,deficit,none,0,0,0,0,52449
SP3-00101,ok,reserve,502,0,335,0,0
SP3-00102,ok,debt,158,411,63,0,0
SP3-00103,deficit,none,0,0,0,0,0
SP3-00104,deficit,none,0,0,0,0,0
SP3-00105,deficit,none,0,0,0,0,0
SP3-00106,deficit,none,0,0,0,0,0
SP3-00107,deficit,none,0,0,0,0,0
SP3-00108,ok,reserve,11342,0,7560,0,0
SP3-00109,ok,goals+,6104,8789,7020,2506,152435
SP3-00110,ok,debt,1216,3163,486,0,0
SP3-00111,deficit,none,0,0,0,0,0
SP3-00112,deficit,none,0,0,0,0,267016
SP3-00113,deficit,none,0,0,0,0,0
SP3-00114,ok,reserve,37037,0,10502,14188,316330
SP3-00115,ok,reserve,18411,0,0,12274,0
SP3-00116,ok,debt,460,1198,184,0,0
SP3-00117,ok,reserve,48949,0,31026,1604,0
SP3-00118,ok,goals+,7407,0,12672,14429,0
SP3-00119,deficit,none,0,0,0,0,0
SP3-00120,ok,goals+,0,0,1825,0,0
SP3-00121,deficit,none,0,0,0,0,90751
SP3-00122,ok,reserve,241337,0,152788,13294,0
SP3-00123,deficit,none,0,0,0,0,94202
SP3-00124,ok,debt,7008,18221,2803,0,0
SP3-00125,ok,debt,39433,102530,5370,10402,0
SP3-00126,ok,reserve,19762,0,0,13174,0
SP3-00127,ok,debt,126,328,50,0,0
SP3-00128,deficit,none,0,0,0,0,7792194
SP3-00129,ok,debt,2116,5502,846,0,0
SP3-00130,ok,reserve,1025,0,683,0,0
SP3-00131,ok,debt,1581,4112,632,0,66264
SP3-00132,ok,goals+,0,0,3105,29840,87533
SP3-00133,deficit,none,0,0,0,0,0
SP3-00134,ok,debt,6786,17646,2714,0,0
SP3-00135,ok,reserve,7465,0,4976,0,0
SP3-00136,deficit,none,0,0,0,0,163139
SP3-00137,ok,debt,957,2490,382,0,33040
SP3-00138,deficit,none,0,0,0,0,54373
SP3-00139,ok,debt,7320,19034,2928,0,243610
SP3-00140,ok,goals+,0,0,59701,62557,7177587
SP3-00141,deficit,none,0,0,0,0,47024
SP3-00142,deficit,none,0,0,0,0,0
SP3-00143,ok,debt,3213,8354,1285,0,47801
SP3-00144,deficit,none,0,0,0,0,0
SP3-00145,ok,debt,436,1136,174,0,0
SP3-00146,ok,debt,10495,27287,4198,0,0
SP3-00147,invalid,none,0,0,0,0,0
SP3-00148,ok,reserve,16536,0,4609,6414,184161
SP3-00149,ok,goals+,0,0,16268,74514,8468862
SP3-00150,deficit,none,0,0,0,0,0
SP3-00151,deficit,none,0,0,0,0,1354597
SP3-07266,invalid,none,0,0,0,0,0
SP3-00153,ok,goals+,0,0,9899,31148,286579
SP3-00154,deficit,none,0,0,0,0,81563
SP3-00155,deficit,none,0,0,0,0,272972
SP3-00156,ok,debt,52047,135323,20818,0,1492761
SP3-00157,deficit,none,0,0,0,0,1786626
SP3-00158,ok,debt,777,2023,172,138,0
SP3-00159,deficit,none,0,0,0,0,3669282
SP3-00160,ok,debt,13857,15590,0,5196,0
SP3-00161,ok,reserve,4442,0,0,2960,0
SP3-00162,ok,goals+,0,0,8130,74256,2921494
SP3-00163,deficit,none,0,0,0,0,0
SP3-00164,ok,reserve,23429,0,10686,4931,0
SP3-00165,ok,debt,4507,11719,1802,0,154994
SP3-00166,ok,debt,13226,34389,5290,0,663694
SP3-00167,deficit,none,0,0,0,0,0
SP3-00168,ok,goals+,0,0,2307,523,442340
SP3-00169,ok,debt,1219,3173,487,0,0
SP3-00170,ok,goals+,0,0,1610,0,217834
SP3-00171,ok,reserve,10047,0,3878,2819,0
SP3-00172,ok,debt,3990,4489,1496,0,0
SP3-00173,ok,debt,436,1136,174,0,0
SP3-00174,ok,reserve,19752,0,0,13167,0
SP3-00175,invalid,none,0,0,0,0,0
SP3-00176,ok,debt,3145,8179,1258,0,0
SP3-00177,deficit,none,0,0,0,0,244331
SP3-00178,deficit,none,0,0,0,0,3899222
SP3-00179,deficit,none,0,0,0,0,1975275
SP3-00180,deficit,none,0,0,0,0,522661
SP3-00181,deficit,none,0,0,0,0,3177207
SP3-00182,ok,debt,0,1133,485,0,0
SP3-00183,deficit,none,0,0,0,0,15810515
SP3-00184,ok,none,0,0,0,0,0
SP3-00185,ok,goals+,0,0,31765,0,2670705
SP3-00186,ok,reserve,33548,0,22364,0,0
SP3-00187,ok,debt,4841,5446,1815,0,0
SP3-00188,deficit,none,0,0,0,0,2178352
SP3-00189,ok,debt,633,1646,0,253,128590
SP3-00190,ok,debt,15811,41112,6324,0,0
SP3-00191,deficit,none,0,0,0,0,0
SP3-00192,ok,goals+,5265,0,0,25183,0
SP3-00193,ok,debt,8871,23068,3548,0,0
SP3-00194,ok,debt,1025,2665,0,410,0
SP3-00195,ok,reserve,2880,0,1827,91,0
SP3-00196,deficit,none,0,0,0,0,104696
SP3-00197,deficit,none,0,0,0,0,0
SP3-00198,ok,debt,3715,9662,1486,0,232622
SP3-00199,ok,debt,5430,14119,2172,0,0
SP3-00200,deficit,none,0,0,0,0,0
SP3-00201,ok,debt,2446,6360,978,0,0
SP3-00202,ok,debt,419,1092,0,167,0
SP3-00203,invalid,none,0,0,0,0,0
SP3-00204,ok,debt,446,1163,178,0,44105
SP3-00205,ok,debt,2825,7348,1130,0,84729
SP3-00206,deficit,none,0,0,0,0,0
SP3-00207,ok,debt,1594,4147,637,0,286814
SP3-00208,deficit,none,0,0,0,0,0
SP3-00209,ok,reserve,4343,0,2895,0,204213
SP3-00210,deficit,none,0,0,0,0,10708
SP3-00211,ok,goals+,0,0,11686,16150,0
SP3-00212,deficit,none,0,0,0,0,822384
SP3-00213,ok,debt,8764,22788,3505,0,0
SP3-00214,deficit,none,0,0,0,0,501009
SP3-00215,deficit,none,0,0,0,0,0
SP3-00216,ok,reserve,3266,0,0,2176,0
SP3-00217,deficit,none,0,0,0,0,3102977
SP3-00218,deficit,none,0,0,0,0,9348937
SP3-00219,ok,debt,7385,8310,2769,0,0
SP3-00220,ok,debt,73859,83093,27697,0,0
SP3-00221,deficit,none,0,0,0,0,0
SP3-00222,ok,reserve,2250,0,0,1499,0
SP3-00223,deficit,none,0,0,0,0,153576
SP3-00224,ok,goals+,0,0,9667,0,5557639
SP3-00225,ok,reserve,5162,0,221,3220,354081
SP3-00226,deficit,none,0,0,0,0,41899
SP3-00227,ok,goals+,0,0,2038,34170,0
SP3-00228,ok,reserve,25014,0,16676,0,0
SP3-00229,deficit,none,0,0,0,0,42703
SP3-00230,ok,debt,16825,43747,6730,0,0
SP3-00231,ok,debt,1674,1884,0,627,0
SP3-00232,ok,reserve,6675,0,3233,1217,170813
SP3-00233,ok,goals+,0,0,1215,12864,128273
SP3-00234,ok,debt,6918,17987,2767,0,0
SP3-00235,ok,goals+,0,0,40146,21009,506714
SP3-00236,ok,debt,5509,14327,2203,0,0
SP3-00237,ok,goals+,0,0,2538,42852,139097
SP3-00238,deficit,none,0,0,0,0,8475890
SP3-00239,ok,debt,1079,2807,431,0,0
SP3-00240,ok,debt,223,583,89,0,163905
SP3-00241,deficit,none,0,0,0,0,0
SP3-00242,deficit,none,0,0,0,0,0
SP3-00243,deficit,none,0,0,0,0,5134176
SP3-00244,ok,debt,46,120,0,18,0
SP3-00245,ok,debt,2201,5726,0,880,0
SP3-00246,ok,debt,0,37142,15917,0,1907476
SP3-00247,ok,debt,8123,21121,3249,0,0
SP3-00248,deficit,none,0,0,0,0,42703
SP3-00249,ok,goals+,0,0,2330,2305,131860
SP3-00250,ok,debt,5210,13546,2084,0,0
SP3-10464,invalid,none,0,0,0,0,0
SP3-00252,deficit,none,0,0,0,0,4863262
SP3-00253,ok,reserve,14913,0,9942,0,0
SP3-00254,ok,goals+,130717,78115,210157,103882,0
SP3-00255,ok,reserve,26,0,17,0,0
SP3-00256,ok,goals+,0,0,57712,420503,1618512
SP3-00257,ok,debt,12527,14093,4697,0,0
SP3-00258,ok,debt,3159,8214,1263,0,0
SP3-00259,deficit,none,0,0,0,0,0
SP3-00260,ok,debt,374,973,149,0,0
SP3-00261,ok,debt,0,1,0,0,0
SP3-00262,deficit,none,0,0,0,0,0
SP3-00263,ok,goals+,0,0,513269,234362,2532588
SP3-00264,invalid,none,0,0,0,0,0
SP3-00265,ok,debt,252,656,100,0,0
SP3-00266,invalid,none,0,0,0,0,0
SP3-00267,deficit,none,0,0,0,0,345852
SP3-00268,ok,goals+,0,9841,3346,22575,185501
SP3-00269,ok,debt,5273655,13711506,2109462,0,392699877
SP3-00270,ok,debt,3037,7898,1000,215,0
SP3-00271,ok,goals+,0,0,4123,49575,0
SP3-00272,deficit,none,0,0,0,0,259551
SP3-00273,deficit,none,0,0,0,0,1930337
SP3-00274,deficit,none,0,0,0,0,840360
SP3-00275,invalid,none,0,0,0,0,0
SP3-00276,ok,goals+,0,0,977,133901,2209989
SP3-00277,deficit,none,0,0,0,0,0
SP3-00278,deficit,none,0,0,0,0,0
SP3-00279,deficit,none,0,0,0,0,0
SP3-00280,ok,reserve,2987,0,1991,0,0
SP3-00281,deficit,none,0,0,0,0,30932
SP3-00282,ok,debt,2452,6376,980,0,0
SP3-00283,ok,debt,14361,16158,0,5385,0
SP3-00284,deficit,none,0,0,0,0,0
SP3-00285,ok,reserve,3259,0,2172,0,131450
SP3-00286,deficit,none,0,0,0,0,274618
SP3-00287,deficit,none,0,0,0,0,2049500
SP3-00288,ok,reserve,12148,0,0,8099,0
SP3-00289,ok,reserve,8416,0,5610,0,0
SP3-00290,ok,debt,2124,5526,849,0,0
SP3-00291,ok,goals+,0,0,0,1507,377608
SP3-00292,ok,goals+,0,0,2792,25796,102559
SP3-00293,invalid,none,0,0,0,0,0
SP3-00294,deficit,none,0,0,0,0,0
SP3-00295,ok,goals+,0,0,0,99584,12581576
SP3-00296,ok,reserve,38391,0,25593,0,0
SP3-00297,deficit,none,0,0,0,0,0
SP3-00298,ok,goals+,0,0,265,6190,191585
SP3-00299,ok,debt,1419,1598,0,532,0
SP3-00300,ok,goals+,0,0,2873,0,0
SP3-00301,ok,debt,11105,12494,4164,0,0
SP3-00302,ok,goals+,0,0,18433,11326,0
SP3-00303,deficit,none,0,0,0,0,0
SP3-00304,ok,goals+,0,0,35645,65319,165193
SP3-00305,ok,debt,650,1691,260,0,0
SP3-00306,deficit,none,0,0,0,0,0
SP3-00307,ok,debt,333,867,133,0,0
SP3-00308,ok,goals+,0,6709,8201,0,2158968
SP3-00309,ok,debt,917,2386,366,0,0
SP3-00310,ok,debt,980,2551,392,0,60728
SP3-00311,ok,debt,0,6218,2664,0,123930
SP3-00312,ok,reserve,5373,0,3261,320,0
SP3-00313,ok,reserve,2126,0,1417,0,0
SP3-00314,ok,reserve,20359,0,13573,0,0
SP3-00315,ok,goals+,0,0,14749,17942,1205517
SP3-00316,deficit,none,0,0,0,0,0
SP3-00317,deficit,none,0,0,0,0,0
SP3-00318,ok,debt,6099119,15857710,2439647,0,0
SP3-00319,ok,debt,1048,2726,419,0,0
SP3-00320,ok,reserve,2965,0,0,1976,0
SP3-00321,deficit,none,0,0,0,0,0
SP3-00322,invalid,none,0,0,0,0,0
SP3-00323,deficit,none,0,0,0,0,0
SP3-00324,ok,debt,1198,3117,479,0,0
SP3-00325,ok,debt,374,973,149,0,0
SP3-00326,ok,debt,14766,38395,5906,0,11898
SP3-00327,ok,reserve,89934,0,0,59955,0
SP3-00328,ok,goals+,0,0,0,25767,64693
SP3-00329,ok,debt,117,305,46,0,0
SP3-00330,ok,goals+,0,0,172,0,0
SP3-00331,deficit,none,0,0,0,0,2300338
SP3-00332,deficit,none,0,0,0,0,0
SP3-00333,ok,debt,2853,7418,1141,0,0
SP3-00334,ok,debt,143,162,53,0,0
SP3-00335,ok,debt,0,173416,0,74321,1253959
SP3-00336,ok,reserve,8772,0,5847,0,0
SP3-00337,ok,goals+,0,0,0,30568,150973
SP3-00338,ok,debt,2477,6441,990,0,0
SP3-00339,deficit,none,0,0,0,0,14183577
SP3-00340,ok,reserve,1005,0,670,0,0
SP3-00341,deficit,none,0,0,0,0,0
SP3-00342,ok,reserve,12645,0,0,8429,0
SP3-00343,deficit,none,0,0,0,0,0
SP3-00344,deficit,none,0,0,0,0,50355
SP3-00345,deficit,none,0,0,0,0,412594
SP3-00346,ok,goals+,0,0,25938,7960,98899
SP3-00347,ok,goals+,0,0,44944,222727,124491
SP3-00348,ok,debt,7854,20423,3141,0,0
SP3-00349,ok,goals+,0,0,9239,0,1030994
SP3-00350,ok,goals+,0,0,2341,28597,175768
SP3-00351,ok,debt,327,852,130,0,247425
SP3-00352,ok,debt,3013,3390,1130,0,0
SP3-00353,ok,reserve,19665,0,13109,0,0
SP3-00354,ok,debt,41485,107861,16594,0,2720812
SP3-00355,ok,debt,7189,18695,2875,0,0
SP3-00356,invalid,none,0,0,0,0,0
SP3-00357,invalid,none,0,0,0,0,0
SP3-00358,deficit,none,0,0,0,0,588614
SP3-00359,ok,debt,742,1930,296,0,44233
SP3-00360,deficit,none,0,0,0,0,379664
SP3-00361,deficit,none,0,0,0,0,114656
SP3-00362,deficit,none,0,0,0,0,0
SP3-00363,ok,goals+,0,0,17594,32203,214831
SP3-00364,invalid,none,0,0,0,0,0
SP3-00365,deficit,none,0,0,0,0,34958
SP3-00366,ok,reserve,10405,0,6777,159,0
SP3-00367,deficit,none,0,0,0,0,1249342
SP3-00368,deficit,none,0,0,0,0,1226152
SP3-00369,ok,debt,3527,9172,1410,0,0
SP3-00370,deficit,none,0,0,0,0,0
SP3-00371,ok,debt,3469,9023,1387,0,0
SP3-00372,deficit,none,0,0,0,0,480581
SP3-00373,ok,debt,3420,8894,1368,0,0
SP3-00374,ok,debt,0,1170,501,0,47666
SP3-00375,ok,goals+,0,0,46202,26187,1030548
SP3-00376,deficit,none,0,0,0,0,0
SP3-00377,ok,reserve,6595,0,4397,0,0
SP3-00378,deficit,none,0,0,0,0,0
SP3-00379,ok,reserve,18600,0,0,12399,0
SP3-00380,ok,debt,5280,13728,2112,0,0
SP3-00381,invalid,none,0,0,0,0,0
SP3-00382,ok,reserve,11993,0,1560,6435,0
SP3-00383,deficit,none,0,0,0,0,3312037
SP3-00384,deficit,none,0,0,0,0,138580
SP3-00385,ok,reserve,13179,0,2317,6469,0
SP3-00386,ok,debt,2699,7019,1079,0,292706
SP3-00387,deficit,none,0,0,0,0,112938
SP3-00388,ok,reserve,12213,0,8142,0,0
SP3-00389,ok,goals+,0,0,129590,319801,4181682
SP3-00390,ok,goals+,0,0,9467,1804,0
SP3-00391,ok,debt,7727,20091,0,3090,152904
SP3-00392,ok,debt,2081,5411,832,0,23775
SP3-00393,deficit,none,0,0,0,0,86375
SP3-00394,deficit,none,0,0,0,0,0
SP3-00395,deficit,none,0,0,0,0,16785461
SP3-00396,ok,debt,2437,2742,913,0,0
SP3-00397,deficit,none,0,0,0,0,0
SP3-00398,deficit,none,0,0,0,0,2039687
SP3-00399,ok,debt,73341,82510,27503,0,0
SP3-00400,deficit,none,0,0,0,0,254021
SP3-00401,ok,goals+,0,0,3121,22747,620157
SP3-00402,ok,reserve,25788,0,4746,12444,0
SP3-00403,ok,reserve,12245,0,0,8162,0
SP3-00404,ok,debt,12058,31353,4823,0,0
SP3-00405,deficit,none,0,0,0,0,15248
SP3-00406,ok,debt,5183,13479,2073,0,24594
SP3-00407,deficit,none,0,0,0,0,263842
SP3-00408,ok,debt,187,489,75,0,0
SP3-00409,ok,reserve,11684,0,7789,0,0
SP3-00410,deficit,none,0,0,0,0,0
SP3-00411,ok,debt,16056,41748,6123,299,352973
SP3-00412,ok,reserve,1128,0,751,0,0
SP3-00413,deficit,none,0,0,0,0,387534
SP3-00414,ok,debt,2211,5749,884,0,0
SP3-00415,ok,debt,968,2518,387,0,0
SP3-00416,deficit,none,0,0,0,0,0
SP3-00417,ok,reserve,1888,0,1214,44,0
SP3-00418,deficit,none,0,0,0,0,6513073
SP3-00419,ok,debt,2280,5928,912,0,0
SP3-00420,ok,debt,290,755,116,0,0
SP3-00421,ok,reserve,13489,0,8993,0,0
SP3-00422,ok,debt,1770,4603,708,0,0
SP3-00423,ok,reserve,2755,0,1837,0,0
SP3-00424,deficit,none,0,0,0,0,0
SP3-00425,deficit,none,0,0,0,0,63847
SP3-00426,deficit,none,0,0,0,0,0
SP3-00427,deficit,none,0,0,0,0,271592
SP3-00428,ok,goals+,0,0,3707,0,2857620
SP3-00429,deficit,none,0,0,0,0,170570
SP3-00430,invalid,none,0,0,0,0,0
SP3-00431,deficit,none,0,0,0,0,0
SP3-00432,ok,debt,3713,4179,1392,0,0
SP3-00433,deficit,none,0,0,0,0,0
SP3-00434,deficit,none,0,0,0,0,23569
SP3-00435,invalid,none,0,0,0,0,0
SP3-00436,ok,debt,0,144985562,62136669,0,931337745
SP3-00437,ok,goals+,0,0,44109,0,7836847
SP3-00438,ok,debt,13422,34900,5369,0,0
SP3-00439,ok,debt,9437,24539,1789,1985,44605
SP3-00440,deficit,none,0,0,0,0,0
SP3-00441,invalid,none,0,0,0,0,0
SP3-00442,deficit,none,0,0,0,0,0
SP3-00443,ok,debt,465,1209,0,186,0
SP3-00444,deficit,none,0,0,0,0,0
SP3-00445,invalid,none,0,0,0,0,0
SP3-00446,ok,debt,2229,5798,0,891,0
SP3-00447,deficit,none,0,0,0,0,6094720
SP3-00448,deficit,none,0,0,0,0,1083287
SP3-00449,ok,debt,6490,16874,2596,0,0
SP3-00450,ok,debt,9143,23775,3657,0,0
SP3-00451,deficit,none,0,0,0,0,96745
SP3-00452,ok,goals+,0,0,7,937,0
SP3-00453,ok,debt,11407,29659,4562,0,28892
SP3-00454,deficit,none,0,0,0,0,0
SP3-00455,deficit,none,0,0,0,0,455562
SP3-00456,ok,reserve,13785,0,9190,0,0
SP3-00457,deficit,none,0,0,0,0,0
SP3-00458,ok,debt,1135,1279,0,425,0
SP3-00459,deficit,none,0,0,0,0,0
SP3-02485,invalid,none,0,0,0,0,0
SP3-00461,ok,goals+,0,0,0,30,103042
SP3-00462,deficit,none,0,0,0,0,206123
SP3-00463,ok,debt,1755,4563,702,0,0
SP3-00464,ok,debt,2011,2262,754,0,0
SP3-00465,ok,debt,2190,5694,876,0,0
SP3-00466,ok,reserve,1509,0,1005,0,32939
SP3-00467,deficit,none,0,0,0,0,638717
SP3-00468,ok,goals+,0,0,44417,258779,4712785
SP3-00469,deficit,none,0,0,0,0,733542
SP3-00470,ok,debt,923,2403,369,0,16664
SP3-00471,ok,reserve,9424,0,6282,0,0
SP3-00472,ok,goals+,0,0,6112,0,245116
SP3-00473,ok,debt,3957,4453,1483,0,0
SP3-00474,ok,debt,12533,32586,5013,0,0
SP3-00475,ok,goals+,0,0,18629,0,182502
SP3-00476,ok,reserve,9710,0,5449,1022,0
SP3-00477,deficit,none,0,0,0,0,0
SP3-00478,ok,reserve,10962,0,7307,0,0
SP3-00479,deficit,none,0,0,0,0,0
SP3-00480,deficit,none,0,0,0,0,4645735
SP3-00481,ok,debt,672,1748,268,0,0
SP3-00482,ok,debt,14002,36407,5601,0,0
SP3-00483,deficit,none,0,0,0,0,0
SP3-00484,ok,debt,2855,7423,1142,0,124700
SP3-00485,ok,goals+,0,0,33,35633,1390254
SP3-00486,deficit,none,0,0,0,0,6890959
SP3-00487,deficit,none,0,0,0,0,116766
SP3-00488,ok,goals+,0,0,6,56024,260964
SP3-00489,deficit,none,0,0,0,0,28755616
SP3-00490,ok,debt,3081,8013,1232,0,0
SP3-00491,ok,reserve,4604,0,0,3069,0
SP3-00492,ok,goals+,69855,0,12313,62438,99687
SP3-00493,ok,reserve,9386,0,6257,0,0
SP3-00494,deficit,none,0,0,0,0,0
SP3-00495,deficit,none,0,0,0,0,400841
SP3-00496,ok,debt,1933,5026,773,0,0
SP3-00497,ok,debt,1377,3582,550,0,121372
SP3-00498,ok,goals+,0,0,7399,21047,1769311
SP3-00499,deficit,none,0,0,0,0,0
SP3-00500,ok,reserve,14645,0,9763,0,0
SP3-00501,deficit,none,0,0,0,0,199156
SP3-00502,deficit,none,0,0,0,0,0
SP3-00503,ok,goals+,0,0,101,10385,527679
SP3-00504,ok,debt,10910,12275,4091,0,0
SP3-00505,deficit,none,0,0,0,0,0
SP3-00506,ok,debt,689,1793,275,0,149987
SP3-00507,ok,goals+,0,0,4637,0,227178
SP3-00508,deficit,none,0,0,0,0,0
SP3-00509,deficit,none,0,0,0,0,8102201
SP3-00510,ok,reserve,53275,0,13331,22184,0
SP3-00511,deficit,none,0,0,0,0,0
SP3-00512,deficit,none,0,0,0,0,1899271
SP3-00513,ok,debt,3021,7856,1208,0,13753
SP3-00514,ok,debt,2858,7434,1143,0,0
SP3-00515,ok,debt,433,1129,173,0,756114
SP3-00516,ok,reserve,1132,0,0,754,0
SP3-00517,deficit,none,0,0,0,0,333198
SP3-00518,ok,debt,998,2596,399,0,0
SP3-00519,deficit,none,0,0,0,0,1600033
SP3-00520,ok,goals+,0,0,68579,2310,1042524
SP3-00521,deficit,none,0,0,0,0,0
SP3-00522,ok,reserve,9134,0,1581,4507,0
SP3-00523,ok,debt,2663,6926,240,824,52145
SP3-00524,ok,goals+,0,0,3734,21134,0
SP3-00525,ok,reserve,72409,0,19712,28559,0
SP3-00526,ok,reserve,13526,0,9017,0,0
SP3-00527,deficit,none,0,0,0,0,50355
SP3-00528,ok,reserve,11834,0,7889,0,0
SP3-00529,ok,goals+,0,0,102267,18883,433071
SP3-00530,ok,debt,5698,14817,2279,0,16329
SP3-00531,invalid,none,0,0,0,0,0
SP3-00532,ok,debt,0,2383,420,0,0
SP3-00533,invalid,none,0,0,0,0,0
SP3-00534,ok,debt,628,1636,0,251,80447
SP3-00535,ok,reserve,14564,0,8192,1516,0
SP3-00536,deficit,none,0,0,0,0,0
SP3-00537,invalid,none,0,0,0,0,0
SP3-00538,ok,debt,13049,14681,4893,0,195011
SP3-00539,ok,debt,7739,20123,3095,0,0
SP3-00540,ok,debt,3173,8252,1269,0,604406
SP3-00541,ok,reserve,40442,0,26961,0,0
SP3-00542,ok,debt,3173,8252,1269,0,612137
SP3-00543,ok,reserve,9061,0,0,6041,0
SP3-00544,invalid,none,0,0,0,0,0
SP3-00545,invalid,none,0,0,0,0,0
SP3-00546,ok,debt,7974,20733,3189,0,1870157
SP3-00547,ok,goals+,0,0,4336,0,327013
SP3-00548,ok,goals+,0,0,0,167184,233852
SP3-00549,deficit,none,0,0,0,0,0
SP3-00550,ok,reserve,1727,0,1150,0,0
SP3-00551,ok,goals+,0,0,5713,85,500690
SP3-00552,ok,reserve,12132,0,8088,0,0
SP3-00553,invalid,none,0,0,0,0,0
SP3-00554,deficit,none,0,0,0,0,427706
SP3-00555,ok,reserve,5547,0,3697,0,0
