id,status,dom,res,debt,goal,inv,lump
SP-00105,ok,debt,0,201,50,0,860842
SP-00106,ok,reserve,4613,0,0,0,0
SP-00107,ok,reserve,11437,4901,0,0,0
SP-00108,ok,debt,598,897,0,0,0
SP-00109,ok,reserve,19857,8510,0,0,0
SP-00110,ok,reserve,822,0,0,0,0
SP-00111,ok,reserve,5230,0,0,0,0
SP-00112,ok,goals+,0,0,1114,0,4608
SP-00113,ok,debt,0,26634,0,6658,8167
SP-00114,deficit,none,0,0,0,0,0
SP-00115,ok,debt,0,39695,0,9923,70172
SP-00116,ok,goals+,0,0,53628,0,506136
SP-00117,ok,reserve,42044,0,0,0,0
SP-00118,ok,reserve,13618,5836,0,0,0
SP-00119,ok,reserve,14124,6053,0,0,0
SP-00120,ok,reserve,222,0,0,0,0
SP-00121,ok,goals+,0,0,6826,0,180611
SP-00122,deficit,none,0,0,0,0,0
SP-00123,ok,reserve,608919155,260965352,0,0,0
SP-00124,ok,reserve,9142,3918,0,0,0
SP-00125,ok,goals+,9133,0,13699,0,0
SP-00126,deficit,none,0,0,0,0,0
SP-00127,ok,reserve,27629,0,0,0,0
SP-00128,ok,reserve,25012,0,0,0,0
SP-00129,ok,debt,48279,72418,0,0,0
SP-00130,ok,reserve,3400,0,0,0,0
SP-00131,ok,debt,4322,6484,0,0,0
SP-00132,deficit,none,0,0,0,0,0
SP-00133,ok,reserve,49505,0,0,0,0
SP-00134,ok,debt,7669,11503,0,0,0
SP-00135,deficit,none,0,0,0,0,0
SP-00136,ok,reserve,16406,0,0,0,0
SP-00137,ok,debt,359,539,0,0,0
SP-00138,ok,reserve,8982,0,0,0,0
SP-00139,deficit,none,0,0,0,0,174926
SP-00140,deficit,none,0,0,0,0,0
SP-00141,ok,reserve,4596,1969,0,0,0
SP-00142,deficit,none,0,0,0,0,0
SP-00143,ok,reserve,51804,0,0,0,0
SP-00144,ok,debt,6891,10336,0,0,0
SP-00145,ok,reserve,1200,0,0,0,0
SP-00146,ok,reserve,3787,1623,0,0,0
SP-00147,ok,debt,0,6397,1599,0,1019326
SP-00148,deficit,none,0,0,0,0,0
SP-00149,ok,reserve,17657,0,0,0,0
SP-00150,ok,goals+,0,0,14482,0,22273
SP-00151,ok,reserve,36467,0,0,0,0
SP-00152,ok,goals+,0,0,4530,0,75368
SP-00153,ok,debt,2360,3540,0,0,0
SP-00154,ok,reserve,29246,0,0,0,0
SP-00155,ok,debt,36722,55084,0,0,0
SP-00156,ok,reserve,22247,0,0,0,0
SP-00157,ok,reserve,1413,605,0,0,0
SP-00158,ok,reserve,13016,0,0,0,0
SP-00159,ok,reserve,35329,0,0,0,0
SP-00160,ok,goals+,0,0,40593,0,274853
SP-00161,deficit,none,0,0,0,0,77914
SP-00162,ok,reserve,246,0,0,0,0
SP-00163,ok,reserve,7049,0,0,0,0
SP-00164,ok,goals+,25236,0,0,37854,0
SP-00165,ok,goals+,90423521,0,135635282,0,0
SP-00166,ok,reserve,10617,0,0,0,0
SP-00167,ok,debt,14898,22347,0,0,0
SP-00168,deficit,none,0,0,0,0,0
SP-00169,ok,debt,2681,4022,0,0,0
SP-00170,ok,reserve,29988,0,0,0,0
SP-00171,ok,reserve,14695,0,0,0,0
SP-00172,ok,reserve,31213,0,0,0,0
SP-00173,ok,reserve,21952,9408,0,0,0
SP-00174,deficit,none,0,0,0,0,0
SP-00175,ok,reserve,2629,0,0,0,0
SP-00176,ok,goals+,0,0,0,32587,14097
SP-00177,deficit,none,0,0,0,0,0
SP-00178,ok,reserve,34446,0,0,0,0
SP-00179,ok,reserve,12959,5554,0,0,0
SP-00180,deficit,none,0,0,0,0,0
SP-00181,ok,debt,0,280,0,70,10770
SP-00182,deficit,none,0,0,0,0,89174
SP-00183,deficit,none,0,0,0,0,0
SP-00184,ok,reserve,24500,0,0,0,0
SP-00185,ok,reserve,12831,5499,0,0,0
SP-00186,ok,reserve,66898,0,0,0,0
SP-00187,ok,reserve,8222,3523,0,0,0
SP-00188,ok,reserve,10912,4676,0,0,0
SP-00189,ok,goals+,0,0,7260,0,491306
SP-00190,ok,reserve,37048,0,0,0,0
SP-00191,ok,reserve,8536,0,0,0,0
SP-00192,deficit,none,0,0,0,0,0
SP-00193,ok,reserve,612,0,0,0,0
SP-00194,ok,debt,9587,14381,0,0,0
SP-00195,ok,reserve,3481,0,0,0,0
SP-00196,ok,debt,19947,29921,0,0,0
SP-00197,deficit,none,0,0,0,0,0
SP-00198,ok,goals+,0,0,30188,0,32802
SP-00199,ok,reserve,23512,0,0,0,0
SP-00200,ok,goals+,7535,0,0,11303,0
SP-00201,deficit,none,0,0,0,0,0
SP-00202,deficit,none,0,0,0,0,0
SP-00203,ok,reserve,26409,0,0,0,0
SP-00204,ok,reserve,7,0,0,0,0
SP-00205,ok,goals+,9303,0,13954,0,0
SP-00206,ok,debt,2457,3686,0,0,0
SP-00207,ok,reserve,222794279,0,0,0,0
SP-00208,ok,reserve,612,0,0,0,0
SP-00209,ok,goals+,6129,0,9194,0,0
SP-00210,deficit,none,0,0,0,0,0
SP-00211,deficit,none,0,0,0,0,0
SP-00212,ok,reserve,603,258,0,0,0
SP-00213,ok,debt,6345,9518,0,0,0
SP-00214,ok,reserve,30196,0,0,0,0
SP-00215,ok,goals+,189,0,284,0,0
SP-00216,deficit,none,0,0,0,0,0
SP-00217,ok,reserve,13643,5847,0,0,0
SP-00218,ok,debt,5570,8355,0,0,0
SP-00219,deficit,none,0,0,0,0,0
SP-00220,ok,reserve,76633,0,0,0,0
SP-00221,deficit,none,0,0,0,0,0
SP-00222,deficit,none,0,0,0,0,0
SP-00223,ok,reserve,63216,27092,0,0,0
SP-00224,ok,reserve,7694,0,0,0,0
SP-00225,deficit,none,0,0,0,0,0
SP-00226,ok,reserve,14546,0,0,0,0
SP-00227,deficit,none,0,0,0,0,0
SP-00228,ok,debt,6588,9883,0,0,0
SP-00229,ok,debt,3378,5067,0,0,0
SP-00230,ok,goals+,9033,0,13549,0,0
SP-00231,ok,goals+,0,0,30018,0,3424869
SP-00232,ok,reserve,82450,0,0,0,0
SP-00233,ok,reserve,21831,0,0,0,0
SP-00234,ok,goals+,0,0,27669,6580,41347
SP-00235,ok,reserve,94071,0,0,0,0
SP-00236,ok,debt,1724,2587,0,0,0
SP-00237,ok,debt,2585,3877,0,0,0
SP-00238,ok,debt,8834,13251,0,0,0
SP-00239,ok,reserve,79912,0,0,0,0
SP-00240,deficit,none,0,0,0,0,0
SP-00241,ok,reserve,38274,0,0,0,0
SP-00242,ok,reserve,11538,0,0,0,0
SP-00243,ok,debt,1400,2100,0,0,0
SP-00244,ok,reserve,11483,4921,0,0,0
SP-00245,ok,reserve,22054,0,0,0,0
SP-00246,ok,goals+,56,0,17,68,0
SP-00247,ok,reserve,5290,2267,0,0,0
SP-00248,ok,debt,5386,8079,0,0,0
SP-00249,ok,reserve,289147440,0,0,0,0
SP-00250,ok,debt,1888,2833,0,0,0
SP-00251,ok,reserve,7040,0,0,0,0
SP-00252,deficit,none,0,0,0,0,0
SP-00253,ok,goals+,6396,0,9594,0,0
SP-00254,ok,debt,11038,16558,0,0,0
SP-00255,ok,reserve,90856,0,0,0,0
SP-00256,ok,reserve,12809,5489,0,0,0
SP-00257,deficit,none,0,0,0,0,0
SP-00258,deficit,none,0,0,0,0,0
SP-00259,ok,reserve,45103,0,0,0,0
SP-00260,ok,reserve,8749,0,0,0,0
SP-00261,deficit,none,0,0,0,0,0
SP-00262,ok,reserve,2720,0,0,0,0
SP-00263,ok,debt,3145,4717,0,0,0
SP-00264,deficit,none,0,0,0,0,0
SP-00265,ok,reserve,39892,0,0,0,0
SP-00266,deficit,none,0,0,0,0,9357
SP-00267,ok,reserve,26318,0,0,0,0
SP-00268,ok,reserve,70951,0,0,0,0
SP-00269,ok,debt,12367,18551,0,0,0
SP-00270,ok,reserve,2859,1225,0,0,0
SP-00271,ok,goals+,0,0,38601,0,188159
SP-00272,deficit,none,0,0,0,0,0
SP-00273,ok,debt,0,15283,0,3820,1979385
SP-00274,ok,reserve,11154,0,0,0,0
SP-00275,ok,reserve,5889,0,0,0,0
SP-00276,ok,debt,0,4236,1059,0,66646
SP-00277,ok,reserve,11178,0,0,0,0
SP-00278,ok,reserve,2580,0,0,0,0
SP-00279,ok,debt,3312,4968,0,0,0
SP-00280,ok,reserve,23427,0,0,0,0
SP-00281,ok,reserve,11322,0,0,0,0
SP-00282,ok,reserve,748,0,0,0,0
SP-00283,ok,reserve,2116,907,0,0,0
SP-00284,ok,goals+,10560,0,15840,0,0
SP-00285,ok,goals+,0,0,6689,0,23638
SP-00286,ok,debt,4159,6238,0,0,0
SP-00287,ok,debt,2242,3364,0,0,0
SP-00288,ok,reserve,130,0,0,0,0
SP-00289,ok,reserve,3992,1710,0,0,0
SP-00290,ok,reserve,4237,0,0,0,0
SP-00291,ok,reserve,423511943,181505118,0,0,0
SP-00292,deficit,none,0,0,0,0,0
SP-00293,ok,reserve,3036,1301,0,0,0
SP-00294,deficit,none,0,0,0,0,0
SP-00295,ok,goals+,5839,0,8759,0,0
SP-00296,ok,debt,5514,8272,0,0,0
SP-00297,ok,reserve,22126,0,0,0,0
SP-00298,ok,debt,5293,7940,0,0,0
SP-00299,ok,reserve,20396,0,0,0,0
SP-00300,deficit,none,0,0,0,0,0
SP-00301,ok,reserve,28829,0,0,0,0
SP-00302,ok,debt,4485,6728,0,0,0
SP-00303,deficit,none,0,0,0,0,0
SP-00304,ok,reserve,454,194,0,0,0
SP-00305,ok,debt,5027,7540,0,0,0
SP-00306,deficit,none,0,0,0,0,0
SP-00307,ok,debt,0,7771,1942,0,213740
SP-00308,deficit,none,0,0,0,0,0
SP-00309,ok,reserve,18800,8057,0,0,0
SP-00310,ok,debt,8554,12832,0,0,0
SP-00311,ok,reserve,9561,0,0,0,0
SP-00312,ok,reserve,27810,11918,0,0,0
SP-00313,ok,debt,0,6192,1548,0,15167
SP-00314,ok,debt,5160,7740,0,0,0
SP-00315,ok,goals+,0,0,2995,10420,1483527
SP-00316,ok,debt,23827,35740,0,0,0
SP-00317,ok,reserve,1697,727,0,0,0
SP-00318,ok,reserve,23164,0,0,0,0
SP-00319,ok,debt,4762,7143,0,0,0
SP-00320,ok,reserve,7274,0,0,0,0
SP-00321,ok,reserve,7104,3044,0,0,0
SP-00322,deficit,none,0,0,0,0,0
SP-00323,deficit,none,0,0,0,0,0
SP-00324,deficit,none,0,0,0,0,0
SP-00325,ok,debt,5368,8052,0,0,0
SP-00326,ok,goals+,2224,0,3336,0,0
SP-00327,ok,reserve,14793,0,0,0,0
SP-00328,ok,reserve,137101,0,0,0,0
SP-00329,ok,reserve,20733,0,0,0,0
SP-00330,ok,reserve,95,0,0,0,0
SP-00331,ok,reserve,23582,0,0,0,0
SP-00332,ok,reserve,19155,0,0,0,0
SP-00333,ok,goals+,377923366,0,64429484,502455564,0
SP-00334,ok,debt,6055,14129,0,0,0
SP-00335,ok,reserve,12375,5303,0,0,0
SP-00336,deficit,none,0,0,0,0,0
SP-00337,ok,reserve,17374,0,0,0,0
SP-00338,ok,reserve,21381,0,0,0,0
SP-00339,ok,goals+,0,0,78307,0,43201
SP-00340,ok,goals+,0,0,15237,0,216252
SP-00341,ok,reserve,32217,0,0,0,0
SP-00342,deficit,none,0,0,0,0,0
SP-00343,ok,debt,3645,5468,0,0,0
SP-00344,ok,reserve,3335,0,0,0,0
SP-00345,deficit,none,0,0,0,0,0
SP-00346,ok,reserve,2570,1101,0,0,0
SP-00347,ok,debt,5199,7799,0,0,0
SP-00348,deficit,none,0,0,0,0,0
SP-00349,ok,reserve,1566,671,0,0,0
SP-00350,ok,debt,0,13427,3356,0,18412
SP-00351,ok,reserve,81011,0,0,0,0
SP-00352,ok,reserve,7167,0,0,0,0
SP-00353,ok,goals+,0,0,20824,38375,80384
SP-00354,ok,reserve,318,0,0,0,0
SP-00355,ok,debt,5849,8774,0,0,0
SP-00356,ok,reserve,4521,1937,0,0,0
SP-00357,ok,goals+,0,0,47600,12950,2541015
SP-00358,ok,debt,0,6710,1677,0,16972
SP-00359,ok,goals+,207,0,311,0,0
SP-00360,ok,goals+,0,0,31261,0,21952
SP-00361,ok,reserve,8378,0,0,0,0
SP-00362,ok,reserve,5905,2530,0,0,0
SP-00363,ok,reserve,8704,0,0,0,0
SP-00364,ok,reserve,21202,0,0,0,0
SP-00365,ok,goals+,34112,0,51168,0,0
SP-00366,deficit,none,0,0,0,0,0
SP-00367,ok,reserve,8975,3846,0,0,0
SP-00368,ok,reserve,10445,0,0,0,0
SP-00369,ok,debt,419,629,0,0,0
SP-00370,ok,goals+,1377,0,2066,0,0
SP-00371,ok,reserve,67589,0,0,0,0
SP-00372,ok,reserve,77,0,0,0,0
SP-00373,ok,reserve,13923,0,0,0,0
SP-00374,ok,goals+,6533,0,9800,0,0
SP-00375,ok,goals+,83074570,0,124611855,0,0
SP-00376,ok,goals+,0,0,46401,16837,37143
SP-00377,ok,goals+,0,0,0,22818,117100
SP-00378,deficit,none,0,0,0,0,0
SP-00379,ok,debt,1161,1742,0,0,0
SP-00380,ok,goals+,6939,0,0,10408,0
SP-00381,ok,goals+,0,0,32822,22548,30480
SP-00382,ok,goals+,0,0,12452,201,35827
SP-00383,ok,debt,2486,3729,0,0,0
SP-00384,deficit,none,0,0,0,0,0
SP-00385,deficit,none,0,0,0,0,0
SP-00386,ok,reserve,21548,9234,0,0,0
SP-00387,deficit,none,0,0,0,0,0
SP-00388,ok,reserve,39355,0,0,0,0
SP-00389,ok,reserve,80260,0,0,0,0
SP-00390,ok,goals+,0,0,0,10237,324793
SP-00391,ok,reserve,163,70,0,0,0
SP-00392,ok,debt,0,10516,2629,0,17297
SP-00393,ok,reserve,18349,0,0,0,0
SP-00394,ok,reserve,9726,4168,0,0,0
SP-00395,ok,reserve,19911,8533,0,0,0
SP-00396,ok,reserve,15479,6634,0,0,0
SP-00397,ok,debt,10054,15082,0,0,0
SP-00398,ok,reserve,24704,0,0,0,0
SP-00399,ok,debt,0,15503,3875,0,928041
SP-00400,deficit,none,0,0,0,0,0
SP-00401,ok,debt,5631,8447,0,0,0
SP-00402,ok,goals+,1617,0,2426,0,0
SP-00403,ok,reserve,3660,1568,0,0,0
SP-00404,ok,reserve,18481,0,0,0,0
SP-00405,ok,reserve,1067,457,0,0,0
SP-00406,ok,debt,341,512,0,0,0
SP-00407,ok,debt,12118,18177,0,0,0
SP-00408,ok,reserve,19458,0,0,0,0
SP-00409,ok,debt,2028,3043,0,0,0
SP-00410,ok,reserve,15904,0,0,0,0
SP-00411,deficit,none,0,0,0,0,0
SP-00412,ok,debt,0,13386,0,3346,88991
SP-00413,ok,reserve,8484,0,0,0,0
SP-00414,ok,reserve,109,0,0,0,0
SP-00415,ok,debt,5837,8756,0,0,0
SP-00416,ok,goals+,0,0,5880,0,111585
SP-00417,deficit,none,0,0,0,0,0
SP-00418,ok,reserve,28077,12033,0,0,0
SP-00419,ok,reserve,3425,1468,0,0,0
SP-00420,deficit,none,0,0,0,0,0
SP-00421,ok,debt,3643,5464,0,0,0
SP-00422,deficit,none,0,0,0,0,0
SP-00423,ok,goals+,0,0,22305,99723,144394
SP-00424,ok,debt,8677,13016,0,0,0
SP-00425,ok,reserve,6275,0,0,0,0
SP-00426,deficit,none,0,0,0,0,0
SP-00427,ok,reserve,6063,0,0,0,0
SP-00428,ok,reserve,8501,3643,0,0,0
SP-00429,ok,reserve,1210,0,0,0,0
SP-00430,ok,reserve,22324,0,0,0,0
SP-00431,deficit,none,0,0,0,0,0
SP-00432,ok,reserve,30110,0,0,0,0
SP-00433,ok,debt,2646,3969,0,0,0
SP-00434,deficit,none,0,0,0,0,0
SP-00435,ok,reserve,25126,0,0,0,0
SP-00436,deficit,none,0,0,0,0,0
SP-00437,ok,reserve,11472,4916,0,0,0
SP-00438,ok,reserve,1367,0,0,0,0
SP-00439,ok,debt,7062,10593,0,0,0
SP-00440,ok,debt,5784,13498,0,0,0
SP-00441,ok,debt,0,5254,0,1313,1145684
SP-00442,deficit,none,0,0,0,0,0
SP-00443,ok,debt,12562,18843,0,0,0
SP-00444,ok,debt,3710,5566,0,0,0
SP-00445,deficit,none,0,0,0,0,0
SP-00446,ok,debt,8261,19277,0,0,0
SP-00447,ok,reserve,800,343,0,0,0
SP-00448,deficit,none,0,0,0,0,0
SP-00449,deficit,none,0,0,0,0,0
SP-00450,ok,reserve,12785,0,0,0,0
SP-00451,deficit,none,0,0,0,0,0
SP-00452,ok,reserve,12046,0,0,0,0
SP-00453,deficit,none,0,0,0,0,0
SP-00454,ok,debt,470,705,0,0,0
SP-00455,ok,reserve,10583,0,0,0,0
SP-00456,ok,reserve,52,0,0,0,0
SP-00457,ok,goals+,0,0,54501,0,100756
SP-00458,deficit,none,0,0,0,0,0
SP-00459,ok,goals+,447932545,0,0,671898817,0
SP-00460,ok,reserve,25803,11058,0,0,0
SP-00461,ok,debt,2308,3462,0,0,0
SP-00462,deficit,none,0,0,0,0,0
SP-00463,deficit,none,0,0,0,0,0
SP-00464,ok,debt,15620,23431,0,0,0
SP-00465,ok,goals+,19385,0,0,29078,0
SP-00466,ok,reserve,1449,0,0,0,0
SP-00467,ok,goals+,3360,0,5040,0,0
SP-00468,deficit,none,0,0,0,0,0
SP-00469,ok,reserve,6567,0,0,0,0
SP-00470,ok,goals+,0,0,3741,0,20572
SP-00471,deficit,none,0,0,0,0,0
SP-00472,ok,reserve,109828,0,0,0,0
SP-00473,ok,reserve,60028,0,0,0,0
SP-00474,ok,reserve,11216,0,0,0,0
SP-00475,ok,reserve,2733,1171,0,0,0
SP-00476,ok,reserve,20449,0,0,0,0
SP-00477,ok,reserve,17209,7375,0,0,0
SP-00478,ok,reserve,18653,7994,0,0,0
SP-00479,deficit,none,0,0,0,0,0
SP-00480,ok,reserve,402,0,0,0,0
SP-00481,ok,reserve,8151,0,0,0,0
SP-00482,ok,reserve,34618,0,0,0,0
SP-00483,ok,goals+,0,0,32087,0,1781420
SP-00484,ok,reserve,8365,0,0,0,0
SP-00485,ok,debt,5184,7776,0,0,0
SP-00486,ok,reserve,13268,0,0,0,0
SP-00487,ok,reserve,24908,0,0,0,0
SP-00488,ok,debt,11322,16984,0,0,0
SP-00489,ok,reserve,5243,0,0,0,0
SP-00490,ok,reserve,72484,0,0,0,0
SP-00491,ok,reserve,8673,3717,0,0,0
SP-00492,ok,goals+,0,0,15549,0,26361
SP-00493,ok,debt,0,7863,1965,0,40976
SP-00494,ok,debt,20698,31048,0,0,0
SP-00495,deficit,none,0,0,0,0,0
SP-00496,deficit,none,0,0,0,0,0
SP-00497,ok,reserve,58713,0,0,0,0
SP-00498,ok,reserve,30,0,0,0,0
SP-00499,deficit,none,0,0,0,0,0
SP-00500,ok,goals+,0,0,18734,0,315042
SP-00501,ok,goals+,0,0,529241820,2423726754,3731407994
SP-00502,ok,reserve,6311,2704,0,0,0
SP-00503,ok,debt,4165,6248,0,0,0
SP-00504,deficit,none,0,0,0,0,0
SP-00505,ok,reserve,22722,0,0,0,0
SP-00506,ok,reserve,26212,0,0,0,0
SP-00507,ok,goals+,0,0,36962,0,35134
SP-00508,ok,debt,5437,12688,0,0,0
SP-00509,ok,reserve,6569,2815,0,0,0
SP-00510,deficit,none,0,0,0,0,0
SP-00511,ok,goals+,0,0,0,48896,12036
SP-00512,ok,reserve,10482,4492,0,0,0
SP-00513,deficit,none,0,0,0,0,0
SP-00514,ok,reserve,4819,2065,0,0,0
SP-00515,ok,debt,1864,2796,0,0,0
SP-00516,ok,reserve,8321,0,0,0,0
SP-00517,ok,reserve,35893,0,0,0,0
SP-00518,ok,reserve,55713,0,0,0,0
SP-00519,ok,debt,5391,8087,0,0,0
SP-00520,ok,goals+,12787,0,19181,0,0
SP-00521,ok,reserve,11902,0,0,0,0
SP-00522,ok,goals+,0,0,0,44327,13315
SP-00523,ok,reserve,2127,911,0,0,0
SP-00524,ok,reserve,708,0,0,0,0
SP-00525,ok,goals+,0,0,24896,0,534164
SP-00526,deficit,none,0,0,0,0,0
SP-00527,ok,reserve,11625,4982,0,0,0
SP-00528,ok,debt,8821,13231,0,0,0
SP-00529,ok,reserve,12926,0,0,0,0
SP-00530,deficit,none,0,0,0,0,0
SP-00531,ok,reserve,3819,1636,0,0,0
SP-00532,ok,debt,623,1453,0,0,0
SP-00533,ok,reserve,5333,2285,0,0,0
SP-00534,ok,goals+,0,0,0,55675,36465
SP-00535,deficit,none,0,0,0,0,0
SP-00536,ok,reserve,15747,6748,0,0,0
SP-00537,ok,reserve,57258,0,0,0,0
SP-00538,ok,debt,1342,2013,0,0,0
SP-00539,ok,reserve,22735,0,0,0,0
SP-00540,ok,goals+,0,0,3,0,695
SP-00541,ok,reserve,18007,7717,0,0,0
SP-00542,ok,goals+,0,0,1751,0,1871289
SP-00543,ok,reserve,100491644,0,0,0,0
SP-00544,deficit,none,0,0,0,0,0
SP-00545,ok,debt,7191,10787,0,0,0
SP-00546,deficit,none,0,0,0,0,0
SP-00547,ok,reserve,72232,0,0,0,0
SP-00548,ok,reserve,2551,1093,0,0,0
SP-00549,ok,goals+,0,0,45903,45903,191780
SP-00550,ok,reserve,26785,0,0,0,0
SP-00551,ok,reserve,440,0,0,0,0
SP-00552,deficit,none,0,0,0,0,0
SP-00553,ok,debt,3737,5606,0,0,0
SP-00554,ok,debt,8533,12800,0,0,0
SP-00555,deficit,none,0,0,0,0,56193
SP-00556,ok,reserve,38193,16368,0,0,0
SP-00557,ok,reserve,1999,857,0,0,0
SP-00558,ok,reserve,43961,0,0,0,0
SP-00559,ok,reserve,7267,0,0,0,0
SP-00560,ok,reserve,20884,8950,0,0,0
SP-00561,ok,reserve,8344,0,0,0,0
SP-00562,ok,reserve,36438,0,0,0,0
SP-00563,ok,reserve,5890,2524,0,0,0
SP-00564,ok,reserve,71601,0,0,0,0
SP-00565,ok,goals+,0,0,1951,2534,167315
SP-00566,ok,goals+,0,0,12938,7998,17796
SP-00567,ok,debt,0,8406,2101,0,828184
SP-00568,ok,goals+,0,0,5728,0,294145
SP-00569,ok,reserve,9801,0,0,0,0
SP-00570,ok,reserve,26051,0,0,0,0
SP-00571,ok,debt,6528,9792,0,0,0
SP-00572,ok,goals+,354,0,531,0,0
SP-00573,ok,reserve,1228,0,0,0,0
SP-00574,ok,reserve,1784,0,0,0,0
SP-00575,ok,reserve,31785,0,0,0,0
SP-00576,ok,goals+,0,0,0,3941,30290
SP-00577,deficit,none,0,0,0,0,0
SP-00578,ok,reserve,3255,0,0,0,0
SP-00579,ok,debt,5249,7874,0,0,0
SP-00580,ok,goals+,0,0,9288,0,32823
SP-00581,ok,reserve,12813,0,0,0,0
SP-00582,ok,reserve,8,0,0,0,0
