id,status,dom,res,debt,goal,inv,lump,confidence
SP5-00236,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00237,ok,goals+,0.00,0.00,518.65,0.00,968648.76,3
SP5-00238,ok,goals+,0.00,0.00,169331.97,209741.29,5619250.37,2
SP5-00239,ok,reserve,39559.07,0.00,0.00,0.00,73340.93,3
SP5-00240,ok,debt,4250.27,9917.29,0.00,0.00,0.00,3
SP5-00241,deficit,none,0.00,0.00,0.00,0.00,517994.44,5
SP5-00242,deficit,none,0.00,0.00,0.00,0.00,8371556.76,5
SP5-00243,ok,reserve,17497.69,0.00,8391.84,0.00,0.00,2
SP5-00244,ok,reserve,33270.84,0.00,0.00,0.00,0.00,5
SP5-00245,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00246,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00247,ok,reserve,3261.77,0.00,0.00,0.00,0.00,2
SP5-00248,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00249,ok,reserve,2016.43,1344.28,0.00,0.00,0.00,2
SP5-00250,deficit,none,0.00,0.00,0.00,0.00,60097.38,5
SP5-00251,ok,reserve,41069.97,0.00,0.00,0.00,0.00,4
SP5-00252,ok,reserve,12784.88,0.00,0.00,0.00,0.00,4
SP5-00253,deficit,none,0.00,0.00,0.00,0.00,34617380.15,5
SP5-00254,ok,reserve,2151.71,0.00,0.00,0.00,0.00,5
SP5-00255,ok,reserve,40798.64,27199.09,0.00,0.00,0.00,2
SP5-00256,deficit,none,0.00,0.00,0.00,0.00,1027993.54,5
SP5-00257,deficit,none,0.00,0.00,0.00,0.00,32931.25,5
SP5-00258,ok,debt,1612.73,3763.05,0.00,0.00,0.00,4
SP5-00259,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00260,ok,debt,453576.55,1463001.16,0.00,0.00,0.00,2
SP5-00261,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00262,ok,goals+,0.00,0.00,615176.88,271160.32,48053943.55,2
SP5-00263,ok,debt,0.00,5037.11,0.00,0.00,81879.80,3
SP5-00264,ok,goals+,0.00,0.00,9452.18,0.00,70255.65,3
SP5-00265,ok,debt,0.00,26400.37,0.00,0.00,45320.68,3
SP5-00266,deficit,none,0.00,0.00,0.00,0.00,421600.57,5
SP5-00267,ok,goals+,0.00,0.00,2244.63,0.00,37992.96,3
SP5-00268,ok,goals+,0.00,0.00,2747364.56,2551483.58,25157865.34,2
SP5-00269,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00270,ok,goals+,0.00,0.00,2437.59,0.00,0.00,1
SP5-00271,ok,reserve,2016.43,1344.28,0.00,0.00,0.00,2
SP5-00272,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00273,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00274,deficit,none,0.00,0.00,0.00,0.00,203731.10,5
SP5-00275,ok,debt,1640.23,3827.19,0.00,0.00,0.00,3
SP5-00276,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00277,ok,reserve,11414.28,0.00,0.00,0.00,0.00,5
SP5-00278,ok,debt,728730.63,1700371.48,0.00,0.00,0.00,2
SP5-00279,ok,goals+,0.00,0.00,8388.54,0.00,0.00,4
SP5-00280,ok,reserve,13050.09,6249.57,0.00,0.00,0.00,5
SP5-00281,ok,reserve,3507.80,0.00,0.00,0.00,0.00,2
SP5-00282,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00230,ok,goals+,0.00,0.00,102934.70,0.00,0.00,2
SP5-00284,ok,goals+,0.00,0.00,183780.77,289225.38,13450842.20,2
SP5-00285,ok,reserve,2543.73,0.00,0.00,0.00,0.00,3
SP5-00286,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00287,deficit,none,0.00,0.00,0.00,0.00,208549.78,5
SP5-00288,ok,reserve,20118.23,0.00,0.00,0.00,0.00,3
SP5-00289,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00290,ok,debt,0.00,4993348.12,0.00,0.00,2521971.01,2
SP5-00291,ok,debt,17107.23,25660.85,0.00,0.00,191626.94,2
SP5-00292,ok,reserve,4972.84,0.00,0.00,0.00,0.00,5
SP5-00293,ok,goals+,0.00,0.00,15142.95,10707.14,19451.08,3
SP5-00294,ok,reserve,30805.05,0.00,0.00,0.00,0.00,5
SP5-00295,deficit,none,0.00,0.00,0.00,0.00,8653343.40,5
SP5-00296,ok,goals+,0.00,0.00,13142.05,0.00,149345.58,3
SP5-00297,ok,reserve,13329.69,0.00,0.00,0.00,0.00,4
SP5-00298,ok,goals+,0.00,0.00,30465.01,4920.63,160000.11,3
SP5-00299,ok,goals+,0.00,0.00,10280.23,410.78,110869.76,3
SP5-00300,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00301,ok,reserve,575.75,383.84,50.51,0.00,23862.99,2
SP5-00302,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00303,ok,debt,6573.91,9860.86,0.00,0.00,17961.75,2
SP5-00304,ok,goals+,0.00,0.00,818356.65,0.00,14423341.16,2
SP5-00305,ok,reserve,13245.68,0.00,0.00,0.00,0.00,5
SP5-00306,ok,reserve,13402.15,0.00,4787.06,0.00,0.00,3
SP5-00307,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00308,ok,goals+,0.00,0.00,3558484.33,499011.77,2523983.52,2
SP5-00309,ok,debt,453499.10,1058164.57,0.00,0.00,0.00,2
SP5-00310,ok,goals+,0.00,0.00,1048820.27,1452072.59,1431766.10,2
SP5-00311,deficit,none,0.00,0.00,0.00,0.00,1802637.30,5
SP5-00312,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00313,ok,reserve,7042.48,0.00,0.00,0.00,0.00,5
SP5-00314,ok,reserve,1825.71,0.00,0.00,0.00,0.00,3
SP5-00315,ok,goals+,0.00,0.00,1118457.42,482234.64,941989.14,2
SP5-00316,ok,reserve,73010.89,0.00,13476.58,23137.96,0.00,3
SP5-00317,ok,reserve,14589.61,0.00,11960.61,0.00,0.00,2
SP5-00318,deficit,none,0.00,0.00,0.00,0.00,391501.65,5
SP5-00319,ok,debt,4232.70,6349.04,0.00,0.00,6420.23,2
SP5-00320,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00321,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00322,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00323,ok,reserve,30438.11,0.00,0.00,0.00,83978.74,4
SP5-00324,ok,debt,755893.83,1763752.26,27479.36,0.00,0.00,2
SP5-00325,ok,goals+,0.00,0.00,873094.22,376143.14,56886418.12,2
SP5-00326,ok,debt,1425987.95,3327305.20,0.00,0.00,0.00,2
SP5-00327,ok,goals+,0.00,0.00,0.00,9032.50,18833.92,5
SP5-00328,ok,goals+,0.00,0.00,3569881.62,1392843.91,27429480.55,2
SP5-00329,ok,reserve,18594.21,0.00,0.00,0.00,0.00,3
SP5-00330,ok,reserve,39157.02,0.00,33519.24,0.00,0.00,5
SP5-00331,ok,goals+,3054.81,0.00,3676.90,0.00,0.00,1
SP5-00332,deficit,none,0.00,0.00,0.00,0.00,5232870.92,5
SP5-00333,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00334,ok,debt,0.00,34978.38,0.00,0.00,148338.28,3
SP5-00335,ok,goals+,0.00,0.00,304650.09,49206.31,4376764.35,2
SP5-00336,deficit,none,0.00,0.00,0.00,0.00,21044.95,5
SP5-00337,ok,goals+,0.00,0.00,10726.58,0.00,0.00,2
SP5-00338,ok,reserve,24040.52,16027.02,0.00,0.00,0.00,2
SP5-00339,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00340,ok,goals+,0.00,0.00,8344.22,2866.13,11580.19,3
SP5-00341,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00342,deficit,none,0.00,0.00,0.00,0.00,7937218.61,5
SP5-00343,ok,reserve,23323.08,0.00,0.00,0.00,0.00,5
SP5-00344,ok,debt,1838.48,2757.72,0.00,0.00,4962.46,2
SP5-00345,deficit,none,0.00,0.00,0.00,0.00,69312.19,5
SP5-00346,ok,reserve,50146.34,33430.90,0.00,0.00,0.00,2
SP5-00347,deficit,none,0.00,0.00,0.00,0.00,36364.81,5
SP5-00348,ok,debt,681.83,1590.92,0.00,0.00,0.00,3
SP5-00349,ok,goals+,0.00,0.00,199363.72,0.00,0.00,4
SP5-00350,ok,reserve,1653.79,1102.53,0.00,0.00,0.00,2
SP5-00351,ok,debt,0.00,1809.53,0.00,0.00,6914.29,3
SP5-00352,ok,goals+,0.00,0.00,0.00,15324.53,36537.73,5
SP5-00353,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00354,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00355,ok,goals+,1229.14,819.42,6793.03,0.00,0.00,2
SP5-00356,deficit,none,0.00,0.00,0.00,0.00,36364.81,5
SP5-00357,ok,goals+,0.00,0.00,1801183.00,0.00,28955797.20,2
SP5-00358,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00359,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00360,deficit,none,0.00,0.00,0.00,0.00,8219.81,5
SP5-00361,ok,debt,0.00,3466057.13,0.00,0.00,1906480.33,2
SP5-00362,ok,reserve,40204.90,0.00,0.00,0.00,0.00,5
SP5-00363,ok,reserve,10304.32,0.00,0.00,0.00,0.00,3
SP5-00364,ok,goals+,0.00,0.00,9398.55,0.00,1777817.73,3
SP5-00365,ok,reserve,29436.25,0.00,0.00,0.00,0.00,5
SP5-00366,ok,goals+,0.00,0.00,13093.01,0.00,19388691.90,2
SP5-00367,ok,goals+,0.00,0.00,22828.23,11304.48,55519.00,3
SP5-00368,ok,reserve,2954.88,0.00,0.00,0.00,0.00,3
SP5-00369,ok,goals+,0.00,0.00,3673.70,0.00,0.00,2
SP5-00370,ok,debt,0.00,4298874.38,0.00,0.00,851988.13,2
SP5-00371,deficit,none,0.00,0.00,0.00,0.00,541343.64,5
SP5-00372,ok,reserve,9033.61,3591.13,0.00,0.00,0.00,5
SP5-00373,ok,goals+,0.00,0.00,9086.71,0.00,57771.93,4
SP5-00374,ok,reserve,4241.42,0.00,0.00,0.00,0.00,3
SP5-00375,ok,goals+,0.00,0.00,815088.85,125176.00,3029682.48,2
