id,status,dom,res,debt,goal,inv,lump
SP3-00092,deficit,none,0,0,0,0,5354234
SP3-00093,deficit,none,0,0,0,0,0
SP3-00094,ok,debt,0,2161,0,0,337712
SP3-00095,deficit,none,0,0,0,0,0
SP3-00096,deficit,none,0,0,0,0,0
SP3-00097,ok,debt,0,13967,0,0,120045
SP3-00098,ok,reserve,1170,1169,0,0,0
SP3-00099,ok,debt,0,393185,0,0,8131077
SP3-00100,deficit,none,0,0,0,0,150664
SP3-00101,ok,reserve,502,0,335,0,0
SP3-00102,ok,debt,189,443,0,0,0
SP3-00103,deficit,none,0,0,0,0,0
SP3-00104,deficit,none,0,0,0,0,72929
SP3-00105,deficit,none,0,0,0,0,19000
SP3-00106,deficit,none,0,0,0,0,0
SP3-00107,deficit,none,0,0,0,0,0
SP3-00108,ok,reserve,11342,0,7560,0,0
SP3-00109,ok,reserve,17769,0,6650,0,161222
SP3-00110,ok,debt,1459,3406,0,0,0
SP3-00111,deficit,none,0,0,0,0,0
SP3-00112,deficit,none,0,0,0,0,236492
SP3-00113,deficit,none,0,0,0,0,75154
SP3-00114,ok,debt,0,45312,9339,7076,271020
SP3-00115,ok,reserve,30685,0,0,0,0
SP3-00116,invalid,none,0,0,0,0,0
SP3-00117,ok,reserve,50553,0,31026,0,0
SP3-00118,ok,goals+,7407,0,12672,14429,0
SP3-00119,deficit,none,0,0,0,0,0
SP3-00120,ok,goals+,0,0,1825,0,51423
SP3-00121,deficit,none,0,0,0,0,127664
SP3-00122,ok,goals+,0,0,148655,258764,676260
SP3-00123,deficit,none,0,0,0,0,0
SP3-00124,ok,debt,8409,19623,0,0,0
SP3-00125,ok,debt,0,157735,0,0,32187
SP3-00126,ok,reserve,32936,0,0,0,0
SP3-00127,ok,debt,0,504,0,0,4617
SP3-00128,deficit,none,0,0,0,0,7792194
SP3-00129,ok,debt,0,8464,0,0,17040
SP3-00130,ok,reserve,1025,0,683,0,0
SP3-00131,ok,debt,0,6325,0,0,104985
SP3-00132,ok,goals+,0,0,2989,29956,106435
SP3-00133,deficit,none,0,0,0,0,0
SP3-00134,ok,debt,8143,19003,0,0,0
SP3-00135,ok,reserve,7414,0,5027,0,0
SP3-00136,deficit,none,0,0,0,0,309024
SP3-00137,ok,reserve,1915,1914,0,0,32330
SP3-00138,deficit,none,0,0,0,0,88419
SP3-00139,ok,debt,0,29282,0,0,358290
SP3-00140,ok,goals+,0,0,59546,62712,7177588
SP3-00141,deficit,none,0,0,0,0,47025
SP3-00142,deficit,none,0,0,0,0,0
SP3-00143,ok,debt,6426,6426,0,0,63126
SP3-00144,deficit,none,0,0,0,0,0
SP3-00145,ok,debt,0,1746,0,0,20081
SP3-00146,ok,debt,0,41980,0,0,4035
SP3-00147,invalid,none,0,0,0,0,0
SP3-00148,ok,reserve,22950,0,4609,0,184161
SP3-00149,ok,goals+,0,0,16018,74764,8928289
SP3-00150,deficit,none,0,0,0,0,0
SP3-00151,deficit,none,0,0,0,0,1354598
SP3-07266,invalid,none,0,0,0,0,0
SP3-00153,ok,goals+,0,0,9678,31369,332653
SP3-00154,deficit,none,0,0,0,0,81564
SP3-00155,deficit,none,0,0,0,0,124646
SP3-00156,ok,debt,0,208188,0,0,1887537
SP3-00157,deficit,none,0,0,0,0,1786626
SP3-00158,ok,debt,1555,1555,0,0,0
SP3-00159,deficit,none,0,0,0,0,4934123
SP3-00160,ok,reserve,17322,17321,0,0,0
SP3-00161,ok,reserve,7402,0,0,0,0
SP3-00162,ok,goals+,0,0,8130,74256,3120296
SP3-00163,deficit,none,0,0,0,0,0
SP3-00164,ok,reserve,28360,0,10686,0,0
SP3-00165,ok,debt,0,18028,0,0,190133
SP3-00166,ok,reserve,26453,26452,0,0,586167
SP3-00167,deficit,none,0,0,0,0,0
SP3-00168,ok,goals+,0,0,2305,525,509408
SP3-00169,ok,debt,1463,3416,0,0,0
SP3-00170,ok,goals+,0,0,1610,0,281260
SP3-00171,ok,reserve,12126,0,3792,826,0
SP3-00172,ok,reserve,4988,4987,0,0,0
SP3-00173,ok,debt,0,1746,0,0,20425
SP3-00174,ok,reserve,32919,0,0,0,0
SP3-00175,invalid,none,0,0,0,0,0
SP3-00176,ok,debt,0,12582,0,0,54901
SP3-00177,deficit,none,0,0,0,0,64298
SP3-00178,deficit,none,0,0,0,0,4104568
SP3-00179,deficit,none,0,0,0,0,2386632
SP3-00180,deficit,none,0,0,0,0,1769745
SP3-00181,deficit,none,0,0,0,0,1390990
SP3-00182,ok,debt,0,1618,0,0,48818
SP3-00183,deficit,none,0,0,0,0,15810515
SP3-00184,ok,none,0,0,0,0,58945
SP3-00185,ok,goals+,0,0,31765,0,2944339
SP3-00186,ok,reserve,33548,0,22364,0,0
SP3-00187,ok,debt,6051,6051,0,0,0
SP3-00188,deficit,none,0,0,0,0,1575025
SP3-00189,ok,debt,0,2532,0,0,185090
SP3-00190,ok,debt,18974,44273,0,0,0
SP3-00191,deficit,none,0,0,0,0,0
SP3-00192,ok,goals+,5265,0,0,25183,0
SP3-00193,ok,debt,0,35487,0,0,114569
SP3-00194,ok,debt,0,4100,0,0,1745
SP3-00195,ok,reserve,3021,0,1777,0,0
SP3-00196,deficit,none,0,0,0,0,0
SP3-00197,deficit,none,0,0,0,0,0
SP3-00198,invalid,none,0,0,0,0,0
SP3-00199,ok,debt,4940,16781,0,0,0
SP3-00200,deficit,none,0,0,0,0,0
SP3-00201,ok,debt,0,9784,0,0,39590
SP3-00202,ok,debt,503,1175,0,0,0
SP3-00203,invalid,none,0,0,0,0,0
SP3-00204,ok,debt,0,1787,0,0,26582
SP3-00205,ok,reserve,6782,0,4521,0,103228
SP3-00206,deficit,none,0,0,0,0,145505
SP3-00207,ok,debt,0,6378,0,0,319900
SP3-00208,deficit,none,0,0,0,0,0
SP3-00209,ok,debt,0,7238,0,0,194783
SP3-00210,deficit,none,0,0,0,0,0
SP3-00211,ok,goals+,0,0,11121,16715,79354
SP3-00212,deficit,none,0,0,0,0,822384
SP3-00213,ok,debt,10517,24540,0,0,0
SP3-00214,deficit,none,0,0,0,0,0
SP3-00215,deficit,none,0,0,0,0,0
SP3-00216,ok,goals+,0,0,0,5442,0
SP3-00217,deficit,none,0,0,0,0,0
SP3-00218,deficit,none,0,0,0,0,7919175
SP3-00219,ok,debt,9232,9232,0,0,0
SP3-00220,ok,reserve,92325,92324,0,0,0
SP3-00221,deficit,none,0,0,0,0,0
SP3-00222,ok,reserve,3749,0,0,0,0
SP3-00223,deficit,none,0,0,0,0,84116
SP3-00224,ok,goals+,0,0,9667,0,5680677
SP3-00225,ok,debt,0,8603,0,0,245675
SP3-00226,deficit,none,0,0,0,0,174228
SP3-00227,ok,goals+,0,0,2038,34170,196074
SP3-00228,ok,reserve,25014,0,16676,0,0
SP3-00229,deficit,none,0,0,0,0,0
SP3-00230,ok,debt,0,67302,0,0,28565
SP3-00231,ok,reserve,2093,2092,0,0,0
SP3-00232,ok,reserve,5563,5562,0,0,55141
SP3-00233,ok,goals+,0,0,1202,12877,137952
SP3-00234,ok,debt,0,27672,0,0,37235
SP3-00235,ok,goals+,0,0,40130,21025,506715
SP3-00236,ok,debt,6611,15428,0,0,0
SP3-00237,ok,goals+,0,0,2513,42877,139098
SP3-00238,deficit,none,0,0,0,0,8475890
SP3-00239,ok,debt,0,4317,0,0,17845
SP3-00240,ok,debt,0,895,0,0,206396
SP3-00241,deficit,none,0,0,0,0,0
SP3-00242,deficit,none,0,0,0,0,0
SP3-00243,deficit,none,0,0,0,0,5542493
SP3-00244,ok,debt,92,92,0,0,0
SP3-00245,ok,debt,0,8807,0,0,665
SP3-00246,ok,debt,0,53059,0,0,2022319
SP3-00247,ok,debt,0,32493,0,0,67187
SP3-00248,deficit,none,0,0,0,0,0
SP3-00249,ok,goals+,0,0,2281,2354,147474
SP3-00250,ok,debt,10420,10420,0,0,0
SP3-10464,invalid,none,0,0,0,0,0
SP3-00252,deficit,none,0,0,0,0,4615953
SP3-00253,ok,reserve,14913,0,9942,0,0
SP3-00254,ok,reserve,371428,78115,73328,0,0
SP3-00255,ok,reserve,26,0,17,0,0
SP3-00256,ok,goals+,0,0,56864,421351,1618513
SP3-00257,ok,reserve,15659,15658,0,0,0
SP3-00258,ok,debt,0,12636,0,0,45799
SP3-00259,deficit,none,0,0,0,0,0
SP3-00260,ok,debt,448,1048,0,0,0
SP3-00261,ok,none,0,0,0,0,0
SP3-00262,deficit,none,0,0,0,0,0
SP3-00263,ok,goals+,0,0,500451,247180,2748981
SP3-00264,invalid,none,0,0,0,0,0
SP3-00265,invalid,none,0,0,0,0,0
SP3-00266,invalid,none,0,0,0,0,0
SP3-00267,deficit,none,0,0,0,0,489599
SP3-00268,ok,goals+,0,0,3311,32451,245143
SP3-00269,ok,debt,0,21094623,0,0,484136776
SP3-00270,ok,debt,6075,6075,0,0,68418
SP3-00271,ok,goals+,0,0,3955,49743,0
SP3-00272,deficit,none,0,0,0,0,595567
SP3-00273,deficit,none,0,0,0,0,816834
SP3-00274,deficit,none,0,0,0,0,577530
SP3-00275,invalid,none,0,0,0,0,0
SP3-00276,ok,goals+,0,0,962,133916,2547895
SP3-00277,deficit,none,0,0,0,0,0
SP3-00278,deficit,none,0,0,0,0,0
SP3-00279,deficit,none,0,0,0,0,0
SP3-00280,ok,reserve,2987,0,1991,0,0
SP3-00281,deficit,none,0,0,0,0,111648
SP3-00282,ok,debt,2719,7089,0,0,0
SP3-00283,ok,debt,17952,17952,0,0,0
SP3-00284,deficit,none,0,0,0,0,39490
SP3-00285,ok,debt,0,5431,0,0,83292
SP3-00286,deficit,none,0,0,0,0,274618
SP3-00287,deficit,none,0,0,0,0,2049501
SP3-00288,ok,reserve,20247,0,0,0,0
SP3-00289,ok,reserve,8416,0,5610,0,0
SP3-00290,ok,debt,0,8499,0,0,49485
SP3-00291,ok,goals+,0,0,0,1507,427105
SP3-00292,ok,goals+,0,0,2594,25994,242947
SP3-00293,invalid,none,0,0,0,0,0
SP3-00294,deficit,none,0,0,0,0,10435034
SP3-00295,ok,goals+,0,0,0,99584,13247206
SP3-00296,ok,reserve,38391,0,25593,0,0
SP3-00297,deficit,none,0,0,0,0,0
SP3-00298,ok,goals+,0,0,263,6192,191586
SP3-00299,ok,reserve,1775,1774,0,0,0
SP3-00300,ok,goals+,0,0,2873,0,0
SP3-00301,ok,reserve,13882,13881,0,0,0
SP3-00302,ok,goals+,0,0,17434,12325,0
SP3-00303,deficit,none,0,0,0,0,0
SP3-00304,ok,goals+,0,0,35645,65319,648377
SP3-00305,ok,debt,780,1821,0,0,0
SP3-00306,deficit,none,0,0,0,0,0
SP3-00307,ok,debt,399,934,0,0,0
SP3-00308,ok,debt,0,14910,0,0,2275247
SP3-00309,ok,reserve,1835,1834,0,0,4136
SP3-00310,ok,debt,0,3923,0,0,95591
SP3-00311,ok,debt,0,8882,0,0,123930
SP3-00312,ok,reserve,5767,0,3187,0,0
SP3-00313,ok,reserve,2126,0,1417,0,0
SP3-00314,ok,reserve,20359,0,13573,0,0
SP3-00315,ok,goals+,0,0,14409,18282,3627716
SP3-00316,deficit,none,0,0,0,0,176016
SP3-00317,deficit,none,0,0,0,0,0
SP3-00318,ok,debt,12198238,12198238,0,0,0
SP3-00319,ok,debt,0,4193,0,0,21643
SP3-00320,ok,reserve,4941,0,0,0,0
SP3-00321,deficit,none,0,0,0,0,0
SP3-00322,invalid,none,0,0,0,0,0
SP3-00323,deficit,none,0,0,0,0,13957
SP3-00324,ok,debt,1438,3356,0,0,0
SP3-00325,ok,debt,448,1048,0,0,0
SP3-00326,ok,reserve,29534,29533,0,0,63801
SP3-00327,ok,reserve,149889,0,0,0,0
SP3-00328,ok,goals+,0,0,0,25767,110922
SP3-00329,ok,debt,234,234,0,0,0
SP3-00330,ok,goals+,0,0,172,0,0
SP3-00331,deficit,none,0,0,0,0,2300339
SP3-00332,deficit,none,0,0,0,0,0
SP3-00333,ok,debt,0,11412,0,0,42226
SP3-00334,ok,debt,179,179,0,0,0
SP3-00335,ok,debt,0,247737,0,0,1253960
SP3-00336,ok,reserve,8772,0,5847,0,0
SP3-00337,ok,goals+,0,0,0,30568,150974
SP3-00338,ok,debt,1807,8101,0,0,0
SP3-00339,deficit,none,0,0,0,0,5182260
SP3-00340,ok,reserve,1005,0,670,0,0
SP3-00341,deficit,none,0,0,0,0,5429
SP3-00342,ok,reserve,19125,0,0,1949,0
SP3-00343,deficit,none,0,0,0,0,0
SP3-00344,deficit,none,0,0,0,0,102679
SP3-00345,deficit,none,0,0,0,0,1219657
SP3-00346,ok,goals+,0,0,25938,7960,683103
SP3-00347,ok,goals+,0,0,43198,224473,124492
SP3-00348,ok,debt,0,31418,0,0,4535
SP3-00349,ok,goals+,0,0,9239,0,1101004
SP3-00350,ok,goals+,0,0,2304,28634,216113
SP3-00351,invalid,none,0,0,0,0,0
SP3-00352,ok,reserve,3767,3766,0,0,0
SP3-00353,ok,reserve,19665,0,13109,0,0
SP3-00354,ok,debt,0,165940,0,0,1583966
SP3-00355,ok,debt,0,28759,0,0,37547
SP3-00356,invalid,none,0,0,0,0,0
SP3-00357,invalid,none,0,0,0,0,0
SP3-00358,deficit,none,0,0,0,0,588615
SP3-00359,ok,reserve,1781,0,1187,0,58614
SP3-00360,deficit,none,0,0,0,0,379665
SP3-00361,deficit,none,0,0,0,0,114656
SP3-00362,deficit,none,0,0,0,0,59593
SP3-00363,ok,goals+,0,0,14873,34924,278917
SP3-00364,invalid,none,0,0,0,0,0
SP3-00365,deficit,none,0,0,0,0,34959
SP3-00366,ok,reserve,10718,0,6623,0,0
SP3-00367,deficit,none,0,0,0,0,1411066
SP3-00368,deficit,none,0,0,0,0,1619532
SP3-00369,ok,debt,0,14109,0,0,21562
SP3-00370,deficit,none,0,0,0,0,0
SP3-00371,ok,debt,4163,9716,0,0,0
SP3-00372,deficit,none,0,0,0,0,480582
SP3-00373,invalid,none,0,0,0,0,0
SP3-00374,ok,debt,0,1671,0,0,47666
SP3-00375,ok,goals+,0,0,46160,26229,1030549
SP3-00376,deficit,none,0,0,0,0,0
SP3-00377,ok,reserve,6595,0,4397,0,0
SP3-00378,deficit,none,0,0,0,0,69285
SP3-00379,ok,goals+,0,0,0,30999,0
SP3-00380,ok,debt,0,21120,0,0,15784
SP3-00381,invalid,none,0,0,0,0,0
SP3-00382,ok,reserve,18444,0,1544,0,0
SP3-00383,deficit,none,0,0,0,0,3312038
SP3-00384,deficit,none,0,0,0,0,245516
SP3-00385,ok,reserve,19692,0,2273,0,0
SP3-00386,ok,reserve,5399,5398,0,0,0
SP3-00387,deficit,none,0,0,0,0,207945
SP3-00388,ok,reserve,12213,0,8142,0,0
SP3-00389,ok,goals+,0,0,127049,322342,4181683
SP3-00390,ok,goals+,0,0,8657,2614,336587
SP3-00391,ok,reserve,30908,0,0,0,211677
SP3-00392,ok,debt,4162,4162,0,0,0
SP3-00393,deficit,none,0,0,0,0,178302
SP3-00394,deficit,none,0,0,0,0,6322
SP3-00395,deficit,none,0,0,0,0,16785462
SP3-00396,ok,debt,0,6092,0,0,17139
SP3-00397,deficit,none,0,0,0,0,0
SP3-00398,deficit,none,0,0,0,0,700678
SP3-00399,ok,debt,91677,91677,0,0,0
SP3-00400,deficit,none,0,0,0,0,254022
SP3-00401,ok,goals+,0,0,3098,22770,720840
SP3-00402,ok,reserve,29759,0,4746,8473,0
SP3-00403,ok,reserve,10785,0,0,9622,0
SP3-00404,ok,debt,0,48234,0,0,64806
SP3-00405,deficit,none,0,0,0,0,31678
SP3-00406,ok,debt,0,20735,0,0,77480
SP3-00407,deficit,none,0,0,0,0,263842
SP3-00408,ok,reserve,376,375,0,0,8878
SP3-00409,ok,reserve,11684,0,7789,0,0
SP3-00410,deficit,none,0,0,0,0,123185
SP3-00411,ok,debt,0,64226,0,0,520251
SP3-00412,ok,reserve,1128,0,751,0,0
SP3-00413,deficit,none,0,0,0,0,387534
SP3-00414,ok,debt,4422,4422,0,0,0
SP3-00415,ok,debt,1162,2711,0,0,0
SP3-00416,deficit,none,0,0,0,0,45299
SP3-00417,ok,reserve,1955,0,1191,0,0
SP3-00418,deficit,none,0,0,0,0,2836628
SP3-00419,ok,debt,2736,6384,0,0,0
SP3-00420,ok,debt,0,1161,0,0,13668
SP3-00421,ok,reserve,13489,0,8993,0,0
SP3-00422,ok,debt,2124,4957,0,0,0
SP3-00423,ok,reserve,2755,0,1837,0,0
SP3-00424,deficit,none,0,0,0,0,0
SP3-00425,deficit,none,0,0,0,0,63847
SP3-00426,deficit,none,0,0,0,0,0
SP3-00427,deficit,none,0,0,0,0,271593
SP3-00428,ok,goals+,0,0,3707,0,3027582
SP3-00429,deficit,none,0,0,0,0,51102
SP3-00430,invalid,none,0,0,0,0,0
SP3-00431,deficit,none,0,0,0,0,0
SP3-00432,ok,debt,4642,4642,0,0,0
SP3-00433,deficit,none,0,0,0,0,37340
SP3-00434,deficit,none,0,0,0,0,473160
SP3-00435,invalid,none,0,0,0,0,0
SP3-00436,ok,goals+,0,0,207122231,0,1384592606
SP3-00437,ok,goals+,0,0,44109,0,7940924
SP3-00438,ok,debt,16107,37584,0,0,0
SP3-00439,ok,debt,0,37750,0,0,81232
SP3-00440,deficit,none,0,0,0,0,0
SP3-00441,invalid,none,0,0,0,0,0
SP3-00442,deficit,none,0,0,0,0,19277
SP3-00443,ok,debt,0,1860,0,0,13752
SP3-00444,deficit,none,0,0,0,0,0
SP3-00445,invalid,none,0,0,0,0,0
SP3-00446,ok,debt,2675,6243,0,0,0
SP3-00447,deficit,none,0,0,0,0,10111682
SP3-00448,deficit,none,0,0,0,0,1083288
SP3-00449,ok,debt,0,25960,0,0,89
SP3-00450,ok,debt,10972,25603,0,0,0
SP3-00451,deficit,none,0,0,0,0,96745
SP3-00452,ok,goals+,0,0,7,937,114352
SP3-00453,ok,debt,11720,33908,0,0,0
SP3-00454,deficit,none,0,0,0,0,0
SP3-00455,deficit,none,0,0,0,0,455562
SP3-00456,ok,reserve,13785,0,9190,0,0
SP3-00457,deficit,none,0,0,0,0,0
SP3-00458,ok,reserve,1420,1419,0,0,0
SP3-00459,deficit,none,0,0,0,0,30891
SP3-02485,invalid,none,0,0,0,0,0
SP3-00461,ok,goals+,0,0,0,30,296878
SP3-00462,deficit,none,0,0,0,0,814916
SP3-00463,ok,debt,3510,3510,0,0,0
SP3-00464,ok,reserve,2514,2513,0,0,0
SP3-00465,ok,debt,4380,4380,0,0,45528
SP3-00466,ok,debt,1257,1257,0,0,19704
SP3-00467,deficit,none,0,0,0,0,1083014
SP3-00468,ok,goals+,0,0,44026,259170,5666243
SP3-00469,deficit,none,0,0,0,0,733543
SP3-00470,ok,reserve,1848,1847,0,0,0
SP3-00471,ok,reserve,9424,0,6282,0,0
SP3-00472,ok,goals+,0,0,6112,0,305409
SP3-00473,ok,reserve,4947,4946,0,0,0
SP3-00474,ok,debt,25066,25066,0,0,0
SP3-00475,ok,goals+,0,0,18629,0,182502
SP3-00476,ok,reserve,11055,0,5126,0,0
SP3-00477,deficit,none,0,0,0,0,1929178
SP3-00478,ok,reserve,10962,0,7307,0,0
SP3-00479,deficit,none,0,0,0,0,0
SP3-00480,deficit,none,0,0,0,0,4645736
SP3-00481,ok,debt,0,2688,0,0,34385
SP3-00482,ok,debt,0,56010,0,0,33395
SP3-00483,deficit,none,0,0,0,0,0
SP3-00484,ok,debt,5710,5710,0,0,260539
SP3-00485,ok,goals+,0,0,33,35633,1390254
SP3-00486,deficit,none,0,0,0,0,26087606
SP3-00487,deficit,none,0,0,0,0,173000
SP3-00488,ok,goals+,0,0,6,56024,292161
SP3-00489,deficit,none,0,0,0,0,28755617
SP3-00490,ok,debt,3698,8628,0,0,0
SP3-00491,ok,reserve,7673,0,0,0,0
SP3-00492,ok,goals+,46637,0,12257,85712,99687
SP3-00493,ok,reserve,9386,0,6257,0,0
SP3-00494,deficit,none,0,0,0,0,0
SP3-00495,deficit,none,0,0,0,0,950930
SP3-00496,ok,debt,2319,5413,0,0,0
SP3-00497,ok,debt,0,5509,0,0,158240
SP3-00498,invalid,none,0,0,0,0,0
SP3-00499,deficit,none,0,0,0,0,91575
SP3-00500,ok,reserve,14645,0,9763,0,0
SP3-00501,deficit,none,0,0,0,0,231795
SP3-00502,deficit,none,0,0,0,0,0
SP3-00503,ok,goals+,0,0,93,10393,554992
SP3-00504,ok,debt,13638,13638,0,0,0
SP3-00505,deficit,none,0,0,0,0,195500
SP3-00506,ok,debt,0,2757,0,0,22734
SP3-00507,ok,goals+,0,0,4637,0,242544
SP3-00508,deficit,none,0,0,0,0,0
SP3-00509,deficit,none,0,0,0,0,6571021
SP3-00510,ok,reserve,75495,0,13295,0,0
SP3-00511,deficit,none,0,0,0,0,0
SP3-00512,deficit,none,0,0,0,0,1899272
SP3-00513,ok,debt,0,12085,0,0,38769
SP3-00514,ok,debt,3430,8005,0,0,0
SP3-00515,ok,reserve,868,867,0,0,702697
SP3-00516,ok,reserve,1886,0,0,0,0
SP3-00517,deficit,none,0,0,0,0,273743
SP3-00518,ok,debt,0,3993,0,0,12029
SP3-00519,deficit,none,0,0,0,0,2095101
SP3-00520,ok,goals+,0,0,66912,3977,1173010
SP3-00521,deficit,none,0,0,0,0,22043
SP3-00522,ok,reserve,13646,0,1576,0,0
SP3-00523,ok,reserve,5327,5326,0,0,87778
SP3-00524,ok,goals+,0,0,3635,21233,92838
SP3-00525,ok,reserve,101516,0,19164,0,0
SP3-00526,ok,reserve,13526,0,9017,0,0
SP3-00527,deficit,none,0,0,0,0,102679
SP3-00528,ok,reserve,11834,0,7889,0,0
SP3-00529,ok,goals+,0,0,100165,20985,433071
SP3-00530,ok,debt,11397,11397,0,0,0
SP3-00531,invalid,none,0,0,0,0,0
SP3-00532,ok,goals+,0,0,2803,0,668234
SP3-00533,invalid,none,0,0,0,0,0
SP3-00534,ok,debt,0,2515,0,0,155472
SP3-00535,ok,reserve,16242,0,8030,0,0
SP3-00536,deficit,none,0,0,0,0,0
SP3-00537,invalid,none,0,0,0,0,0
SP3-00538,ok,reserve,16312,16311,0,0,195011
SP3-00539,ok,debt,9287,21670,0,0,0
SP3-00540,ok,debt,0,12694,0,0,688783
SP3-00541,ok,reserve,40442,0,26961,0,0
SP3-00542,ok,debt,0,12694,0,0,696515
SP3-00543,ok,reserve,15102,0,0,0,0
SP3-00544,invalid,none,0,0,0,0,0
SP3-00545,invalid,none,0,0,0,0,0
SP3-00546,ok,debt,0,31896,0,0,2132221
SP3-00547,ok,goals+,0,0,4336,0,327013
SP3-00548,ok,goals+,0,0,0,167184,406158
SP3-00549,deficit,none,0,0,0,0,0
SP3-00550,ok,reserve,1727,0,1150,0,0
SP3-00551,ok,goals+,0,0,5712,86,577636
SP3-00552,ok,reserve,12132,0,8088,0,0
SP3-00553,invalid,none,0,0,0,0,0
SP3-00554,deficit,none,0,0,0,0,427706
SP3-00555,ok,reserve,5547,0,3697,0,0
SP3-00556,ok,debt,2764,6451,0,0,0
SP3-00557,deficit,none,0,0,0,0,179931
SP3-00558,ok,debt,48152,48152,0,0,337864
SP3-00559,deficit,none,0,0,0,0,0
