id,status,dom,res,debt,goal,inv,lump,confidence
SP5-00043,ok,debt,6098.71,14230.33,0.00,0.00,13844.36,3
SP5-00044,deficit,none,0.00,0.00,0.00,0.00,31096.08,4
SP5-00045,ok,debt,14587.22,34036.85,0.00,0.00,0.00,3
SP5-00046,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00047,ok,debt,1371.78,3200.81,0.00,0.00,76821.76,4
SP5-00048,deficit,none,0.00,0.00,0.00,0.00,500779.77,4
SP5-00049,ok,debt,2668.65,2668.65,0.00,0.00,0.00,4
SP5-00050,deficit,none,0.00,0.00,0.00,0.00,72255.60,4
SP5-00051,ok,debt,437832.83,1021609.95,0.00,0.00,96682.04,1
SP5-00052,ok,debt,1937.62,4521.11,0.00,0.00,0.00,4
SP5-00053,ok,debt,732.69,732.70,0.00,0.00,0.00,4
SP5-00054,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00055,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00056,deficit,none,0.00,0.00,0.00,0.00,203221.09,5
SP5-00057,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00058,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00059,ok,goals+,1385.44,0.00,2078.17,0.00,0.00,4
SP5-00060,invalid,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00061,ok,reserve,39117.16,0.00,0.00,0.00,0.00,4
SP5-00062,ok,reserve,14816.23,0.00,0.00,0.00,0.00,4
SP5-00063,deficit,none,0.00,0.00,0.00,0.00,4678882.11,5
SP5-00064,ok,goals+,0.00,0.00,0.00,10568.51,0.00,5
SP5-00065,ok,reserve,4042.53,1732.52,0.00,0.00,0.00,3
SP5-00066,ok,debt,35496.28,35496.28,0.00,0.00,0.00,3
SP5-00067,ok,debt,0.00,189149.23,32559.74,0.00,4310876.63,3
SP5-00068,deficit,none,0.00,0.00,0.00,0.00,919327.38,4
SP5-00069,ok,reserve,6427.91,0.00,0.00,0.00,0.00,4
SP5-00070,ok,goals+,0.00,0.00,3066346.55,2988475.24,9917648.26,3
SP5-00071,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00072,ok,debt,204.34,476.79,0.00,0.00,0.00,4
SP5-00073,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00074,ok,goals+,0.00,0.00,15802.17,2132.12,42903.21,5
SP5-00075,ok,goals+,0.00,0.00,88732.62,0.00,2402398.12,4
SP5-00076,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00077,ok,goals+,0.00,0.00,22615.21,16294.43,53648.81,5
SP5-00078,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00079,ok,reserve,16800.13,0.00,7200.06,0.00,0.00,4
SP5-00080,ok,reserve,67537.02,28944.44,0.00,0.00,0.00,4
SP5-00081,deficit,none,0.00,0.00,0.00,0.00,84212.73,3
SP5-00082,ok,reserve,2710.87,0.00,0.00,0.00,0.00,4
SP5-00083,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00084,deficit,none,0.00,0.00,0.00,0.00,313616.78,5
SP5-00085,ok,debt,952.86,2223.35,0.00,0.00,40155.07,4
SP5-00086,deficit,none,0.00,0.00,0.00,0.00,85444.14,3
SP5-00087,ok,reserve,3505.98,0.00,0.00,0.00,0.00,4
SP5-00088,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00089,ok,goals+,0.00,0.00,12327.17,0.00,76269.33,5
SP5-00090,ok,reserve,14616.32,6264.14,0.00,0.00,0.00,4
SP5-00077,ok,reserve,19402.37,8315.30,0.00,0.00,0.00,4
SP5-00092,ok,goals+,0.00,0.00,40495.86,39562.21,119109.22,4
SP5-00093,ok,debt,336285.58,784666.35,0.00,0.00,857048.13,1
SP5-00094,ok,debt,512868.43,1196693.00,0.00,0.00,4327780.56,2
SP5-00095,ok,debt,1866449.69,1866449.69,0.00,0.00,0.00,1
SP5-00096,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00097,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00098,ok,goals+,0.00,0.00,660331145.46,0.00,3668302508.68,3
SP5-00099,deficit,none,0.00,0.00,0.00,0.00,3964650.97,5
SP5-00100,ok,goals+,0.00,0.00,11275.61,0.00,97043.40,4
SP5-00101,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00102,deficit,none,0.00,0.00,0.00,0.00,12491992.33,3
SP5-00103,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00104,ok,goals+,0.00,0.00,45756.71,25113.80,738014.06,4
SP5-00105,ok,reserve,12400.94,0.00,0.00,0.00,0.00,4
SP5-00106,deficit,none,0.00,0.00,0.00,0.00,5212.51,3
SP5-00107,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00108,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00109,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00110,ok,reserve,97654.97,41852.13,0.00,0.00,0.00,4
SP5-00111,ok,debt,2347249.05,2347249.05,0.00,0.00,0.00,1
SP5-00112,ok,debt,859353.59,859353.59,0.00,0.00,0.00,1
SP5-00113,ok,reserve,25082.79,0.00,10749.77,0.00,0.00,4
SP5-00114,ok,debt,1859.30,4338.37,0.00,0.00,2437940.32,3
SP5-00110,ok,debt,23986.14,55967.67,0.00,0.00,613116.15,5
SP5-00116,deficit,none,0.00,0.00,0.00,0.00,2591.74,3
SP5-00117,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00118,ok,debt,5656.77,13199.12,0.00,0.00,0.00,4
SP5-00119,ok,reserve,4861.37,0.00,2083.44,0.00,0.00,4
SP5-00120,ok,goals+,351257716.66,0.00,798410273.61,0.00,5000000.00,2
SP5-00121,ok,debt,9350.68,21818.23,0.00,0.00,58981.91,3
SP5-00122,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00123,ok,debt,8195.85,8195.86,0.00,0.00,0.00,3
SP5-00124,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00125,ok,debt,0.00,10483.34,6988.90,0.00,140359.60,5
SP5-00110,ok,goals+,0.00,0.00,6262.34,3530.17,715271.37,5
SP5-00127,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00128,ok,debt,9505.94,9505.94,0.00,0.00,0.00,3
SP5-00129,ok,debt,9020.89,9020.89,0.00,0.00,0.00,3
SP5-00130,ok,debt,1365234.63,1365234.64,0.00,0.00,0.00,1
SP5-00128,ok,reserve,6579.99,0.00,0.00,0.00,0.00,4
SP5-00132,ok,debt,15696.41,36624.96,0.00,0.00,43603.10,3
SP5-00133,ok,debt,0.00,116919.30,12991.03,0.00,829549.55,2
SP5-00134,ok,goals+,0.00,0.00,15873.67,8868.40,297991.26,4
SP5-00135,ok,reserve,45382.37,0.00,19449.59,0.00,0.00,4
SP5-00136,ok,debt,498.32,1162.74,0.00,0.00,4839.31,2
SP5-00137,ok,reserve,91477.15,0.00,0.00,0.00,0.00,4
SP5-00138,ok,goals+,0.00,0.00,19868.33,12244.39,74401.75,5
SP5-00139,invalid,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00140,ok,debt,9552.36,22288.84,0.00,0.00,0.00,4
SP5-00141,ok,debt,7898.75,7898.75,6770.36,0.00,0.00,3
SP5-00142,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00143,ok,reserve,30978.96,0.00,0.00,0.00,0.00,4
SP5-00144,ok,debt,14085.70,32866.62,0.00,0.00,0.00,4
SP5-00128,ok,debt,81572.13,81572.14,0.00,0.00,0.00,3
SP5-00146,ok,debt,3687.09,3687.09,0.00,0.00,0.00,4
SP5-00147,ok,goals+,0.00,0.00,474500640.21,156247835.10,1000000.00,3
SP5-00148,ok,debt,68256.33,159264.76,0.00,0.00,0.00,4
SP5-00149,ok,reserve,3103.78,1330.19,0.00,0.00,0.00,4
SP5-00150,ok,debt,1595.61,3723.07,0.00,0.00,30206.23,5
SP5-00151,ok,goals+,63713.23,0.00,95569.85,0.00,0.00,4
SP5-00152,ok,debt,1157.77,1157.77,0.00,0.00,0.00,3
SP5-00153,ok,debt,12871.53,12871.54,0.00,0.00,0.00,4
SP5-00154,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00155,ok,debt,1157.77,1157.77,0.00,0.00,0.00,3
SP5-00156,ok,debt,9552.46,9552.46,0.00,0.00,0.00,4
SP5-00157,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00158,ok,debt,6311.05,6311.05,0.00,0.00,0.00,3
SP5-00159,ok,debt,3872.62,3872.62,0.00,0.00,10064.81,3
SP5-00160,ok,debt,557175.65,557175.65,0.00,0.00,0.00,1
SP5-00161,ok,reserve,8977.53,0.00,3847.52,0.00,0.00,4
SP5-00162,ok,debt,2407.03,5616.40,0.00,0.00,55456.04,4
SP5-00163,ok,reserve,13332.76,0.00,5714.04,0.00,0.00,4
SP5-00164,ok,reserve,37154.42,0.00,0.00,0.00,0.00,4
SP5-00165,ok,debt,4164.05,9716.10,0.00,0.00,6608.84,3
SP5-00166,deficit,none,0.00,0.00,0.00,0.00,828392.91,5
SP5-00167,ok,goals+,503631.48,0.00,755447.22,0.00,0.00,3
SP5-00168,ok,debt,9552.46,9552.46,0.00,0.00,0.00,4
SP5-00169,ok,reserve,1932.56,828.24,0.00,0.00,0.00,4
SP5-00170,ok,goals+,2290.03,0.00,3435.04,0.00,0.00,4
SP5-00171,deficit,none,0.00,0.00,0.00,0.00,8926462.24,4
SP5-00172,ok,debt,889.61,889.61,0.00,0.00,0.00,3
SP5-00173,ok,debt,1038259.99,1038259.99,0.00,0.00,0.00,1
SP5-00174,ok,none,0.00,0.00,0.00,0.00,13874.37,3
SP5-00175,deficit,none,0.00,0.00,0.00,0.00,12604616.93,4
SP5-00176,ok,reserve,65493.35,0.00,0.00,0.00,0.00,4
SP5-00177,deficit,none,0.00,0.00,0.00,0.00,4493483.58,5
SP5-00178,ok,goals+,0.00,0.00,7662.03,0.00,157709.99,4
SP5-00179,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00180,ok,debt,0.00,106238.91,0.00,0.00,1264054.59,3
SP5-00181,deficit,none,0.00,0.00,0.00,0.00,45243.59,3
SP5-00182,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00183,ok,reserve,386407806.12,65000000.00,0.00,0.00,0.00,2
SP5-00184,deficit,none,0.00,0.00,0.00,0.00,32513.98,4
SP5-00185,ok,debt,0.00,50870.46,0.00,0.00,39425.77,4
SP5-00186,deficit,none,0.00,0.00,0.00,0.00,64692.36,5
SP5-00187,ok,reserve,30320.39,12994.45,0.00,0.00,0.00,4
SP5-00188,ok,reserve,13689.73,0.00,0.00,0.00,0.00,4
SP5-00189,ok,debt,665.87,665.88,0.00,0.00,0.00,3
SP5-00190,ok,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00191,ok,debt,5492.82,12816.56,4482.76,0.00,256021.00,4
SP5-00192,ok,debt,2487.29,5803.67,0.00,0.00,62587.66,3
SP5-00193,ok,debt,6127.70,14297.96,8753.86,0.00,5935.19,3
SP5-00194,ok,goals+,3692.42,0.00,5538.63,0.00,0.00,4
SP5-00195,ok,debt,6309.40,14721.93,0.00,0.00,245038.62,4
SP5-00196,ok,debt,0.00,6767.68,860.52,0.00,202676.22,4
SP5-00197,ok,reserve,5151.39,0.00,0.00,0.00,0.00,4
SP5-00198,ok,reserve,54335.63,0.00,0.00,0.00,0.00,4
SP5-00199,deficit,none,0.00,0.00,0.00,0.00,45243.59,3
SP5-00200,ok,debt,5530.04,12903.44,0.00,0.00,12438.87,3
SP5-00201,ok,reserve,3065.41,0.00,0.00,0.00,0.00,4
SP5-00202,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00203,ok,goals+,0.00,0.00,2683955.15,1287562.50,19350848.98,3
SP5-00204,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00205,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00206,deficit,none,0.00,0.00,0.00,0.00,2713753.05,4
SP5-00207,deficit,none,0.00,0.00,0.00,0.00,3705532.70,3
SP5-00208,deficit,none,0.00,0.00,0.00,0.00,156792.65,4
SP5-00209,ok,debt,14426.77,33662.45,0.00,0.00,6398.68,2
SP5-00210,ok,debt,2135.07,2135.07,0.00,0.00,0.00,4
SP5-00211,ok,debt,980.88,980.89,0.00,0.00,0.00,4
SP5-00212,ok,goals+,0.00,0.00,17892.65,17892.65,0.00,5
SP5-00213,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00214,ok,debt,12134.20,12134.20,0.00,0.00,0.00,3
SP5-00215,ok,reserve,6595.22,0.00,2826.53,0.00,0.00,4
SP5-00216,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00217,deficit,none,0.00,0.00,0.00,0.00,237538.12,5
SP5-00218,ok,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00219,ok,debt,0.00,435665.05,0.00,0.00,1701596.53,3
SP5-00220,ok,goals+,5491.30,0.00,8236.96,0.00,0.00,4
SP5-00221,ok,debt,1804.79,1804.80,0.00,0.00,0.00,3
SP5-00222,deficit,none,0.00,0.00,0.00,0.00,103836.82,4
SP5-00223,ok,goals+,0.00,0.00,12265.46,711.91,146685.06,5
SP5-00224,ok,goals+,7908.46,0.00,11862.70,0.00,0.00,4
SP5-00225,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00226,deficit,none,0.00,0.00,0.00,0.00,2866825.99,3
SP5-00227,ok,debt,262558.14,612635.66,0.00,0.00,2054751.91,2
SP5-00228,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00229,ok,debt,13.74,32.05,0.00,0.00,8088.81,3
SP5-00230,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00231,ok,reserve,1381317.55,0.00,591993.24,0.00,2428584.92,2
SP5-00232,ok,debt,3239.92,7559.80,0.00,0.00,8652.49,4
SP5-00233,deficit,none,0.00,0.00,0.00,0.00,28191.48,4
SP5-00234,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00235,ok,debt,971.76,2267.45,0.00,0.00,41225.92,3
SP5-00236,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00237,ok,goals+,0.00,0.00,518.64,0.00,598598.88,5
SP5-00238,ok,goals+,0.00,0.00,228196.04,150877.22,1081476.60,5
SP5-00239,ok,goals+,0.00,0.00,25360.21,14198.86,197161.20,4
SP5-00240,ok,debt,4250.27,9917.29,0.00,0.00,34184.68,4
SP5-00241,deficit,none,0.00,0.00,0.00,0.00,120790.03,5
SP5-00242,deficit,none,0.00,0.00,0.00,0.00,2049119.37,4
SP5-00243,ok,debt,12944.76,12944.76,0.00,0.00,0.00,4
SP5-00244,ok,reserve,33270.83,0.00,0.00,0.00,0.00,4
SP5-00245,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00246,deficit,none,0.00,0.00,0.00,0.00,8386.42,3
SP5-00247,ok,reserve,2283.23,978.53,0.00,0.00,0.00,4
SP5-00248,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00249,ok,debt,1680.35,1680.35,0.00,0.00,0.00,3
SP5-00250,deficit,none,0.00,0.00,0.00,0.00,43677.55,5
SP5-00251,ok,goals+,16427.99,0.00,24641.98,0.00,0.00,4
SP5-00252,ok,debt,6392.44,6392.44,0.00,0.00,0.00,4
SP5-00253,deficit,none,0.00,0.00,0.00,0.00,16741320.88,4
SP5-00254,ok,reserve,1506.20,645.51,0.00,0.00,0.00,4
SP5-00255,ok,debt,20399.32,47598.40,0.00,0.00,72951.45,3
SP5-00256,deficit,none,0.00,0.00,0.00,0.00,686836.00,5
SP5-00257,deficit,none,0.00,0.00,0.00,0.00,32931.25,4
SP5-00258,ok,debt,1612.73,3763.05,0.00,0.00,0.00,4
SP5-00259,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00260,ok,debt,574973.31,1341604.40,0.00,0.00,446423.44,1
SP5-00261,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00262,ok,goals+,0.00,0.00,496886.84,389450.36,13988307.44,2
SP5-00263,ok,debt,0.00,3022.27,2014.84,0.00,93266.51,4
SP5-00264,ok,goals+,0.00,0.00,9452.17,0.00,37503.98,5
SP5-00265,ok,goals+,10560.15,0.00,15840.22,0.00,149533.60,5
SP5-00266,deficit,none,0.00,0.00,0.00,0.00,141269.20,5
SP5-00267,ok,goals+,0.00,0.00,2244.63,0.00,37992.96,5
SP5-00268,ok,debt,0.00,5298848.14,0.00,0.00,16647920.66,3
SP5-00269,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00270,ok,goals+,975.04,0.00,1462.55,0.00,0.00,4
SP5-00271,ok,debt,1680.35,1680.35,0.00,0.00,0.00,3
SP5-00272,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00273,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00274,deficit,none,0.00,0.00,0.00,0.00,183211.61,4
SP5-00275,ok,debt,1640.23,3827.19,0.00,0.00,0.00,4
SP5-00276,deficit,none,0.00,0.00,0.00,0.00,321688.75,5
SP5-00277,ok,reserve,11414.27,0.00,0.00,0.00,0.00,4
SP5-00278,ok,reserve,1700371.48,728730.63,0.00,0.00,0.00,3
SP5-00279,ok,debt,4194.26,4194.27,0.00,0.00,0.00,2
SP5-00280,ok,debt,9649.83,9649.83,0.00,0.00,0.00,4
SP5-00281,ok,reserve,2455.46,1052.34,0.00,0.00,0.00,4
SP5-00282,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00230,ok,debt,30880.41,72054.29,0.00,0.00,0.00,4
SP5-00284,ok,goals+,0.00,0.00,266467.08,206539.06,5781206.48,5
SP5-00285,ok,reserve,1780.61,0.00,763.12,0.00,0.00,4
SP5-00286,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00287,deficit,none,0.00,0.00,0.00,0.00,208549.78,5
SP5-00288,ok,goals+,8047.29,0.00,12070.94,0.00,0.00,4
SP5-00289,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00290,ok,debt,2496674.06,2496674.06,0.00,0.00,0.00,1
SP5-00291,ok,debt,12830.42,29937.65,0.00,0.00,191626.94,4
SP5-00292,ok,reserve,4972.83,0.00,0.00,0.00,0.00,4
SP5-00293,ok,goals+,0.00,0.00,12925.04,12925.04,0.00,5
SP5-00294,ok,reserve,21563.53,9241.51,0.00,0.00,0.00,4
SP5-00295,deficit,none,0.00,0.00,0.00,0.00,6463211.32,4
SP5-00296,ok,goals+,0.00,0.00,13142.05,0.00,202676.46,5
SP5-00297,ok,reserve,9330.77,0.00,3998.91,0.00,0.00,4
SP5-00298,ok,goals+,0.00,0.00,28387.76,6997.88,131565.29,5
SP5-00299,ok,goals+,0.00,0.00,10539.28,151.73,148781.56,4
SP5-00300,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00301,ok,debt,505.05,505.05,0.00,0.00,23862.99,2
SP5-00302,deficit,none,0.00,0.00,0.00,0.00,17457699.11,4
SP5-00303,ok,debt,4930.43,11504.33,0.00,0.00,17961.75,3
SP5-00304,ok,goals+,0.00,0.00,818356.64,0.00,7143744.36,3
SP5-00305,ok,reserve,13245.68,0.00,0.00,0.00,0.00,4
SP5-00306,ok,goals+,7275.68,0.00,10913.53,0.00,0.00,4
SP5-00307,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00308,ok,goals+,0.00,0.00,2820948.90,1236547.20,7523983.52,2
SP5-00309,ok,reserve,1058164.57,453499.10,0.00,0.00,0.00,2
SP5-00310,ok,debt,1250446.43,1250446.43,0.00,0.00,0.00,2
SP5-00311,deficit,none,0.00,0.00,0.00,0.00,1802637.30,4
SP5-00312,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00313,ok,reserve,4929.74,2112.74,0.00,0.00,0.00,3
SP5-00314,ok,reserve,1277.99,0.00,547.71,0.00,0.00,4
SP5-00315,ok,debt,800346.03,800346.03,0.00,0.00,0.00,1
SP5-00316,ok,reserve,73010.89,0.00,36614.54,0.00,0.00,4
SP5-00317,ok,debt,13275.11,13275.11,0.00,0.00,0.00,4
SP5-00318,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00319,ok,debt,3174.52,7407.21,0.00,0.00,6420.23,3
SP5-00320,deficit,none,0.00,0.00,0.00,0.00,57533.61,4
SP5-00321,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00322,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00323,ok,goals+,12175.24,0.00,18262.86,0.00,83978.74,4
SP5-00324,ok,reserve,1782987.81,764137.63,0.00,0.00,0.00,2
SP5-00325,ok,goals+,0.00,0.00,875400.39,373836.96,33063319.72,3
SP5-00326,ok,debt,1425987.94,3327305.20,0.00,0.00,436001.49,1
SP5-00327,ok,goals+,0.00,0.00,0.00,9032.50,0.00,5
SP5-00328,ok,goals+,0.00,0.00,2975265.36,1987460.17,2494930.34,4
SP5-00329,ok,goals+,7437.68,0.00,11156.52,0.00,0.00,4
SP5-00330,ok,reserve,50873.38,21802.88,0.00,0.00,0.00,3
SP5-00331,ok,reserve,6731.71,0.00,0.00,0.00,0.00,4
SP5-00332,deficit,none,0.00,0.00,0.00,0.00,1608771.80,5
SP5-00333,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00334,ok,debt,10493.51,24484.87,0.00,0.00,379524.72,5
SP5-00335,ok,goals+,0.00,0.00,283877.58,69978.82,1315652.90,5
SP5-00336,deficit,none,0.00,0.00,0.00,0.00,46858.02,4
SP5-00337,ok,debt,5363.28,5363.29,0.00,0.00,0.00,3
SP5-00338,ok,debt,12020.26,28047.27,0.00,0.00,39538.55,3
SP5-00339,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00340,ok,goals+,0.00,0.00,7126.40,4083.95,11580.19,4
SP5-00341,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00342,deficit,none,0.00,0.00,0.00,0.00,1845452.93,5
SP5-00343,ok,debt,11661.53,11661.54,0.00,0.00,0.00,4
SP5-00344,ok,debt,1378.86,3217.34,0.00,0.00,4962.46,3
SP5-00345,deficit,none,0.00,0.00,0.00,0.00,17304.98,4
SP5-00346,ok,debt,41788.61,41788.62,0.00,0.00,0.00,3
SP5-00347,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00348,ok,debt,681.83,1590.92,0.00,0.00,102394.96,4
SP5-00349,ok,goals+,79745.49,0.00,119618.23,0.00,0.00,4
SP5-00350,ok,debt,1378.16,1378.16,0.00,0.00,0.00,3
SP5-00351,ok,debt,0.00,1085.71,723.81,0.00,6914.29,4
SP5-00352,ok,goals+,0.00,0.00,0.00,15324.52,0.00,5
SP5-00353,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00354,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00355,ok,debt,2652.48,6189.11,0.00,0.00,15101.07,3
SP5-00356,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00357,ok,goals+,0.00,0.00,1787780.77,13402.23,13170052.36,4
SP5-00358,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00359,deficit,none,0.00,0.00,0.00,0.00,97703.86,4
SP5-00360,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00361,ok,debt,1733028.56,1733028.57,0.00,0.00,0.00,1
SP5-00362,ok,reserve,40204.89,0.00,0.00,0.00,0.00,4
SP5-00363,ok,reserve,7213.02,0.00,3091.30,0.00,0.00,4
SP5-00364,ok,goals+,0.00,0.00,9398.55,0.00,1213888.15,5
SP5-00365,ok,reserve,29436.25,0.00,0.00,0.00,0.00,4
SP5-00366,ok,goals+,0.00,0.00,13093.01,0.00,5940540.07,3
SP5-00367,ok,goals+,0.00,0.00,26384.68,7748.03,61406.81,5
SP5-00368,ok,debt,1477.44,1477.44,0.00,0.00,0.00,3
SP5-00369,ok,debt,1102.11,2571.58,0.00,0.00,3961.84,3
SP5-00370,ok,debt,2149437.19,2149437.19,0.00,0.00,0.00,1
SP5-00371,deficit,none,0.00,0.00,0.00,0.00,80917.57,5
SP5-00372,ok,debt,6312.37,6312.37,0.00,0.00,0.00,4
SP5-00373,ok,goals+,0.00,0.00,9086.71,0.00,192491.92,4
SP5-00374,ok,debt,1272.43,2968.99,0.00,0.00,0.00,3
SP5-00375,ok,goals+,0.00,0.00,771133.73,169131.12,2707844.58,5
