id,status,dom,res,debt,goal,inv,lump,confidence
SP5-00044,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00045,ok,debt,24312.04,24312.04,0.00,0.00,0.00,3
SP5-00046,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00047,ok,debt,0.00,4572.60,0.00,0.00,76821.76,3
SP5-00048,deficit,none,0.00,0.00,0.00,0.00,27002.71,5
SP5-00049,ok,reserve,3202.38,2134.92,0.00,0.00,0.00,2
SP5-00050,deficit,none,0.00,0.00,0.00,0.00,93290.02,1
SP5-00051,ok,debt,729721.39,729721.39,0.00,0.00,0.00,1
SP5-00052,ok,debt,3229.36,3229.36,0.00,0.00,0.00,4
SP5-00053,ok,debt,439.61,1025.77,0.00,0.00,0.00,1
SP5-00054,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00055,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00056,deficit,none,0.00,0.00,0.00,0.00,110305.90,4
SP5-00057,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00058,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00059,ok,reserve,2424.52,0.00,1039.08,0.00,0.00,4
SP5-00060,invalid,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00061,ok,reserve,39117.16,0.00,0.00,0.00,0.00,4
SP5-00062,ok,reserve,14816.24,0.00,0.00,0.00,0.00,4
SP5-00063,deficit,none,0.00,0.00,0.00,0.00,549228.73,4
SP5-00064,ok,goals+,0.00,0.00,0.00,10568.52,97681.37,3
SP5-00065,ok,reserve,3465.03,2310.02,0.00,0.00,0.00,2
SP5-00066,ok,debt,35496.28,35496.28,0.00,0.00,0.00,2
SP5-00067,ok,debt,0.00,177367.17,44341.79,0.00,4310876.63,2
SP5-00068,deficit,none,0.00,0.00,0.00,0.00,3863410.77,3
SP5-00069,ok,reserve,6427.92,0.00,0.00,0.00,0.00,3
SP5-00070,ok,goals+,0.00,0.00,101342.04,5953479.74,31791390.36,2
SP5-00071,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00072,ok,debt,340.57,340.57,0.00,0.00,0.00,2
SP5-00073,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00074,ok,goals+,0.00,0.00,11439.16,6495.12,374778.76,4
SP5-00075,ok,goals+,0.00,0.00,71457.12,17275.49,3990258.42,1
SP5-00076,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00077,ok,goals+,0.00,0.00,1391.46,37518.17,223468.17,3
SP5-00078,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00079,ok,reserve,18307.14,0.00,5693.04,0.00,0.00,3
SP5-00080,ok,reserve,57888.87,38592.58,0.00,0.00,0.00,3
SP5-00081,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00082,ok,reserve,2710.87,0.00,0.00,0.00,0.00,3
SP5-00083,deficit,none,0.00,0.00,0.00,0.00,0.00,1
SP5-00084,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00085,ok,debt,0.00,3176.21,0.00,0.00,40155.07,2
SP5-00086,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00087,ok,reserve,3505.99,0.00,0.00,0.00,0.00,1
SP5-00088,deficit,none,0.00,0.00,0.00,0.00,0.00,1
SP5-00089,ok,goals+,0.00,0.00,12327.17,0.00,566457.18,3
SP5-00090,ok,reserve,12528.27,8352.18,0.00,0.00,0.00,1
SP5-00077,ok,reserve,16630.60,11087.06,0.00,0.00,0.00,3
SP5-00092,ok,goals+,0.00,0.00,742.96,79315.10,374426.41,2
SP5-00093,ok,debt,378391.53,742560.39,0.00,0.00,0.00,3
SP5-00094,ok,debt,0.00,1688594.34,20967.08,0.00,2836699.93,1
SP5-00095,ok,debt,1866449.69,1866449.69,0.00,0.00,0.00,2
SP5-00096,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00097,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00098,ok,goals+,0.00,0.00,477325343.66,183005801.80,3667421028.51,1
SP5-00099,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00100,ok,goals+,0.00,0.00,11275.61,0.00,135463.58,3
SP5-00101,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00102,deficit,none,0.00,0.00,0.00,0.00,5000000.00,4
SP5-00103,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00104,ok,goals+,0.00,0.00,12783.44,58087.06,871005.48,2
SP5-00105,ok,reserve,11933.04,0.00,467.91,0.00,0.00,4
SP5-00106,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00107,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00108,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00109,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00110,ok,reserve,83704.26,55802.84,0.00,0.00,0.00,4
SP5-00111,ok,debt,2347249.05,2347249.05,0.00,0.00,0.00,2
SP5-00112,ok,debt,859353.58,859353.58,0.00,0.00,0.00,3
SP5-00113,ok,reserve,24795.31,0.00,1322.70,9714.55,0.00,4
SP5-00114,ok,debt,0.00,4958.14,1239.53,0.00,2293440.09,2
SP5-00110,ok,debt,0.00,63963.04,15990.76,0.00,220273.87,3
SP5-00116,deficit,none,0.00,0.00,0.00,0.00,2591.74,3
SP5-00117,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00118,ok,reserve,16905.39,0.00,1950.49,0.00,0.00,3
SP5-00119,ok,reserve,4861.36,0.00,2083.44,0.00,0.00,4
SP5-00120,ok,goals+,0.00,0.00,440703639.48,708964350.78,483383495.82,2
SP5-00121,ok,debt,15584.46,15584.46,0.00,0.00,0.00,3
SP5-00122,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00123,ok,goals+,7003.34,0.00,2082.25,7306.11,0.00,4
SP5-00124,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00125,ok,goals+,0.00,0.00,17472.25,0.00,197410.77,3
SP5-00110,ok,goals+,0.00,0.00,3658.09,6134.41,1019952.71,2
SP5-00127,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00128,ok,reserve,13308.31,0.00,5703.56,0.00,0.00,4
SP5-00129,ok,reserve,12629.24,0.00,5412.53,0.00,0.00,3
SP5-00130,ok,debt,1365234.63,1365234.63,0.00,0.00,0.00,2
SP5-00128,ok,reserve,6580.00,0.00,0.00,0.00,0.00,4
SP5-00132,ok,debt,26160.68,26160.68,0.00,0.00,0.00,4
SP5-00133,ok,debt,0.00,103928.26,25982.06,0.00,829549.55,2
SP5-00134,ok,goals+,0.00,0.00,7004.34,17737.72,914874.88,2
SP5-00135,ok,reserve,58395.45,0.00,6436.50,0.00,0.00,4
SP5-00136,ok,debt,830.53,830.53,0.00,0.00,0.00,3
SP5-00137,ok,reserve,91477.15,0.00,0.00,0.00,0.00,3
SP5-00138,ok,goals+,0.00,0.00,4375.87,27736.84,948808.96,4
SP5-00139,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00140,ok,debt,0.00,25472.96,6368.24,0.00,164302.85,3
SP5-00141,ok,debt,11283.93,11283.93,0.00,0.00,0.00,3
SP5-00142,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00143,ok,reserve,30978.97,0.00,0.00,0.00,0.00,4
SP5-00144,ok,debt,23476.16,23476.16,0.00,0.00,0.00,3
SP5-00128,ok,reserve,138767.58,0.00,24376.69,0.00,0.00,4
SP5-00146,ok,reserve,4424.51,2949.67,0.00,0.00,0.00,3
SP5-00147,ok,goals+,0.00,0.00,310770455.45,319978019.85,3426509787.95,3
SP5-00148,ok,debt,0.00,207625.99,19895.10,0.00,34599.92,2
SP5-00149,ok,reserve,2660.38,1773.59,0.00,0.00,0.00,4
SP5-00150,ok,debt,0.00,4254.95,1063.73,0.00,18623.76,3
SP5-00151,ok,reserve,154918.79,0.00,4364.28,0.00,0.00,4
SP5-00152,ok,debt,1157.77,1157.77,0.00,0.00,0.00,3
SP5-00153,ok,reserve,15445.84,10297.23,0.00,0.00,0.00,4
SP5-00154,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00155,ok,debt,1157.77,1157.77,0.00,0.00,0.00,3
SP5-00156,ok,reserve,11462.95,7641.97,0.00,0.00,0.00,3
SP5-00157,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00158,ok,debt,3786.63,8835.47,0.00,0.00,0.00,3
SP5-00159,ok,debt,3872.62,3872.62,0.00,0.00,10064.81,4
SP5-00160,ok,debt,557175.65,557175.65,0.00,0.00,0.00,2
SP5-00161,ok,reserve,8977.54,0.00,3847.51,0.00,0.00,4
SP5-00162,ok,debt,4011.71,4011.71,0.00,0.00,23038.93,5
SP5-00163,ok,reserve,13332.76,0.00,5714.04,0.00,0.00,4
SP5-00164,ok,reserve,37154.43,0.00,0.00,0.00,0.00,3
SP5-00165,ok,debt,6940.08,6940.08,0.00,0.00,0.00,1
SP5-00166,deficit,none,0.00,0.00,0.00,0.00,370267.39,4
SP5-00167,ok,reserve,881355.09,0.00,377723.61,0.00,0.00,3
SP5-00168,ok,reserve,11462.95,7641.97,0.00,0.00,0.00,3
SP5-00169,ok,reserve,1656.48,1104.32,0.00,0.00,0.00,3
SP5-00170,ok,reserve,4007.55,0.00,1717.52,0.00,0.00,4
SP5-00171,deficit,none,0.00,0.00,0.00,0.00,3926462.24,5
SP5-00172,ok,debt,889.61,889.61,0.00,0.00,0.00,2
SP5-00173,ok,debt,1038259.99,1038259.99,0.00,0.00,0.00,1
SP5-00174,ok,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00175,deficit,none,0.00,0.00,0.00,0.00,2418903.52,4
SP5-00176,ok,reserve,65493.35,0.00,0.00,0.00,0.00,4
SP5-00177,deficit,none,0.00,0.00,0.00,0.00,3574789.98,4
SP5-00178,ok,goals+,0.00,0.00,7662.03,0.00,276529.69,3
SP5-00179,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00180,ok,debt,0.00,84991.13,21247.78,0.00,1017844.31,2
SP5-00181,deficit,none,0.00,0.00,0.00,0.00,45243.59,2
SP5-00182,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00183,ok,reserve,446407806.12,5000000.00,0.00,0.00,0.00,2
SP5-00184,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00185,ok,debt,0.00,40696.37,10174.09,0.00,157102.04,3
SP5-00186,deficit,none,0.00,0.00,0.00,0.00,64692.36,5
SP5-00187,ok,reserve,43314.85,0.00,0.00,0.00,0.00,3
SP5-00188,ok,reserve,13689.74,0.00,0.00,0.00,0.00,4
SP5-00189,ok,debt,665.87,665.87,0.00,0.00,0.00,3
SP5-00190,ok,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00191,ok,debt,11396.07,11396.07,0.00,0.00,0.00,3
SP5-00192,ok,debt,4145.48,4145.48,0.00,0.00,0.00,3
SP5-00193,ok,debt,0.00,29179.52,0.00,0.00,5935.19,3
SP5-00194,ok,goals+,0.00,0.00,9231.06,0.00,5644.22,4
SP5-00195,ok,debt,0.00,21031.33,0.00,0.00,245038.62,4
SP5-00196,ok,goals+,0.00,0.00,2666.58,4961.61,202676.21,3
SP5-00197,ok,reserve,5151.39,0.00,0.00,0.00,0.00,4
SP5-00198,ok,reserve,54335.63,0.00,0.00,0.00,0.00,3
SP5-00199,deficit,none,0.00,0.00,0.00,0.00,45243.59,2
SP5-00200,ok,debt,0.00,18433.48,0.00,0.00,12438.87,3
SP5-00201,ok,reserve,3065.42,0.00,0.00,0.00,0.00,2
SP5-00202,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00203,ok,goals+,0.00,0.00,297885.68,3673631.96,49806864.39,2
SP5-00204,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00205,deficit,none,0.00,0.00,0.00,0.00,100557.17,4
SP5-00206,deficit,none,0.00,0.00,0.00,0.00,2518621.69,4
SP5-00207,deficit,none,0.00,0.00,0.00,0.00,33161809.26,2
SP5-00208,deficit,none,0.00,0.00,0.00,0.00,1588559.04,2
SP5-00209,ok,debt,0.00,48089.22,0.00,0.00,6398.68,3
SP5-00210,ok,reserve,2562.09,1708.06,0.00,0.00,0.00,4
SP5-00211,ok,reserve,1177.06,784.71,0.00,0.00,0.00,1
SP5-00212,ok,goals+,0.00,0.00,5696.23,30089.07,263537.95,4
SP5-00213,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00214,ok,debt,12134.20,12134.20,0.00,0.00,0.00,3
SP5-00215,ok,reserve,6595.23,0.00,2826.52,0.00,0.00,4
SP5-00216,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00217,deficit,none,0.00,0.00,0.00,0.00,99959.83,4
SP5-00218,ok,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00219,ok,goals+,0.00,0.00,5427.56,430237.48,1580250.83,2
SP5-00220,ok,reserve,9609.78,0.00,4118.47,0.00,0.00,4
SP5-00221,ok,debt,1804.80,1804.80,0.00,0.00,0.00,2
SP5-00222,deficit,none,0.00,0.00,0.00,0.00,103836.82,4
SP5-00223,ok,goals+,0.00,0.00,1377.57,11599.79,220238.28,3
SP5-00224,ok,goals+,0.00,0.00,5594.30,14176.85,6908.82,4
SP5-00225,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00226,deficit,none,0.00,0.00,0.00,0.00,9683809.08,1
SP5-00227,ok,debt,437596.90,437596.90,0.00,0.00,0.00,4
SP5-00228,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00229,ok,debt,22.90,22.90,0.00,0.00,0.00,3
SP5-00230,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00231,ok,debt,986655.39,986655.39,0.00,0.00,0.00,3
SP5-00232,ok,debt,5399.86,5399.86,0.00,0.00,8652.49,4
SP5-00233,deficit,none,0.00,0.00,0.00,0.00,22988.60,3
SP5-00234,deficit,none,0.00,0.00,0.00,0.00,162509.20,3
SP5-00235,ok,debt,1619.60,1619.60,0.00,0.00,0.00,2
SP5-00236,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00237,ok,goals+,0.00,0.00,518.64,0.00,1033637.38,3
SP5-00238,ok,goals+,0.00,0.00,7892.65,371180.60,5056824.18,2
SP5-00239,ok,goals+,0.00,0.00,4137.85,35421.21,320126.09,3
SP5-00240,ok,debt,0.00,11334.04,2833.51,0.00,3824.19,3
SP5-00241,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00242,deficit,none,0.00,0.00,0.00,0.00,1273847.11,5
SP5-00243,ok,reserve,15533.71,10355.81,0.00,0.00,0.00,3
SP5-00244,ok,reserve,33270.84,0.00,0.00,0.00,0.00,3
SP5-00245,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00246,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00247,ok,reserve,1957.06,1304.70,0.00,0.00,0.00,2
SP5-00248,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00249,ok,debt,1680.35,1680.35,0.00,0.00,0.00,4
SP5-00250,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00251,ok,reserve,29157.30,0.00,11912.66,0.00,0.00,4
SP5-00252,ok,debt,3835.46,8949.41,0.00,0.00,0.00,4
SP5-00253,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00254,ok,reserve,1291.02,860.68,0.00,0.00,0.00,3
SP5-00255,ok,debt,33998.86,33998.86,0.00,0.00,0.00,3
SP5-00256,deficit,none,0.00,0.00,0.00,0.00,686836.00,4
SP5-00257,deficit,none,0.00,0.00,0.00,0.00,32931.25,3
SP5-00258,ok,debt,2687.89,2687.89,0.00,0.00,0.00,2
SP5-00259,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00260,ok,debt,958288.85,958288.85,0.00,0.00,0.00,2
SP5-00261,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00262,ok,goals+,0.00,0.00,109009.33,777327.86,37112690.54,1
SP5-00263,ok,debt,0.00,4029.68,1007.42,0.00,113283.15,3
SP5-00264,ok,goals+,0.00,0.00,9452.18,0.00,74546.36,4
SP5-00265,ok,debt,0.00,21120.29,5280.07,0.00,119294.71,4
SP5-00266,deficit,none,0.00,0.00,0.00,0.00,477701.06,2
SP5-00267,ok,goals+,0.00,0.00,2244.63,0.00,62307.03,4
SP5-00268,ok,goals+,0.00,0.00,195880.99,5102967.14,19871091.45,2
SP5-00269,deficit,none,0.00,0.00,0.00,0.00,0.00,1
SP5-00270,ok,reserve,1706.31,0.00,731.27,0.00,0.00,4
SP5-00271,ok,debt,1680.35,1680.35,0.00,0.00,0.00,4
SP5-00272,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00273,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00274,deficit,none,0.00,0.00,0.00,0.00,61094.36,3
SP5-00275,ok,debt,0.00,5467.42,0.00,0.00,35649.29,2
SP5-00276,deficit,none,0.00,0.00,0.00,0.00,26535.03,4
SP5-00277,ok,reserve,11414.28,0.00,0.00,0.00,0.00,4
SP5-00278,ok,reserve,1457461.26,971640.84,0.00,0.00,0.00,2
SP5-00279,ok,reserve,5871.97,0.00,2516.56,0.00,0.00,3
SP5-00280,ok,reserve,11579.79,7719.86,0.00,0.00,0.00,3
SP5-00281,ok,reserve,2104.68,1403.12,0.00,0.00,0.00,1
SP5-00282,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00230,ok,debt,1212.58,101722.11,0.00,0.00,0.00,2
SP5-00284,ok,goals+,0.00,0.00,59827.02,413179.12,12637348.07,4
SP5-00285,ok,reserve,1780.61,0.00,763.11,0.00,0.00,4
SP5-00286,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00287,deficit,none,0.00,0.00,0.00,0.00,208549.78,5
SP5-00288,ok,goals+,0.00,0.00,3771.39,16346.83,41958.86,3
SP5-00289,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00290,ok,debt,2165899.32,2827448.79,0.00,0.00,0.00,3
SP5-00291,ok,debt,0.00,42768.08,0.00,0.00,191626.94,3
SP5-00292,ok,reserve,4972.84,0.00,0.00,0.00,0.00,3
SP5-00293,ok,goals+,0.00,0.00,5277.08,20573.00,37815.38,4
SP5-00294,ok,reserve,18483.03,12322.02,0.00,0.00,0.00,2
SP5-00295,deficit,none,0.00,0.00,0.00,0.00,8484355.03,3
SP5-00296,ok,goals+,0.00,0.00,13142.05,0.00,202676.46,3
SP5-00297,ok,reserve,9330.78,0.00,3998.90,0.00,0.00,4
SP5-00298,ok,goals+,0.00,0.00,2466.23,32919.40,264047.13,3
SP5-00299,ok,goals+,0.00,0.00,3122.32,7568.68,147639.18,3
SP5-00300,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00301,ok,debt,505.05,505.05,0.00,0.00,23862.99,3
SP5-00302,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00303,ok,debt,0.00,16434.77,0.00,0.00,17961.75,4
SP5-00304,ok,goals+,0.00,0.00,818356.64,0.00,9433858.62,2
SP5-00305,ok,reserve,13245.68,0.00,0.00,0.00,0.00,4
SP5-00306,ok,reserve,12732.44,0.00,5456.76,0.00,0.00,4
SP5-00307,deficit,none,0.00,0.00,0.00,0.00,0.00,1
SP5-00308,ok,goals+,0.00,0.00,1562437.25,2495058.84,83879103.42,1
SP5-00309,ok,reserve,906998.20,604665.46,0.00,0.00,0.00,1
SP5-00310,ok,reserve,2141808.81,359084.04,0.00,0.00,0.00,2
SP5-00311,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00312,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00313,ok,reserve,4225.48,2816.99,0.00,0.00,0.00,4
SP5-00314,ok,reserve,1277.99,0.00,547.71,0.00,0.00,3
SP5-00315,ok,reserve,1476470.43,0.00,124221.62,0.00,0.00,3
SP5-00316,ok,goals+,17622.03,0.00,9393.40,82609.99,0.00,4
SP5-00317,ok,debt,7965.06,18585.15,0.00,0.00,0.00,2
SP5-00318,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00319,ok,debt,0.00,10581.74,0.00,0.00,6420.23,4
SP5-00320,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00321,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00322,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00323,ok,reserve,27404.90,0.00,3033.20,0.00,83978.74,5
SP5-00324,ok,reserve,2015485.84,531639.60,0.00,0.00,0.00,2
SP5-00325,ok,goals+,0.00,0.00,496951.07,752286.28,53702494.20,3
SP5-00326,ok,debt,2376646.57,2376646.57,0.00,0.00,0.00,2
SP5-00327,ok,goals+,0.00,0.00,0.00,9032.50,25525.77,4
SP5-00328,ok,goals+,0.00,0.00,983171.49,3979554.03,22607230.68,3
SP5-00329,ok,reserve,13015.94,0.00,5578.26,0.00,0.00,4
SP5-00330,ok,reserve,72676.26,0.00,0.00,0.00,0.00,3
SP5-00331,ok,reserve,6731.71,0.00,0.00,0.00,0.00,3
SP5-00332,deficit,none,0.00,0.00,0.00,0.00,1608771.80,5
SP5-00333,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00334,ok,debt,0.00,34978.38,0.00,0.00,263931.50,3
SP5-00335,ok,goals+,0.00,0.00,24662.36,329194.03,2640471.29,3
SP5-00336,deficit,none,0.00,0.00,0.00,0.00,119413.55,2
SP5-00337,ok,debt,5363.29,5363.29,0.00,0.00,0.00,2
SP5-00338,ok,debt,20033.77,20033.77,0.00,0.00,0.00,4
SP5-00339,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00340,ok,goals+,0.00,0.00,3021.41,8188.93,49874.11,3
SP5-00341,deficit,none,0.00,0.00,0.00,0.00,0.00,2
SP5-00342,deficit,none,0.00,0.00,0.00,0.00,7478194.11,2
SP5-00343,ok,debt,6996.92,16326.15,0.00,0.00,0.00,3
SP5-00344,ok,debt,0.00,4596.20,0.00,0.00,4962.46,3
SP5-00345,deficit,none,0.00,0.00,0.00,0.00,113911.24,2
SP5-00346,ok,debt,41788.62,41788.62,0.00,0.00,0.00,3
SP5-00347,deficit,none,0.00,0.00,0.00,0.00,71708.40,2
SP5-00348,ok,debt,1136.37,1136.37,0.00,0.00,0.00,3
SP5-00349,ok,reserve,139554.60,0.00,59809.11,0.00,0.00,4
SP5-00350,ok,reserve,1929.42,0.00,826.89,0.00,0.00,2
SP5-00351,ok,debt,0.00,1447.62,361.90,0.00,20416.39,3
SP5-00352,ok,goals+,0.00,0.00,0.00,15324.53,52914.14,3
SP5-00353,deficit,none,0.00,0.00,0.00,0.00,0.00,4
SP5-00354,deficit,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00355,ok,debt,4420.79,4420.79,0.00,0.00,0.00,3
SP5-00356,deficit,none,0.00,0.00,0.00,0.00,71708.40,2
SP5-00357,ok,goals+,0.00,0.00,1212715.21,588467.78,27695051.81,3
SP5-00358,invalid,none,0.00,0.00,0.00,0.00,0.00,5
SP5-00359,deficit,none,0.00,0.00,0.00,0.00,0.00,3
SP5-00360,deficit,none,0.00,0.00,0.00,0.00,32347.06,2
SP5-00361,ok,debt,1733028.56,1733028.56,0.00,0.00,0.00,2
SP5-00362,ok,reserve,40204.90,0.00,0.00,0.00,0.00,4
SP5-00363,ok,reserve,7213.02,0.00,3091.29,0.00,0.00,4
SP5-00364,ok,goals+,0.00,0.00,9398.55,0.00,2000359.92,3
SP5-00365,ok,reserve,29436.25,0.00,0.00,0.00,0.00,4
SP5-00366,ok,goals+,0.00,0.00,5495.04,7597.96,17545354.97,2
SP5-00367,ok,goals+,0.00,0.00,6249.23,27883.47,61406.81,3
SP5-00368,ok,reserve,2068.41,0.00,886.46,0.00,0.00,3
SP5-00369,ok,debt,1836.85,1836.85,0.00,0.00,0.00,1
SP5-00370,ok,debt,2149437.19,2149437.19,0.00,0.00,0.00,3
SP5-00371,deficit,none,0.00,0.00,0.00,0.00,26905.51,5
SP5-00372,ok,reserve,7574.84,5049.89,0.00,0.00,0.00,2
SP5-00373,ok,goals+,0.00,0.00,9086.71,0.00,299395.61,2
SP5-00374,ok,goals+,0.00,0.00,4241.42,0.00,32106.39,2
SP5-00375,ok,goals+,0.00,0.00,512551.75,427713.09,3151771.59,3
