id,status,dom,res,debt,goal,inv,lump
SP-00106,ok,reserve,4613,0,0,0,0
SP-00107,ok,reserve,8462,7877,0,0,0
SP-00108,ok,debt,0,1495,0,0,0
SP-00109,ok,reserve,17207,11160,0,0,0
SP-00110,ok,reserve,822,0,0,0,0
SP-00111,ok,reserve,5230,0,0,0,0
SP-00112,ok,goals+,0,0,1114,0,4608
SP-00113,ok,debt,0,33293,0,0,0
SP-00114,deficit,none,0,0,0,0,0
SP-00115,ok,debt,0,49618,0,0,20075
SP-00116,ok,goals+,0,0,53628,0,419598
SP-00117,ok,reserve,42044,0,0,0,0
SP-00118,ok,reserve,19454,0,0,0,0
SP-00119,ok,reserve,20178,0,0,0,0
SP-00120,ok,reserve,222,0,0,0,0
SP-00121,ok,goals+,0,0,6826,0,153764
SP-00122,deficit,none,0,0,0,0,0
SP-00123,ok,reserve,869884507,0,0,0,0
SP-00124,ok,reserve,13060,0,0,0,0
SP-00125,ok,reserve,22832,0,0,0,0
SP-00126,deficit,none,0,0,0,0,0
SP-00127,ok,reserve,27629,0,0,0,0
SP-00128,ok,reserve,25012,0,0,0,0
SP-00129,ok,debt,0,120697,0,0,0
SP-00130,ok,reserve,3400,0,0,0,0
SP-00131,ok,debt,0,10807,0,0,0
SP-00132,deficit,none,0,0,0,0,0
SP-00133,ok,reserve,49505,0,0,0,0
SP-00134,ok,debt,0,19172,0,0,0
SP-00135,deficit,none,0,0,0,0,0
SP-00136,ok,reserve,16406,0,0,0,0
SP-00137,ok,debt,0,898,0,0,0
SP-00138,ok,reserve,8982,0,0,0,0
SP-00139,deficit,none,0,0,0,0,174926
SP-00140,deficit,none,0,0,0,0,0
SP-00141,ok,reserve,6566,0,0,0,0
SP-00142,deficit,none,0,0,0,0,0
SP-00143,ok,reserve,51804,0,0,0,0
SP-00144,ok,debt,0,17228,0,0,0
SP-00145,ok,reserve,1200,0,0,0,0
SP-00146,ok,reserve,5410,0,0,0,0
SP-00147,ok,debt,0,7997,0,0,958647
SP-00148,deficit,none,0,0,0,0,0
SP-00149,ok,reserve,17657,0,0,0,0
SP-00150,ok,goals+,0,0,14482,0,22274
SP-00151,ok,reserve,36467,0,0,0,0
SP-00152,ok,goals+,0,0,4530,0,39059
SP-00153,ok,debt,0,5900,0,0,0
SP-00154,ok,reserve,29246,0,0,0,0
SP-00155,ok,debt,0,91807,0,0,0
SP-00156,ok,reserve,22247,0,0,0,0
SP-00157,ok,reserve,2018,0,0,0,0
SP-00158,ok,reserve,13016,0,0,0,0
SP-00159,ok,reserve,35329,0,0,0,0
SP-00160,ok,goals+,0,0,40593,0,274854
SP-00161,deficit,none,0,0,0,0,77915
SP-00162,ok,reserve,246,0,0,0,0
SP-00163,ok,debt,0,7049,0,0,0
SP-00164,ok,reserve,63090,0,0,0,0
SP-00165,ok,reserve,226058804,0,0,0,0
SP-00166,ok,reserve,10617,0,0,0,0
SP-00167,ok,debt,0,37245,0,0,0
SP-00168,deficit,none,0,0,0,0,0
SP-00169,ok,debt,0,6703,0,0,0
SP-00170,ok,reserve,29988,0,0,0,0
SP-00171,ok,reserve,14695,0,0,0,0
SP-00172,ok,reserve,31213,0,0,0,0
SP-00173,ok,reserve,31360,0,0,0,0
SP-00174,deficit,none,0,0,0,0,0
SP-00175,ok,reserve,2629,0,0,0,0
SP-00176,ok,reserve,29026,0,0,3561,0
SP-00177,deficit,none,0,0,0,0,0
SP-00178,ok,reserve,34446,0,0,0,0
SP-00179,ok,reserve,18513,0,0,0,0
SP-00180,deficit,none,0,0,0,0,0
SP-00181,ok,debt,0,350,0,0,0
SP-00182,deficit,none,0,0,0,0,0
SP-00183,deficit,none,0,0,0,0,0
SP-00184,ok,reserve,24500,0,0,0,0
SP-00185,ok,reserve,18330,0,0,0,0
SP-00186,ok,reserve,66898,0,0,0,0
SP-00187,ok,reserve,11745,0,0,0,0
SP-00188,ok,reserve,15589,0,0,0,0
SP-00189,ok,debt,0,7260,0,0,465249
SP-00190,ok,reserve,37048,0,0,0,0
SP-00191,ok,reserve,8536,0,0,0,0
SP-00192,deficit,none,0,0,0,0,0
SP-00193,ok,reserve,612,0,0,0,0
SP-00194,ok,debt,0,23968,0,0,0
SP-00195,ok,reserve,3481,0,0,0,0
SP-00196,ok,debt,0,49869,0,0,0
SP-00197,deficit,none,0,0,0,0,0
SP-00198,ok,goals+,13401,0,16787,0,0
SP-00199,ok,reserve,23512,0,0,0,0
SP-00200,ok,reserve,18839,0,0,0,0
SP-00201,deficit,none,0,0,0,0,0
SP-00202,deficit,none,0,0,0,0,0
SP-00203,ok,reserve,26409,0,0,0,0
SP-00204,ok,reserve,7,0,0,0,0
SP-00205,ok,reserve,23257,0,0,0,0
SP-00206,ok,debt,0,6143,0,0,0
SP-00207,ok,reserve,222794279,0,0,0,0
SP-00208,ok,reserve,612,0,0,0,0
SP-00209,ok,reserve,15323,0,0,0,0
SP-00210,deficit,none,0,0,0,0,0
SP-00211,deficit,none,0,0,0,0,0
SP-00212,ok,reserve,861,0,0,0,0
SP-00213,ok,debt,0,15864,0,0,0
SP-00214,ok,reserve,30196,0,0,0,0
SP-00215,ok,reserve,474,0,0,0,0
SP-00216,deficit,none,0,0,0,0,0
SP-00217,ok,reserve,16388,3102,0,0,0
SP-00218,ok,debt,0,13925,0,0,0
SP-00219,deficit,none,0,0,0,0,0
SP-00220,ok,reserve,76633,0,0,0,0
SP-00221,deficit,none,0,0,0,0,0
SP-00222,deficit,none,0,0,0,0,0
SP-00223,ok,debt,20304,70005,0,0,0
SP-00224,ok,reserve,7694,0,0,0,0
SP-00225,deficit,none,0,0,0,0,0
SP-00226,ok,reserve,14546,0,0,0,0
SP-00227,deficit,none,0,0,0,0,0
SP-00228,ok,debt,0,16471,0,0,0
SP-00229,ok,debt,0,8445,0,0,0
SP-00230,ok,reserve,22583,0,0,0,0
SP-00231,ok,goals+,0,0,30018,0,3424870
SP-00232,ok,reserve,82450,0,0,0,0
SP-00233,ok,reserve,21831,0,0,0,0
SP-00234,ok,reserve,22053,0,12196,0,0
SP-00235,ok,reserve,94071,0,0,0,0
SP-00236,ok,debt,0,4311,0,0,0
SP-00237,ok,debt,0,6463,0,0,0
SP-00238,ok,debt,0,22085,0,0,0
SP-00239,ok,reserve,79912,0,0,0,0
SP-00240,deficit,none,0,0,0,0,0
SP-00241,ok,reserve,38274,0,0,0,0
SP-00242,ok,reserve,11538,0,0,0,0
SP-00243,ok,debt,0,3500,0,0,0
SP-00244,ok,debt,636,15769,0,0,0
SP-00245,ok,reserve,22054,0,0,0,0
SP-00246,ok,reserve,142,0,0,0,0
SP-00247,ok,reserve,7558,0,0,0,0
SP-00248,ok,debt,0,13466,0,0,0
SP-00249,ok,reserve,289147440,0,0,0,0
SP-00250,ok,debt,0,4722,0,0,0
SP-00251,ok,reserve,7040,0,0,0,0
SP-00252,deficit,none,0,0,0,0,0
SP-00253,ok,goals+,2237,0,13753,0,0
SP-00254,ok,debt,0,27597,0,0,0
SP-00255,ok,reserve,46243,0,23023,21590,0
SP-00256,ok,reserve,18299,0,0,0,0
SP-00257,deficit,none,0,0,0,0,0
SP-00258,deficit,none,0,0,0,0,0
SP-00259,ok,reserve,45103,0,0,0,0
SP-00260,ok,reserve,8749,0,0,0,0
SP-00261,deficit,none,0,0,0,0,0
SP-00262,ok,reserve,2720,0,0,0,0
SP-00263,ok,debt,0,7863,0,0,0
SP-00264,deficit,none,0,0,0,0,0
SP-00265,ok,reserve,39892,0,0,0,0
SP-00266,deficit,none,0,0,0,0,0
SP-00267,ok,reserve,26318,0,0,0,0
SP-00268,ok,reserve,70951,0,0,0,0
SP-00269,ok,debt,0,30919,0,0,0
SP-00270,ok,reserve,4085,0,0,0,0
SP-00271,ok,goals+,0,0,38601,0,188160
SP-00272,deficit,none,0,0,0,0,0
SP-00273,ok,debt,0,19104,0,0,1979385
SP-00274,ok,reserve,11154,0,0,0,0
SP-00275,ok,reserve,5889,0,0,0,0
SP-00276,ok,debt,0,5295,0,0,34280
SP-00277,ok,reserve,11178,0,0,0,0
SP-00278,ok,reserve,2580,0,0,0,0
SP-00279,ok,debt,0,8280,0,0,0
SP-00280,ok,reserve,23427,0,0,0,0
SP-00281,ok,reserve,11322,0,0,0,0
SP-00282,ok,reserve,748,0,0,0,0
SP-00283,ok,reserve,3023,0,0,0,0
SP-00284,ok,reserve,26400,0,0,0,0
SP-00285,ok,goals+,0,0,6689,0,9105
SP-00286,ok,debt,0,10397,0,0,0
SP-00287,ok,debt,0,5607,0,0,0
SP-00288,ok,reserve,130,0,0,0,0
SP-00289,ok,reserve,5703,0,0,0,0
SP-00290,ok,reserve,4237,0,0,0,0
SP-00291,ok,reserve,605017062,0,0,0,0
SP-00292,deficit,none,0,0,0,0,0
SP-00293,ok,reserve,4337,0,0,0,0
SP-00294,deficit,none,0,0,0,0,0
SP-00295,ok,reserve,14599,0,0,0,0
SP-00296,ok,debt,0,13786,0,0,0
SP-00297,ok,reserve,22126,0,0,0,0
SP-00298,ok,debt,0,13233,0,0,0
SP-00299,ok,reserve,20396,0,0,0,0
SP-00300,deficit,none,0,0,0,0,0
SP-00301,ok,reserve,28829,0,0,0,0
SP-00302,ok,debt,0,11214,0,0,0
SP-00303,deficit,none,0,0,0,0,0
SP-00304,ok,reserve,649,0,0,0,0
SP-00305,ok,debt,0,12568,0,0,0
SP-00306,deficit,none,0,0,0,0,0
SP-00307,ok,debt,0,9714,0,0,153544
SP-00308,deficit,none,0,0,0,0,0
SP-00309,ok,reserve,26857,0,0,0,0
SP-00310,ok,debt,0,21386,0,0,0
SP-00311,ok,reserve,9561,0,0,0,0
SP-00312,ok,reserve,39729,0,0,0,0
SP-00313,ok,debt,0,7741,0,0,15167
SP-00314,ok,debt,0,12900,0,0,0
SP-00315,ok,goals+,0,0,3117,10299,1393923
SP-00316,ok,debt,0,59567,0,0,0
SP-00317,ok,reserve,2425,0,0,0,0
SP-00318,ok,reserve,23164,0,0,0,0
SP-00319,ok,debt,0,11906,0,0,0
SP-00320,ok,reserve,7274,0,0,0,0
SP-00321,ok,reserve,10149,0,0,0,0
SP-00322,deficit,none,0,0,0,0,0
SP-00323,deficit,none,0,0,0,0,0
SP-00324,deficit,none,0,0,0,0,0
SP-00325,ok,debt,0,13420,0,0,0
SP-00326,ok,reserve,5560,0,0,0,0
SP-00327,ok,debt,0,14793,0,0,0
SP-00328,ok,reserve,137101,0,0,0,0
SP-00329,ok,reserve,20733,0,0,0,0
SP-00330,ok,reserve,95,0,0,0,0
SP-00331,ok,reserve,23582,0,0,0,0
SP-00332,ok,reserve,19155,0,0,0,0
SP-00333,ok,reserve,944808415,0,0,0,0
SP-00334,ok,debt,0,20185,0,0,0
SP-00335,ok,reserve,17679,0,0,0,0
SP-00336,deficit,none,0,0,0,0,0
SP-00337,ok,reserve,17374,0,0,0,0
SP-00338,ok,reserve,21381,0,0,0,0
SP-00339,ok,goals+,0,0,78307,0,32404
SP-00340,ok,goals+,0,0,15237,0,61015
SP-00341,ok,reserve,32217,0,0,0,0
SP-00342,deficit,none,0,0,0,0,0
SP-00343,ok,debt,0,9113,0,0,0
SP-00344,ok,reserve,3335,0,0,0,0
SP-00345,deficit,none,0,0,0,0,0
SP-00346,ok,reserve,3672,0,0,0,0
SP-00347,ok,debt,0,12999,0,0,0
SP-00348,deficit,none,0,0,0,0,0
SP-00349,ok,reserve,2237,0,0,0,0
SP-00350,ok,debt,0,16783,0,0,0
SP-00351,ok,reserve,81011,0,0,0,0
SP-00352,ok,reserve,7167,0,0,0,0
SP-00353,ok,goals+,0,0,21179,38020,15862
SP-00354,ok,reserve,318,0,0,0,0
SP-00355,ok,debt,0,14623,0,0,0
SP-00356,ok,reserve,6459,0,0,0,0
SP-00357,ok,goals+,0,0,35414,25137,2484522
SP-00358,ok,debt,0,8387,0,0,16973
SP-00359,ok,debt,0,519,0,0,0
SP-00360,ok,goals+,6194,0,25067,0,0
SP-00361,ok,reserve,8378,0,0,0,0
SP-00362,ok,reserve,8436,0,0,0,0
SP-00363,ok,reserve,8704,0,0,0,0
SP-00364,ok,reserve,21202,0,0,0,0
SP-00365,ok,reserve,78912,0,6369,0,0
SP-00366,deficit,none,0,0,0,0,0
SP-00367,ok,reserve,12821,0,0,0,0
SP-00368,ok,reserve,10445,0,0,0,0
SP-00369,ok,debt,0,1049,0,0,0
SP-00370,ok,reserve,3444,0,0,0,0
SP-00371,ok,reserve,67589,0,0,0,0
SP-00372,ok,reserve,77,0,0,0,0
SP-00373,ok,reserve,13923,0,0,0,0
SP-00374,ok,reserve,16334,0,0,0,0
SP-00375,ok,reserve,207686426,0,0,0,0
SP-00376,ok,goals+,0,0,30132,33107,37144
SP-00377,ok,goals+,0,0,0,22818,97491
SP-00378,deficit,none,0,0,0,0,0
SP-00379,ok,debt,0,2903,0,0,0
SP-00380,ok,reserve,17347,0,0,0,0
SP-00381,ok,goals+,0,0,10551,44819,141222
SP-00382,ok,goals+,0,0,12266,388,2954
SP-00383,ok,debt,0,6215,0,0,0
SP-00384,deficit,none,0,0,0,0,0
SP-00385,deficit,none,0,0,0,0,0
SP-00386,ok,reserve,30783,0,0,0,0
SP-00387,deficit,none,0,0,0,0,0
SP-00388,ok,reserve,39355,0,0,0,0
SP-00389,ok,reserve,80260,0,0,0,0
SP-00390,ok,goals+,0,0,0,10237,263292
SP-00391,ok,reserve,233,0,0,0,0
SP-00392,ok,debt,0,13145,0,0,0
SP-00393,ok,reserve,18349,0,0,0,0
SP-00394,ok,reserve,11588,2306,0,0,0
SP-00395,ok,reserve,25504,2941,0,0,0
SP-00396,ok,reserve,22113,0,0,0,0
SP-00397,ok,debt,0,25137,0,0,0
SP-00398,ok,reserve,24704,0,0,0,0
SP-00399,ok,debt,0,19379,0,0,898002
SP-00400,deficit,none,0,0,0,0,0
SP-00401,ok,debt,0,14078,0,0,0
SP-00402,ok,reserve,4044,0,0,0,0
SP-00403,ok,reserve,5229,0,0,0,0
SP-00404,ok,reserve,18481,0,0,0,0
SP-00405,ok,reserve,1525,0,0,0,0
SP-00406,ok,debt,0,854,0,0,0
SP-00407,ok,debt,0,30295,0,0,0
SP-00408,ok,reserve,19458,0,0,0,0
SP-00409,ok,debt,0,5072,0,0,0
SP-00410,ok,reserve,15904,0,0,0,0
SP-00411,deficit,none,0,0,0,0,0
SP-00412,ok,debt,0,16733,0,0,38540
SP-00413,ok,reserve,8484,0,0,0,0
SP-00414,ok,reserve,109,0,0,0,0
SP-00415,ok,debt,0,14594,0,0,0
SP-00416,ok,goals+,0,0,5880,0,111586
SP-00417,deficit,none,0,0,0,0,0
SP-00418,ok,reserve,40110,0,0,0,0
SP-00419,ok,reserve,4893,0,0,0,0
SP-00420,deficit,none,0,0,0,0,0
SP-00421,ok,debt,0,9107,0,0,0
SP-00422,deficit,none,0,0,0,0,0
SP-00423,ok,goals+,0,0,22445,99583,388451
SP-00424,ok,debt,0,21693,0,0,0
SP-00425,ok,reserve,6275,0,0,0,0
SP-00426,deficit,none,0,0,0,0,0
SP-00427,ok,reserve,6063,0,0,0,0
SP-00428,ok,reserve,12144,0,0,0,0
SP-00429,ok,reserve,1210,0,0,0,0
SP-00430,ok,reserve,22324,0,0,0,0
SP-00431,deficit,none,0,0,0,0,0
SP-00432,ok,reserve,30110,0,0,0,0
SP-00433,ok,debt,0,6615,0,0,0
SP-00434,deficit,none,0,0,0,0,0
SP-00435,ok,reserve,25126,0,0,0,0
SP-00436,deficit,none,0,0,0,0,0
SP-00437,ok,reserve,16388,0,0,0,0
SP-00438,ok,reserve,1367,0,0,0,0
SP-00439,ok,debt,0,17655,0,0,0
SP-00440,ok,debt,0,19283,0,0,0
SP-00441,ok,debt,0,6568,0,0,1075220
SP-00442,deficit,none,0,0,0,0,0
SP-00443,ok,debt,0,31405,0,0,0
SP-00444,ok,debt,0,9277,0,0,0
SP-00445,deficit,none,0,0,0,0,0
SP-00446,ok,debt,0,27538,0,0,0
SP-00447,ok,reserve,1143,0,0,0,0
SP-00448,deficit,none,0,0,0,0,0
SP-00449,deficit,none,0,0,0,0,0
SP-00450,ok,reserve,12785,0,0,0,0
SP-00451,deficit,none,0,0,0,0,0
SP-00452,ok,reserve,12046,0,0,0,0
SP-00453,deficit,none,0,0,0,0,0
SP-00454,ok,debt,0,1175,0,0,0
SP-00455,ok,reserve,10583,0,0,0,0
SP-00456,ok,reserve,52,0,0,0,0
SP-00457,ok,goals+,0,0,54501,0,25868
SP-00458,deficit,none,0,0,0,0,0
SP-00459,ok,reserve,1016562441,0,0,103268922,0
SP-00460,ok,debt,12753,24108,0,0,0
SP-00461,ok,debt,0,5770,0,0,0
SP-00462,deficit,none,0,0,0,0,0
SP-00463,deficit,none,0,0,0,0,0
SP-00464,ok,debt,0,39052,0,0,0
SP-00465,ok,goals+,0,0,0,48464,139718
SP-00466,ok,reserve,1449,0,0,0,0
SP-00467,ok,reserve,8401,0,0,0,0
SP-00468,deficit,none,0,0,0,0,0
SP-00469,ok,reserve,6567,0,0,0,0
SP-00470,ok,reserve,3741,0,0,0,0
SP-00471,deficit,none,0,0,0,0,0
SP-00472,ok,reserve,109828,0,0,0,0
SP-00473,ok,reserve,60028,0,0,0,0
SP-00474,ok,reserve,11216,0,0,0,0
SP-00475,ok,reserve,3904,0,0,0,0
SP-00476,ok,reserve,20449,0,0,0,0
SP-00477,ok,reserve,24584,0,0,0,0
SP-00478,ok,reserve,26647,0,0,0,0
SP-00479,deficit,none,0,0,0,0,0
SP-00480,ok,reserve,402,0,0,0,0
SP-00481,ok,reserve,8151,0,0,0,0
SP-00482,ok,reserve,34618,0,0,0,0
SP-00483,ok,goals+,0,0,32087,0,1781420
SP-00484,ok,reserve,8365,0,0,0,0
SP-00485,ok,debt,0,12961,0,0,0
SP-00486,ok,reserve,13268,0,0,0,0
SP-00487,ok,reserve,24908,0,0,0,0
SP-00488,ok,debt,0,28307,0,0,0
SP-00489,ok,reserve,5243,0,0,0,0
SP-00490,ok,reserve,57590,0,14894,0,0
SP-00491,ok,reserve,12391,0,0,0,0
SP-00492,ok,goals+,0,0,15549,0,26361
SP-00493,ok,debt,0,9828,0,0,40976
SP-00494,ok,debt,0,51746,0,0,0
SP-00495,deficit,none,0,0,0,0,0
SP-00496,deficit,none,0,0,0,0,0
SP-00497,ok,reserve,55795,0,2918,0,0
SP-00498,ok,reserve,30,0,0,0,0
SP-00499,deficit,none,0,0,0,0,0
SP-00500,ok,goals+,0,0,18734,0,315042
SP-00501,ok,goals+,0,0,541625452,2411343123,3731407995
SP-00502,ok,reserve,9016,0,0,0,0
SP-00503,ok,debt,0,10413,0,0,0
SP-00504,deficit,none,0,0,0,0,0
SP-00505,ok,reserve,22722,0,0,0,0
SP-00506,ok,reserve,26212,0,0,0,0
SP-00507,ok,goals+,0,0,36962,0,90579
SP-00508,ok,debt,0,18126,0,0,0
SP-00509,ok,reserve,9385,0,0,0,0
SP-00510,deficit,none,0,0,0,0,0
SP-00511,ok,reserve,48896,0,0,0,0
SP-00512,ok,reserve,14974,0,0,0,0
SP-00513,deficit,none,0,0,0,0,0
SP-00514,ok,reserve,6884,0,0,0,0
SP-00515,ok,debt,0,4661,0,0,0
SP-00516,ok,reserve,8321,0,0,0,0
SP-00517,ok,reserve,35893,0,0,0,0
SP-00518,ok,reserve,55713,0,0,0,0
SP-00519,ok,debt,0,13478,0,0,0
SP-00520,ok,reserve,31968,0,0,0,0
SP-00521,ok,reserve,11902,0,0,0,0
SP-00522,ok,goals+,0,0,0,44327,13316
SP-00523,ok,reserve,3039,0,0,0,0
SP-00524,ok,reserve,708,0,0,0,0
SP-00525,ok,goals+,0,0,24896,0,510652
SP-00526,deficit,none,0,0,0,0,0
SP-00527,ok,reserve,16607,0,0,0,0
SP-00528,ok,debt,0,22053,0,0,0
SP-00529,ok,reserve,12926,0,0,0,0
SP-00530,deficit,none,0,0,0,0,0
SP-00531,ok,reserve,5456,0,0,0,0
SP-00532,ok,debt,0,2077,0,0,0
SP-00533,ok,reserve,7619,0,0,0,0
SP-00534,ok,goals+,23202,0,0,32473,0
SP-00535,deficit,none,0,0,0,0,0
SP-00536,ok,reserve,18440,4055,0,0,0
SP-00537,ok,reserve,57258,0,0,0,0
SP-00538,ok,debt,0,3355,0,0,0
SP-00539,ok,reserve,22735,0,0,0,0
SP-00540,ok,goals+,0,0,3,0,624
SP-00541,ok,reserve,25725,0,0,0,0
SP-00542,ok,goals+,0,0,1751,0,1673803
SP-00543,ok,reserve,100491644,0,0,0,0
SP-00544,deficit,none,0,0,0,0,0
SP-00545,ok,debt,0,17979,0,0,0
SP-00546,deficit,none,0,0,0,0,0
SP-00547,ok,reserve,72232,0,0,0,0
SP-00548,ok,reserve,3644,0,0,0,0
SP-00549,ok,goals+,0,0,0,91807,467203
SP-00550,ok,reserve,26785,0,0,0,0
SP-00551,ok,debt,0,440,0,0,0
SP-00552,deficit,none,0,0,0,0,0
SP-00553,ok,debt,0,9344,0,0,0
SP-00554,ok,debt,0,21333,0,0,0
SP-00555,deficit,none,0,0,0,0,56194
SP-00556,ok,reserve,54562,0,0,0,0
SP-00557,ok,reserve,2857,0,0,0,0
SP-00558,ok,reserve,43961,0,0,0,0
SP-00559,ok,reserve,7267,0,0,0,0
SP-00560,ok,debt,14158,15676,0,0,0
SP-00561,ok,reserve,8344,0,0,0,0
SP-00562,ok,reserve,36438,0,0,0,0
SP-00563,ok,reserve,8415,0,0,0,0
SP-00564,ok,reserve,71601,0,0,0,0
SP-00565,ok,goals+,0,0,1995,2490,167315
SP-00566,ok,reserve,20937,0,0,0,0
SP-00567,ok,debt,0,10508,0,0,690140
SP-00568,ok,goals+,0,0,5728,0,294146
SP-00569,ok,reserve,9801,0,0,0,0
SP-00570,ok,reserve,26051,0,0,0,0
SP-00571,ok,debt,0,16320,0,0,0
SP-00572,ok,reserve,885,0,0,0,0
SP-00573,ok,reserve,1228,0,0,0,0
SP-00574,ok,reserve,1784,0,0,0,0
SP-00575,ok,reserve,31785,0,0,0,0
SP-00576,ok,reserve,3941,0,0,0,0
SP-00577,deficit,none,0,0,0,0,0
SP-00578,ok,reserve,3255,0,0,0,0
SP-00579,ok,debt,0,13123,0,0,0
SP-00580,ok,goals+,0,0,9288,0,32824
SP-00581,ok,reserve,12813,0,0,0,0
SP-00582,ok,reserve,8,0,0,0,0
SP-00583,ok,debt,1708,8990,0,0,0
SP-00584,ok,reserve,1231,0,0,0,0
SP-00585,ok,reserve,518434044,0,0,0,0
SP-00586,ok,reserve,7192,5590,0,0,0
SP-00587,ok,debt,0,29985,0,0,0
SP-00588,deficit,none,0,0,0,0,0
SP-00589,ok,reserve,9043,0,0,0,0
SP-00590,ok,debt,0,20516,0,0,0
