id,status,dom,res,debt,goal,inv,lump
SP3-00057,ok,debt,4017,8035,334,1004,56377
SP3-00058,deficit,none,0,0,0,0,3824234
SP3-00059,ok,debt,0,54152,36101,0,1174384
SP3-00060,ok,goals+,0,0,2462,3693,396689
SP3-00061,ok,goals+,0,0,14476,21715,121251
SP3-00062,ok,goals+,0,0,0,45643,2346179
SP3-00063,ok,reserve,1395,0,0,1394,416920
SP3-00064,deficit,none,0,0,0,0,0
SP3-00065,ok,debt,14724,29450,4908,0,166835
SP3-00066,deficit,none,0,0,0,0,0
SP3-00067,ok,debt,10056,10056,5028,0,0
SP3-00068,ok,goals+,0,0,15721,0,0
SP3-00069,deficit,none,0,0,0,0,0
SP3-00070,ok,reserve,11131,0,11131,0,0
SP3-00071,invalid,none,0,0,0,0,0
SP3-00072,deficit,none,0,0,0,0,1096028
SP3-00073,deficit,none,0,0,0,0,0
SP3-00074,deficit,none,0,0,0,0,0
SP3-00075,deficit,none,0,0,0,0,12980
SP3-00076,ok,goals+,0,0,25545,2838,44757424
SP3-00077,deficit,none,0,0,0,0,9884978
SP3-00078,deficit,none,0,0,0,0,0
SP3-00079,ok,goals+,0,0,0,19176,14045
SP3-00080,ok,goals+,0,0,43979,131937,1042964
SP3-00081,ok,reserve,1095,0,1095,0,0
SP3-00082,ok,goals+,0,0,62820,20939,12051217
SP3-00083,deficit,none,0,0,0,0,0
SP3-00084,ok,goals+,0,0,2241,41714,668551
SP3-00085,ok,debt,872,872,0,0,0
SP3-00086,ok,goals+,0,0,9282,17293,102109
SP3-00087,deficit,none,0,0,0,0,0
SP3-00088,deficit,none,0,0,0,0,1079450
SP3-00089,deficit,none,0,0,0,0,0
SP3-00090,ok,reserve,380,162,0,0,0
SP3-00091,deficit,none,0,0,0,0,0
SP3-00092,deficit,none,0,0,0,0,0
SP3-00093,deficit,none,0,0,0,0,0
SP3-00094,ok,reserve,1081,1080,0,0,337712
SP3-00095,deficit,none,0,0,0,0,0
SP3-00096,deficit,none,0,0,0,0,0
SP3-00097,ok,debt,0,8381,5586,0,81191
SP3-00098,ok,reserve,937,935,467,0,0
SP3-00099,ok,debt,0,235911,0,157274,8131077
SP3-00100,deficit,none,0,0,0,0,156135
SP3-00101,ok,reserve,419,0,418,0,0
SP3-00102,ok,debt,316,316,0,0,0
SP3-00103,deficit,none,0,0,0,0,0
SP3-00104,deficit,none,0,0,0,0,0
SP3-00105,deficit,none,0,0,0,0,0
SP3-00106,deficit,none,0,0,0,0,0
SP3-00107,deficit,none,0,0,0,0,0
SP3-00108,ok,reserve,9451,0,9451,0,0
SP3-00109,ok,debt,0,14652,7430,2337,0
SP3-00110,ok,reserve,3406,1459,0,0,0
SP3-00111,deficit,none,0,0,0,0,0
SP3-00112,deficit,none,0,0,0,0,236492
SP3-00113,deficit,none,0,0,0,0,83774
SP3-00114,ok,debt,0,37038,18878,5811,262404
SP3-00115,ok,reserve,30685,0,0,0,0
SP3-00116,invalid,none,0,0,0,0,0
SP3-00117,ok,reserve,40790,0,39813,976,0
SP3-00118,ok,reserve,17255,0,12672,4581,0
SP3-00119,deficit,none,0,0,0,0,0
SP3-00120,ok,goals+,0,0,1825,0,51423
SP3-00121,deficit,none,0,0,0,0,73099
SP3-00122,ok,goals+,0,0,342729,64690,676259
SP3-00123,deficit,none,0,0,0,0,0
SP3-00124,ok,debt,14016,14016,0,0,0
SP3-00125,ok,debt,47320,94642,14733,1040,32187
SP3-00126,ok,reserve,16469,0,14821,1646,0
SP3-00127,ok,reserve,203,201,100,0,0
SP3-00128,deficit,none,0,0,0,0,7792194
SP3-00129,ok,debt,2539,5079,846,0,17039
SP3-00130,ok,reserve,855,0,691,162,0
SP3-00131,ok,debt,1897,3796,632,0,104984
SP3-00132,ok,goals+,0,0,0,32945,102237
SP3-00133,deficit,none,0,0,0,0,0
SP3-00134,ok,debt,13573,13573,0,0,0
SP3-00135,ok,reserve,6221,0,6220,0,0
SP3-00136,deficit,none,0,0,0,0,0
SP3-00137,ok,reserve,1533,1531,765,0,32329
SP3-00138,deficit,none,0,0,0,0,88418
SP3-00139,ok,debt,8784,17570,2928,0,358290
SP3-00140,ok,goals+,0,0,30564,91694,7177587
SP3-00141,deficit,none,0,0,0,0,47024
SP3-00142,deficit,none,0,0,0,0,0
SP3-00143,ok,reserve,5142,5140,2570,0,63125
SP3-00144,deficit,none,0,0,0,0,0
SP3-00145,ok,debt,873,873,0,0,20081
SP3-00146,ok,debt,16792,16792,8396,0,0
SP3-00147,invalid,none,0,0,0,0,0
SP3-00148,ok,reserve,13781,0,4609,9169,184161
SP3-00149,ok,goals+,0,0,0,90782,8928289
SP3-00150,deficit,none,0,0,0,0,0
SP3-00151,deficit,none,0,0,0,0,1354597
SP3-07266,invalid,none,0,0,0,0,0
SP3-00153,ok,goals+,0,0,32607,8440,312867
SP3-00154,deficit,none,0,0,0,0,241988
SP3-00155,deficit,none,0,0,0,0,272972
SP3-00156,ok,debt,62456,124914,20818,0,1887537
SP3-00157,deficit,none,0,0,0,0,1786626
SP3-00158,ok,reserve,1245,1244,442,179,0
SP3-00159,deficit,none,0,0,0,0,4934122
SP3-00160,ok,reserve,13858,13857,0,6928,0
SP3-00161,ok,reserve,3701,0,0,3701,0
SP3-00162,ok,goals+,0,0,0,82386,3120295
SP3-00163,deficit,none,0,0,0,0,0
SP3-00164,ok,reserve,39046,0,0,0,0
SP3-00165,ok,debt,9014,9014,0,0,190133
SP3-00166,ok,debt,0,31744,19062,2099,475757
SP3-00167,deficit,none,0,0,0,0,0
SP3-00168,ok,goals+,0,0,0,2830,509407
SP3-00169,ok,reserve,2440,2439,0,0,0
SP3-00170,ok,goals+,0,0,0,1610,281259
SP3-00171,ok,reserve,8373,0,3792,4579,0
SP3-00172,ok,reserve,6983,2992,0,0,0
SP3-00173,ok,debt,873,873,0,0,20425
SP3-00174,ok,reserve,32919,0,0,0,0
SP3-00175,invalid,none,0,0,0,0,0
SP3-00176,ok,reserve,5034,5032,2516,0,0
SP3-00177,deficit,none,0,0,0,0,64298
SP3-00178,deficit,none,0,0,0,0,4104568
SP3-00179,deficit,none,0,0,0,0,2386632
SP3-00180,deficit,none,0,0,0,0,1769744
SP3-00181,deficit,none,0,0,0,0,1390990
SP3-00182,ok,debt,0,971,647,0,12209
SP3-00183,deficit,none,0,0,0,0,15810515
SP3-00184,ok,none,0,0,0,0,14017
SP3-00185,ok,reserve,15883,0,15882,0,2944338
SP3-00186,ok,reserve,27956,0,27956,0,0
SP3-00187,ok,reserve,4842,4840,2420,0,0
SP3-00188,deficit,none,0,0,0,0,3324742
SP3-00189,ok,reserve,1014,1012,0,506,104628
SP3-00190,ok,reserve,44273,18974,0,0,0
SP3-00191,deficit,none,0,0,0,0,0
SP3-00192,ok,reserve,15224,0,0,15224,0
SP3-00193,ok,debt,10646,21293,3548,0,114569
SP3-00194,ok,debt,1640,1640,0,820,0
SP3-00195,ok,reserve,4798,0,0,0,0
SP3-00196,deficit,none,0,0,0,0,0
SP3-00197,deficit,none,0,0,0,0,0
SP3-00198,invalid,none,0,0,0,0,0
SP3-00199,ok,reserve,15205,6516,0,0,0
SP3-00200,deficit,none,0,0,0,0,0
SP3-00201,ok,debt,2935,5871,978,0,39590
SP3-00202,ok,debt,839,839,0,0,0
SP3-00203,invalid,none,0,0,0,0,0
SP3-00204,ok,debt,0,1073,714,0,0
SP3-00205,ok,reserve,5652,0,5651,0,103228
SP3-00206,deficit,none,0,0,0,0,0
SP3-00207,ok,debt,0,3827,2551,0,220645
SP3-00208,deficit,none,0,0,0,0,0
SP3-00209,ok,debt,0,4343,2895,0,194783
SP3-00210,deficit,none,0,0,0,0,0
SP3-00211,ok,goals+,0,0,15491,12345,68764
SP3-00212,deficit,none,0,0,0,0,822384
SP3-00213,ok,reserve,17529,17528,0,0,0
SP3-00214,deficit,none,0,0,0,0,0
SP3-00215,deficit,none,0,0,0,0,0
SP3-00216,ok,goals+,0,0,0,5442,0
SP3-00217,deficit,none,0,0,0,0,0
SP3-00218,deficit,none,0,0,0,0,8941962
SP3-00219,ok,reserve,7387,7385,3692,0,0
SP3-00220,ok,reserve,73861,73859,36929,0,0
SP3-00221,deficit,none,0,0,0,0,0
SP3-00222,ok,reserve,1875,0,0,1874,0
SP3-00223,deficit,none,0,0,0,0,424276
SP3-00224,ok,goals+,0,0,0,9667,5680677
SP3-00225,ok,debt,0,5162,3097,344,226435
SP3-00226,deficit,none,0,0,0,0,88623
SP3-00227,ok,goals+,0,0,32588,3620,151060
SP3-00228,ok,reserve,41690,0,0,0,0
SP3-00229,deficit,none,0,0,0,0,0
SP3-00230,ok,reserve,26922,26920,13460,0,0
SP3-00231,ok,debt,1674,1674,0,837,0
SP3-00232,ok,debt,4450,4450,2225,0,55141
SP3-00233,ok,goals+,0,0,5631,8448,114291
SP3-00234,ok,reserve,11070,11068,5534,0,0
SP3-00235,ok,goals+,0,0,31571,29584,506714
SP3-00236,ok,reserve,11020,11019,0,0,0
SP3-00237,ok,goals+,0,0,12756,32634,139097
SP3-00238,deficit,none,0,0,0,0,8475890
SP3-00239,ok,reserve,1728,1726,863,0,0
SP3-00240,ok,debt,358,358,179,0,0
SP3-00241,deficit,none,0,0,0,0,0
SP3-00242,deficit,none,0,0,0,0,0
SP3-00243,deficit,none,0,0,0,0,0
SP3-00244,ok,reserve,75,73,0,36,0
SP3-00245,ok,reserve,3524,3522,0,1761,0
SP3-00246,ok,debt,0,31837,15917,5305,2022319
SP3-00247,ok,reserve,12998,12997,6498,0,0
SP3-00248,deficit,none,0,0,0,0,0
SP3-00249,ok,goals+,0,0,0,4635,147474
SP3-00250,ok,reserve,14588,6252,0,0,0
SP3-10464,invalid,none,0,0,0,0,0
SP3-00252,deficit,none,0,0,0,0,4615952
SP3-00253,ok,reserve,12428,0,12427,0,0
SP3-00254,ok,reserve,261436,261435,0,0,0
SP3-00255,ok,reserve,43,0,0,0,0
SP3-00256,ok,reserve,239109,0,56864,182243,1618512
SP3-00257,ok,reserve,21922,9395,0,0,0
SP3-00258,ok,reserve,5055,5054,2527,0,0
SP3-00259,deficit,none,0,0,0,0,0
SP3-00260,ok,reserve,1048,448,0,0,0
SP3-00261,ok,reserve,1,0,0,0,0
SP3-00262,deficit,none,0,0,0,0,0
SP3-00263,ok,goals+,0,0,472070,275561,2748980
SP3-00264,deficit,none,0,0,0,0,0
SP3-00265,invalid,none,0,0,0,0,0
SP3-00266,invalid,none,0,0,0,0,0
SP3-00267,deficit,none,0,0,0,0,319770
SP3-00268,ok,goals+,0,0,22266,13496,245142
SP3-00269,ok,reserve,10547312,10547311,0,0,484136775
SP3-00270,ok,debt,4860,4860,1000,1430,0
SP3-00271,ok,goals+,0,0,40974,12724,18298
SP3-00272,deficit,none,0,0,0,0,0
SP3-00273,deficit,none,0,0,0,0,2095382
SP3-00274,deficit,none,0,0,0,0,840360
SP3-00275,invalid,none,0,0,0,0,0
SP3-00276,ok,goals+,0,0,80927,53951,2547894
SP3-00277,deficit,none,0,0,0,0,0
SP3-00278,deficit,none,0,0,0,0,0
SP3-00279,deficit,none,0,0,0,0,0
SP3-00280,ok,reserve,2489,0,2489,0,0
SP3-00281,deficit,none,0,0,0,0,0
SP3-00282,ok,debt,4904,4904,0,0,0
SP3-00283,ok,reserve,25133,10771,0,0,0
SP3-00284,deficit,none,0,0,0,0,0
SP3-00285,ok,debt,0,3259,2172,0,80517
SP3-00286,deficit,none,0,0,0,0,274618
SP3-00287,deficit,none,0,0,0,0,2925627
SP3-00288,ok,reserve,10124,0,6074,4049,0
SP3-00289,ok,reserve,7013,0,7013,0,0
SP3-00290,ok,debt,2549,5101,849,0,49485
SP3-00291,ok,goals+,0,0,1131,376,427105
SP3-00292,ok,goals+,0,0,21441,7147,242947
SP3-00293,ok,reserve,6770,6767,845,2537,0
SP3-00294,deficit,none,0,0,0,0,10435034
SP3-00295,ok,reserve,49792,0,0,49792,13247205
SP3-00296,ok,reserve,63984,0,0,0,0
SP3-00297,deficit,none,0,0,0,0,0
SP3-00298,ok,reserve,3229,0,806,2420,191585
SP3-00299,ok,reserve,1421,1419,532,177,0
SP3-00300,ok,goals+,0,0,2873,0,0
SP3-00301,ok,reserve,19435,8328,0,0,0
SP3-00302,ok,goals+,0,0,20516,9243,0
SP3-00303,deficit,none,0,0,0,0,0
SP3-00304,ok,goals+,0,0,35645,65319,648377
SP3-00305,ok,reserve,1821,780,0,0,0
SP3-00306,deficit,none,0,0,0,0,0
SP3-00307,ok,reserve,934,399,0,0,0
SP3-00308,ok,reserve,5965,5964,1789,1192,2275246
SP3-00309,ok,reserve,1469,1467,733,0,4136
SP3-00310,ok,debt,1176,2355,392,0,95591
SP3-00311,ok,debt,0,5330,3552,0,122050
SP3-00312,ok,reserve,8954,0,0,0,0
SP3-00313,ok,reserve,1772,0,1771,0,0
SP3-00314,ok,reserve,33932,0,0,0,0
SP3-00315,ok,goals+,0,0,29422,3269,3627716
SP3-00316,deficit,none,0,0,0,0,127196
SP3-00317,deficit,none,0,0,0,0,0
SP3-00318,ok,reserve,9758591,9758590,4879295,0,0
SP3-00319,ok,debt,1257,2517,419,0,21642
SP3-00320,ok,reserve,2472,0,617,1852,0
SP3-00321,deficit,none,0,0,0,0,0
SP3-00322,ok,debt,10519,10519,0,0,0
SP3-00323,deficit,none,0,0,0,0,0
SP3-00324,ok,debt,2397,2397,0,0,0
SP3-00325,ok,reserve,1048,448,0,0,0
SP3-00326,ok,reserve,23628,23626,11813,0,63801
SP3-00327,ok,reserve,74945,0,67450,7494,0
SP3-00328,ok,goals+,0,0,0,25767,110922
SP3-00329,ok,reserve,188,187,93,0,0
SP3-00330,ok,goals+,0,0,172,0,0
SP3-00331,deficit,none,0,0,0,0,2300338
SP3-00332,deficit,none,0,0,0,0,0
SP3-00333,ok,debt,3423,6848,1141,0,42226
SP3-00334,ok,reserve,144,143,71,0,0
SP3-00335,ok,debt,0,148643,0,99094,1253959
SP3-00336,ok,reserve,7310,0,7309,0,0
SP3-00337,ok,goals+,0,0,0,30568,150973
SP3-00338,ok,debt,4954,4954,0,0,0
SP3-00339,deficit,none,0,0,0,0,5182259
SP3-00340,ok,reserve,838,0,837,0,0
SP3-00341,deficit,none,0,0,0,0,0
SP3-00342,ok,reserve,10538,0,4214,6322,0
SP3-00343,ok,none,0,0,0,0,0
SP3-00344,deficit,none,0,0,0,0,0
SP3-00345,deficit,none,0,0,0,0,1219656
SP3-00346,ok,reserve,16950,0,16940,8,683103
SP3-00347,ok,goals+,0,0,42969,224702,124491
SP3-00348,ok,reserve,12568,12567,6283,0,0
SP3-00349,ok,goals+,0,0,6930,2309,1101004
SP3-00350,ok,goals+,0,0,12375,18563,216112
SP3-00351,invalid,none,0,0,0,0,0
SP3-00352,ok,reserve,5274,2259,0,0,0
SP3-00353,ok,reserve,16387,0,16387,0,0
SP3-00354,ok,debt,66376,66376,33188,0,1583965
SP3-00355,ok,reserve,11505,11503,5751,0,0
SP3-00356,invalid,none,0,0,0,0,0
SP3-00357,invalid,none,0,0,0,0,0
SP3-00358,deficit,none,0,0,0,0,1528975
SP3-00359,ok,reserve,1484,0,1484,0,58614
SP3-00360,deficit,none,0,0,0,0,379664
SP3-00361,deficit,none,0,0,0,0,114656
SP3-00362,deficit,none,0,0,0,0,0
SP3-00363,ok,goals+,0,0,30331,19466,278916
SP3-00364,invalid,none,0,0,0,0,0
SP3-00365,deficit,none,0,0,0,0,34958
SP3-00366,ok,reserve,17341,0,0,0,0
SP3-00367,deficit,none,0,0,0,0,1411065
SP3-00368,deficit,none,0,0,0,0,945624
SP3-00369,ok,debt,4232,8467,1410,0,21562
SP3-00370,deficit,none,0,0,0,0,0
SP3-00371,ok,reserve,6940,6939,0,0,0
SP3-00372,deficit,none,0,0,0,0,480581
SP3-00373,invalid,none,0,0,0,0,0
SP3-00374,ok,debt,0,1003,668,0,0
SP3-00375,ok,goals+,0,0,19714,52675,1030548
SP3-00376,deficit,none,0,0,0,0,0
SP3-00377,ok,reserve,5496,0,5496,0,0
SP3-00378,deficit,none,0,0,0,0,0
SP3-00379,ok,goals+,0,0,0,30999,0
SP3-00380,ok,debt,8448,8448,4224,0,0
SP3-00381,deficit,none,0,0,0,0,118000
SP3-00382,ok,reserve,19988,0,0,0,0
SP3-00383,deficit,none,0,0,0,0,3312037
SP3-00384,deficit,none,0,0,0,0,345057
SP3-00385,ok,reserve,21965,0,0,0,0
SP3-00386,ok,reserve,4320,4318,2159,0,0
SP3-00387,deficit,none,0,0,0,0,0
SP3-00388,ok,reserve,10178,0,10177,0,0
SP3-00389,ok,reserve,224697,0,80096,144598,4181682
SP3-00390,ok,reserve,5636,0,0,5635,336587
SP3-00391,ok,reserve,12364,12363,0,6181,0
SP3-00392,ok,reserve,3331,3329,1664,0,0
SP3-00393,deficit,none,0,0,0,0,156791
SP3-00394,deficit,none,0,0,0,0,0
SP3-00395,deficit,none,0,0,0,0,16785461
SP3-00396,ok,debt,0,3656,2436,0,0
SP3-00397,deficit,none,0,0,0,0,0
SP3-00398,deficit,none,0,0,0,0,1335873
SP3-00399,ok,reserve,73343,73341,36670,0,0
SP3-00400,deficit,none,0,0,0,0,254021
SP3-00401,ok,goals+,0,0,15521,10347,703267
SP3-00402,ok,reserve,21490,0,14792,6696,0
SP3-00403,ok,reserve,10204,0,0,10203,0
SP3-00404,ok,reserve,19295,19293,9646,0,25316
SP3-00405,deficit,none,0,0,0,0,12314
SP3-00406,ok,debt,8294,8294,4147,0,0
SP3-00407,deficit,none,0,0,0,0,263842
SP3-00408,ok,reserve,301,300,150,0,8878
SP3-00409,ok,reserve,19473,0,0,0,0
SP3-00410,deficit,none,0,0,0,0,0
SP3-00411,ok,reserve,25692,25690,6029,6815,383804
SP3-00412,ok,reserve,940,0,939,0,0
SP3-00413,deficit,none,0,0,0,0,387534
SP3-00414,ok,reserve,6191,2653,0,0,0
SP3-00415,ok,reserve,2712,1161,0,0,0
SP3-00416,deficit,none,0,0,0,0,0
SP3-00417,ok,reserve,1574,0,1420,152,0
SP3-00418,deficit,none,0,0,0,0,2836627
SP3-00419,ok,debt,4560,4560,0,0,0
SP3-00420,ok,reserve,465,464,232,0,0
SP3-00421,ok,reserve,11241,0,11241,0,0
SP3-00422,ok,reserve,3541,3540,0,0,0
SP3-00423,ok,reserve,4592,0,0,0,0
SP3-00424,deficit,none,0,0,0,0,0
SP3-00425,deficit,none,0,0,0,0,63847
SP3-00426,deficit,none,0,0,0,0,0
SP3-00427,deficit,none,0,0,0,0,271592
SP3-00428,ok,goals+,0,0,0,3707,3027582
SP3-00429,deficit,none,0,0,0,0,170570
SP3-00430,invalid,none,0,0,0,0,0
SP3-00431,deficit,none,0,0,0,0,0
SP3-00432,ok,reserve,3715,3713,1856,0,0
SP3-00433,deficit,none,0,0,0,0,0
SP3-00434,deficit,none,0,0,0,0,329465
SP3-00435,invalid,none,0,0,0,0,0
SP3-00436,ok,goals+,0,0,207122231,0,1384592606
SP3-00437,ok,reserve,22055,0,0,22054,7940924
SP3-00438,ok,reserve,26846,26845,0,0,0
SP3-00439,ok,debt,18875,18875,0,0,81232
SP3-00440,deficit,none,0,0,0,0,0
SP3-00441,invalid,none,0,0,0,0,0
SP3-00442,deficit,none,0,0,0,0,0
SP3-00443,ok,debt,558,1116,0,186,13751
SP3-00444,deficit,none,0,0,0,0,0
SP3-00445,invalid,none,0,0,0,0,0
SP3-00446,ok,debt,4459,4459,0,0,0
SP3-00447,deficit,none,0,0,0,0,10111681
SP3-00448,deficit,none,0,0,0,0,1083287
SP3-00449,ok,debt,7788,15576,2596,0,89
SP3-00450,ok,reserve,18288,18287,0,0,0
SP3-00451,deficit,none,0,0,0,0,96745
SP3-00452,ok,goals+,0,0,850,94,114352
SP3-00453,ok,reserve,18252,18251,7322,1803,0
SP3-00454,deficit,none,0,0,0,0,0
SP3-00455,deficit,none,0,0,0,0,455562
SP3-00456,ok,reserve,22975,0,0,0,0
SP3-00457,deficit,none,0,0,0,0,0
SP3-00458,ok,reserve,1137,1135,0,567,0
SP3-00459,deficit,none,0,0,0,0,0
SP3-02485,invalid,none,0,0,0,0,0
SP3-00461,ok,goals+,0,0,0,30,296878
SP3-00462,deficit,none,0,0,0,0,814915
SP3-00463,ok,reserve,4914,2106,0,0,0
SP3-00464,ok,reserve,2012,2010,1005,0,0
SP3-00465,ok,debt,3504,3504,1752,0,45527
SP3-00466,ok,reserve,1007,1005,502,0,19704
SP3-00467,deficit,none,0,0,0,0,2791129
SP3-00468,ok,goals+,0,0,181918,121278,5666242
SP3-00469,deficit,none,0,0,0,0,648743
SP3-00470,ok,debt,1478,1478,739,0,0
SP3-00471,ok,reserve,15706,0,0,0,0
SP3-00472,ok,goals+,0,0,6112,0,305409
SP3-00473,ok,reserve,6926,2967,0,0,0
SP3-00474,ok,reserve,20054,20052,9850,176,0
SP3-00475,ok,goals+,0,0,18630,0,182502
SP3-00476,ok,reserve,8091,0,7349,741,0
SP3-00477,deficit,none,0,0,0,0,1565681
SP3-00478,ok,reserve,9135,0,9134,0,0
SP3-00479,deficit,none,0,0,0,0,0
SP3-00480,deficit,none,0,0,0,0,4645735
SP3-00481,ok,debt,806,1614,268,0,34384
SP3-00482,ok,debt,22404,22404,11202,0,0
SP3-00483,deficit,none,0,0,0,0,0
SP3-00484,ok,debt,4568,4568,2284,0,260538
SP3-00485,ok,reserve,17834,0,4458,13374,1390254
SP3-00486,deficit,none,0,0,0,0,26087605
SP3-00487,deficit,none,0,0,0,0,111330
SP3-00488,ok,goals+,0,0,0,56030,292161
SP3-00489,deficit,none,0,0,0,0,28755616
SP3-00490,ok,reserve,8629,3697,0,0,0
SP3-00491,ok,reserve,7673,0,0,0,0
SP3-00492,ok,reserve,72304,0,27268,45034,99687
SP3-00493,ok,reserve,7822,0,7821,0,0
SP3-00494,deficit,none,0,0,0,0,0
SP3-00495,deficit,none,0,0,0,0,1035466
SP3-00496,ok,debt,3866,3866,0,0,0
SP3-00497,ok,debt,1652,3307,550,0,158240
SP3-00498,invalid,none,0,0,0,0,0
SP3-00499,deficit,none,0,0,0,0,86293
SP3-00500,ok,reserve,24408,0,0,0,0
SP3-00501,deficit,none,0,0,0,0,244741
SP3-00502,deficit,none,0,0,0,0,0
SP3-00503,ok,reserve,5244,0,2097,3145,554991
SP3-00504,ok,reserve,10911,10910,5455,0,0
SP3-00505,deficit,none,0,0,0,0,0
SP3-00506,ok,debt,0,1655,1102,0,21580
SP3-00507,ok,reserve,2319,0,2318,0,242543
SP3-00508,deficit,none,0,0,0,0,0
SP3-00509,deficit,none,0,0,0,0,6571020
SP3-00510,ok,reserve,88790,0,0,0,0
SP3-00511,deficit,none,0,0,0,0,0
SP3-00512,deficit,none,0,0,0,0,1899271
SP3-00513,ok,reserve,6043,6042,0,0,38768
SP3-00514,ok,reserve,8005,3430,0,0,0
SP3-00515,ok,debt,694,694,347,0,0
SP3-00516,ok,reserve,944,0,565,377,0
SP3-00517,deficit,none,0,0,0,0,273742
SP3-00518,ok,debt,1197,2397,399,0,12028
SP3-00519,deficit,none,0,0,0,0,2095101
SP3-00520,ok,reserve,35445,0,25640,9804,1173010
SP3-00521,deficit,none,0,0,0,0,0
SP3-00522,ok,reserve,15222,0,0,0,0
SP3-00523,ok,reserve,4263,4261,993,1136,22195
SP3-00524,ok,goals+,0,0,22578,2290,46886
SP3-00525,ok,reserve,60341,0,19164,41175,0
SP3-00526,ok,reserve,11272,0,11271,0,0
SP3-00527,deficit,none,0,0,0,0,0
SP3-00528,ok,reserve,9862,0,9861,0,0
SP3-00529,ok,goals+,0,0,79154,41996,433071
SP3-00530,ok,reserve,9119,9117,4558,0,0
SP3-00531,invalid,none,0,0,0,0,0
SP3-00532,ok,goals+,0,0,0,2803,668234
SP3-00533,invalid,none,0,0,0,0,0
SP3-00534,ok,debt,754,1511,62,188,155472
SP3-00535,ok,reserve,24272,0,0,0,0
SP3-00536,deficit,none,0,0,0,0,0
SP3-00537,invalid,none,0,0,0,0,0
SP3-00538,ok,reserve,13050,13049,6524,0,42836
SP3-00539,ok,reserve,15479,15478,0,0,0
SP3-00540,ok,debt,6347,6347,0,0,688783
SP3-00541,ok,reserve,33702,0,33701,0,0
SP3-00542,ok,debt,6347,6347,0,0,696515
SP3-00543,ok,reserve,7552,0,1887,5663,0
SP3-00544,invalid,none,0,0,0,0,0
SP3-00545,ok,debt,0,2083,1388,0,0
SP3-00546,ok,debt,15948,15948,0,0,2132221
SP3-00547,ok,goals+,0,0,4336,0,327013
SP3-00548,ok,goals+,0,0,0,167184,406157
SP3-00549,deficit,none,0,0,0,0,0
SP3-00550,ok,reserve,1439,0,1438,0,0
SP3-00551,ok,goals+,0,0,2319,3479,577636
SP3-00552,ok,reserve,10110,0,10110,0,0
SP3-00553,invalid,none,0,0,0,0,0
